District,Zone,Ecological Belt,Development Region,Year (BS),Year (AD),Area and size class of locality,Indicators,Value
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,"  3,000 - 3,999",Number of household,7574
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,"  3,000 - 3,999",Male,16586
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,"  3,000 - 3,999",Female,17679
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,"  4,000 - 4,999",Number of localities,15
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,"  4,000 - 4,999",Number of household,15658
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,"  4,000 - 4,999",Male,34084
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,"  4,000 - 4,999",Female,35831
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,"  5,000 - 9,999",Number of localities,14
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,"  5,000 - 9,999",Number of household,20235
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,"  5,000 - 9,999",Male,44421
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,"  5,000 - 9,999",Female,47016
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,"  10,000 - 19,999",Number of localities,6
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,"  10,000 - 19,999",Number of household,18662
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,"  10,000 - 19,999",Male,40936
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,"  10,000 - 19,999",Female,43000
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,"  2,000 - 2,999",Number of localities,2
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,"  2,000 - 2,999",Number of household,961
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,"  2,000 - 2,999",Male,2583
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,"  2,000 - 2,999",Female,2772
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,"  3,000 - 3,999",Number of localities,5
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,"  3,000 - 3,999",Number of household,2945
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,"  3,000 - 3,999",Male,8611
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,"  3,000 - 3,999",Female,8353
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,"  4,000 - 4,999",Number of localities,5
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,"  4,000 - 4,999",Number of household,4240
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,"  4,000 - 4,999",Male,11728
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,"  4,000 - 4,999",Female,11792
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,"  5,000 - 9,999",Number of localities,17
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,"  5,000 - 9,999",Number of household,19799
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,"  5,000 - 9,999",Male,55373
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,"  5,000 - 9,999",Female,56708
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,"  10,000 - 19,999",Number of localities,1
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,"  10,000 - 19,999",Number of household,2527
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,"  10,000 - 19,999",Male,7242
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,"  10,000 - 19,999",Female,6142
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,"  4,000 - 4,999",Number of localities,1
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,"  4,000 - 4,999",Number of household,956
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,"  4,000 - 4,999",Male,2055
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,"  4,000 - 4,999",Female,2310
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,"  5,000 - 9,999",Number of localities,14
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,"  5,000 - 9,999",Number of household,23018
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,"  5,000 - 9,999",Male,50183
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,"  5,000 - 9,999",Female,55433
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,"  10,000 - 19,999",Number of localities,23
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,"  10,000 - 19,999",Number of household,70540
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,"  10,000 - 19,999",Male,148614
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,"  10,000 - 19,999",Female,164978
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,"  20,000 - 49,999",Number of localities,10
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,"  20,000 - 49,999",Number of household,58719
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,"  20,000 - 49,999",Male,120564
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,"  20,000 - 49,999",Female,134861
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,"  50,000 - 99,999",Number of localities,2
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,"  50,000 - 99,999",Number of household,31319
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,"  50,000 - 99,999",Male,63680
Jhapa,Mechi,Terai,Eastern,2068/69,2011/12,"  50,000 - 99,999",Female,69972
Jumla,Karnali,Mountain,Mid-Western,2068/69,2011/12,"  1,000 - 1,999",Number of localities,2
Jumla,Karnali,Mountain,Mid-Western,2068/69,2011/12,"  1,000 - 1,999",Number of household,480
Jumla,Karnali,Mountain,Mid-Western,2068/69,2011/12,"  1,000 - 1,999",Male,1462
Jumla,Karnali,Mountain,Mid-Western,2068/69,2011/12,"  1,000 - 1,999",Female,1406
Jumla,Karnali,Mountain,Mid-Western,2068/69,2011/12,"  2,000 - 2,999",Number of localities,10
Jumla,Karnali,Mountain,Mid-Western,2068/69,2011/12,"  2,000 - 2,999",Number of household,4666
Jumla,Karnali,Mountain,Mid-Western,2068/69,2011/12,"  2,000 - 2,999",Male,13044
Jumla,Karnali,Mountain,Mid-Western,2068/69,2011/12,"  2,000 - 2,999",Female,13142
Jumla,Karnali,Mountain,Mid-Western,2068/69,2011/12,"  3,000 - 3,999",Number of localities,9
Jumla,Karnali,Mountain,Mid-Western,2068/69,2011/12,"  3,000 - 3,999",Number of household,5705
Jumla,Karnali,Mountain,Mid-Western,2068/69,2011/12,"  3,000 - 3,999",Male,16191
Jumla,Karnali,Mountain,Mid-Western,2068/69,2011/12,"  3,000 - 3,999",Female,16185
Jumla,Karnali,Mountain,Mid-Western,2068/69,2011/12,"  4,000 - 4,999",Number of localities,6
Jumla,Karnali,Mountain,Mid-Western,2068/69,2011/12,"  4,000 - 4,999",Number of household,4811
Jumla,Karnali,Mountain,Mid-Western,2068/69,2011/12,"  4,000 - 4,999",Male,13755
Jumla,Karnali,Mountain,Mid-Western,2068/69,2011/12,"  4,000 - 4,999",Female,13835
Jumla,Karnali,Mountain,Mid-Western,2068/69,2011/12,"  5,000 - 9,999",Number of localities,3
Jumla,Karnali,Mountain,Mid-Western,2068/69,2011/12,"  5,000 - 9,999",Number of household,3641
Jumla,Karnali,Mountain,Mid-Western,2068/69,2011/12,"  5,000 - 9,999",Male,10446
Jumla,Karnali,Mountain,Mid-Western,2068/69,2011/12,"  5,000 - 9,999",Female,9455
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,"  3,000 - 3,999",Number of localities,1
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,"  3,000 - 3,999",Number of household,583
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,"  3,000 - 3,999",Male,1774
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,"  3,000 - 3,999",Female,1630
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,"  4,000 - 4,999",Number of localities,2
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,"  4,000 - 4,999",Number of household,1567
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,"  4,000 - 4,999",Male,4687
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,"  4,000 - 4,999",Female,4557
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,"  5,000 - 9,999",Number of localities,8
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,"  5,000 - 9,999",Number of household,9812
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,"  5,000 - 9,999",Male,28172
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,"  5,000 - 9,999",Female,29542
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,"  10,000 - 19,999",Number of localities,24
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,"  10,000 - 19,999",Number of household,63247
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,"  10,000 - 19,999",Male,171214
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,"  10,000 - 19,999",Female,185233
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,"  20,000 - 49,999",Number of localities,7
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,"  20,000 - 49,999",Number of household,34573
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,"  20,000 - 49,999",Male,91693
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,"  20,000 - 49,999",Female,96177
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,"  50,000 - 99,999",Number of localities,1
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,"  50,000 - 99,999",Number of household,11639
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,"  50,000 - 99,999",Male,27640
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,"  50,000 - 99,999",Female,29343
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,"  100,000 - 299,999",Number of localities,1
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,"  100,000 - 299,999",Number of household,21059
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,"  100,000 - 299,999",Male,53237
Kailali,Seti,Terai,Far-Western,2068/69,2011/12,"  100,000 - 299,999",Female,50810
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/12,"  2,000 - 2,999",Number of localities,3
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/12,"  2,000 - 2,999",Number of household,1326
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/12,"  2,000 - 2,999",Male,3670
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/12,"  2,000 - 2,999",Female,3829
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/12,"  3,000 - 3,999",Number of localities,12
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/12,"  3,000 - 3,999",Number of household,7533
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/12,"  3,000 - 3,999",Male,22185
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/12,"  3,000 - 3,999",Female,22100
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/12,"  4,000 - 4,999",Number of localities,5
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/12,"  4,000 - 4,999",Number of household,3700
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/12,"  4,000 - 4,999",Male,11465
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/12,"  4,000 - 4,999",Female,11457
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/12,"  5,000 - 9,999",Number of localities,10
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/12,"  5,000 - 9,999",Number of household,10454
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/12,"  5,000 - 9,999",Male,31513
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/12,"  5,000 - 9,999",Female,30729
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,"  4,000 - 4,999",Number of localities,1
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,"  4,000 - 4,999",Number of household,738
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,"  4,000 - 4,999",Male,2004
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,"  4,000 - 4,999",Female,2375
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,"  5,000 - 9,999",Number of localities,1
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,"  5,000 - 9,999",Number of household,1065
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,"  5,000 - 9,999",Male,3549
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,"  5,000 - 9,999",Female,3702
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,"  10,000 - 19,999",Number of localities,12
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,"  10,000 - 19,999",Number of household,35374
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,"  10,000 - 19,999",Male,94665
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,"  10,000 - 19,999",Female,106314
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,"  20,000 - 49,999",Number of localities,5
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,"  20,000 - 49,999",Number of household,24280
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,"  20,000 - 49,999",Male,62726
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,"  20,000 - 49,999",Female,69247
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,"  100,000 - 299,999",Number of localities,1
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,"  100,000 - 299,999",Number of household,20695
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,"  100,000 - 299,999",Male,53098
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,"  100,000 - 299,999",Female,53568
Kapilbastu,Lumbini,Terai,Western,2068/69,2011/12,"  3,000 - 3,999",Number of localities,6
Kapilbastu,Lumbini,Terai,Western,2068/69,2011/12,"  3,000 - 3,999",Number of household,2963
Kapilbastu,Lumbini,Terai,Western,2068/69,2011/12,"  3,000 - 3,999",Male,10749
Kapilbastu,Lumbini,Terai,Western,2068/69,2011/12,"  3,000 - 3,999",Female,10275
Kapilbastu,Lumbini,Terai,Western,2068/69,2011/12,"  4,000 - 4,999",Number of localities,19
Kapilbastu,Lumbini,Terai,Western,2068/69,2011/12,"  4,000 - 4,999",Number of household,12756
Kapilbastu,Lumbini,Terai,Western,2068/69,2011/12,"  4,000 - 4,999",Male,44745
Kapilbastu,Lumbini,Terai,Western,2068/69,2011/12,"  4,000 - 4,999",Female,43104
Kapilbastu,Lumbini,Terai,Western,2068/69,2011/12,"  5,000 - 9,999",Number of localities,39
Kapilbastu,Lumbini,Terai,Western,2068/69,2011/12,"  5,000 - 9,999",Number of household,40791
Kapilbastu,Lumbini,Terai,Western,2068/69,2011/12,"  5,000 - 9,999",Male,132006
Kapilbastu,Lumbini,Terai,Western,2068/69,2011/12,"  5,000 - 9,999",Female,132717
Kapilbastu,Lumbini,Terai,Western,2068/69,2011/12,"  10,000 - 19,999",Number of localities,13
Kapilbastu,Lumbini,Terai,Western,2068/69,2011/12,"  10,000 - 19,999",Number of household,29675
Kapilbastu,Lumbini,Terai,Western,2068/69,2011/12,"  10,000 - 19,999",Male,82445
Kapilbastu,Lumbini,Terai,Western,2068/69,2011/12,"  10,000 - 19,999",Female,85005
Kapilbastu,Lumbini,Terai,Western,2068/69,2011/12,"  20,000 - 49,999",Number of localities,1
Kapilbastu,Lumbini,Terai,Western,2068/69,2011/12,"  20,000 - 49,999",Number of household,5136
Kapilbastu,Lumbini,Terai,Western,2068/69,2011/12,"  20,000 - 49,999",Male,15654
Kapilbastu,Lumbini,Terai,Western,2068/69,2011/12,"  20,000 - 49,999",Female,15236
Kaski,Gandaki,Hill,Western,2068/69,2011/12,"  1,000 - 1,999",Number of localities,6
Kaski,Gandaki,Hill,Western,2068/69,2011/12,"  1,000 - 1,999",Number of household,2089
Kaski,Gandaki,Hill,Western,2068/69,2011/12,"  1,000 - 1,999",Male,3759
Kaski,Gandaki,Hill,Western,2068/69,2011/12,"  1,000 - 1,999",Female,4487
Kaski,Gandaki,Hill,Western,2068/69,2011/12,"  2,000 - 2,999",Number of localities,13
Kaski,Gandaki,Hill,Western,2068/69,2011/12,"  2,000 - 2,999",Number of household,8796
Kaski,Gandaki,Hill,Western,2068/69,2011/12,"  2,000 - 2,999",Male,15408
Kaski,Gandaki,Hill,Western,2068/69,2011/12,"  2,000 - 2,999",Female,19256
Kaski,Gandaki,Hill,Western,2068/69,2011/12,"  3,000 - 3,999",Number of localities,11
Kaski,Gandaki,Hill,Western,2068/69,2011/12,"  3,000 - 3,999",Number of household,9875
Kaski,Gandaki,Hill,Western,2068/69,2011/12,"  3,000 - 3,999",Male,17412
Kaski,Gandaki,Hill,Western,2068/69,2011/12,"  3,000 - 3,999",Female,21233
Kaski,Gandaki,Hill,Western,2068/69,2011/12,"  4,000 - 4,999",Number of localities,4
Kaski,Gandaki,Hill,Western,2068/69,2011/12,"  4,000 - 4,999",Number of household,4322
Kaski,Gandaki,Hill,Western,2068/69,2011/12,"  4,000 - 4,999",Male,7707
Kaski,Gandaki,Hill,Western,2068/69,2011/12,"  4,000 - 4,999",Female,9111
Kaski,Gandaki,Hill,Western,2068/69,2011/12,"  5,000 - 9,999",Number of localities,8
Kaski,Gandaki,Hill,Western,2068/69,2011/12,"  5,000 - 9,999",Number of household,14212
Kaski,Gandaki,Hill,Western,2068/69,2011/12,"  5,000 - 9,999",Male,25604
Kaski,Gandaki,Hill,Western,2068/69,2011/12,"  5,000 - 9,999",Female,31178
Kaski,Gandaki,Hill,Western,2068/69,2011/12,"  10,000 - 19,999",Number of localities,1
Kaski,Gandaki,Hill,Western,2068/69,2011/12,"  10,000 - 19,999",Number of household,3023
Kaski,Gandaki,Hill,Western,2068/69,2011/12,"  10,000 - 19,999",Male,5783
Kaski,Gandaki,Hill,Western,2068/69,2011/12,"  10,000 - 19,999",Female,6671
Kaski,Gandaki,Hill,Western,2068/69,2011/12,"  50,000 - 99,999",Number of localities,1
Kaski,Gandaki,Hill,Western,2068/69,2011/12,"  50,000 - 99,999",Number of household,14958
Kaski,Gandaki,Hill,Western,2068/69,2011/12,"  50,000 - 99,999",Male,27394
Kaski,Gandaki,Hill,Western,2068/69,2011/12,"  50,000 - 99,999",Female,32104
Kaski,Gandaki,Hill,Western,2068/69,2011/12,"  100,000 - 299,999",Number of localities,1
Kaski,Gandaki,Hill,Western,2068/69,2011/12,"  100,000 - 299,999",Number of household,68398
Kaski,Gandaki,Hill,Western,2068/69,2011/12,"  100,000 - 299,999",Male,133318
Kaski,Gandaki,Hill,Western,2068/69,2011/12,"  100,000 - 299,999",Female,131673
Kathmandu,Bagmati,Hill,Central,2068/69,2011/12,"  2,000 - 2,999",Number of localities,4
Kathmandu,Bagmati,Hill,Central,2068/69,2011/12,"  2,000 - 2,999",Number of household,2270
Kathmandu,Bagmati,Hill,Central,2068/69,2011/12,"  2,000 - 2,999",Male,5705
Kathmandu,Bagmati,Hill,Central,2068/69,2011/12,"  2,000 - 2,999",Female,5365
Kathmandu,Bagmati,Hill,Central,2068/69,2011/12,"  3,000 - 3,999",Number of localities,7
Kathmandu,Bagmati,Hill,Central,2068/69,2011/12,"  3,000 - 3,999",Number of household,5379
Kathmandu,Bagmati,Hill,Central,2068/69,2011/12,"  3,000 - 3,999",Male,12478
Kathmandu,Bagmati,Hill,Central,2068/69,2011/12,"  3,000 - 3,999",Female,12513
Kathmandu,Bagmati,Hill,Central,2068/69,2011/12,"  4,000 - 4,999",Number of localities,14
Kathmandu,Bagmati,Hill,Central,2068/69,2011/12,"  4,000 - 4,999",Number of household,13490
Kathmandu,Bagmati,Hill,Central,2068/69,2011/12,"  4,000 - 4,999",Male,31369
Kathmandu,Bagmati,Hill,Central,2068/69,2011/12,"  4,000 - 4,999",Female,31929
Kathmandu,Bagmati,Hill,Central,2068/69,2011/12,"  5,000 - 9,999",Number of localities,13
Kathmandu,Bagmati,Hill,Central,2068/69,2011/12,"  5,000 - 9,999",Number of household,20399
Kathmandu,Bagmati,Hill,Central,2068/69,2011/12,"  5,000 - 9,999",Male,46511
Kathmandu,Bagmati,Hill,Central,2068/69,2011/12,"  5,000 - 9,999",Female,44934
Kathmandu,Bagmati,Hill,Central,2068/69,2011/12,"  10,000 - 19,999",Number of localities,12
Kathmandu,Bagmati,Hill,Central,2068/69,2011/12,"  10,000 - 19,999",Number of household,39591
Kathmandu,Bagmati,Hill,Central,2068/69,2011/12,"  10,000 - 19,999",Male,84436
Kathmandu,Bagmati,Hill,Central,2068/69,2011/12,"  10,000 - 19,999",Female,81812
Kathmandu,Bagmati,Hill,Central,2068/69,2011/12,"  20,000 - 49,999",Number of localities,4
Kathmandu,Bagmati,Hill,Central,2068/69,2011/12,"  20,000 - 49,999",Number of household,32228
Kathmandu,Bagmati,Hill,Central,2068/69,2011/12,"  20,000 - 49,999",Male,63818
Kathmandu,Bagmati,Hill,Central,2068/69,2011/12,"  20,000 - 49,999",Female,60833
Kathmandu,Bagmati,Hill,Central,2068/69,2011/12,"  50,000 - 99,999",Number of localities,4
Kathmandu,Bagmati,Hill,Central,2068/69,2011/12,"  50,000 - 99,999",Number of household,68223
Kathmandu,Bagmati,Hill,Central,2068/69,2011/12,"  50,000 - 99,999",Male,135557
Kathmandu,Bagmati,Hill,Central,2068/69,2011/12,"  50,000 - 99,999",Female,123695
Kathmandu,Bagmati,Hill,Central,2068/69,2011/12,"  300,000 or More",Number of localities,1
Kathmandu,Bagmati,Hill,Central,2068/69,2011/12,"  300,000 or More",Number of household,254764
Kathmandu,Bagmati,Hill,Central,2068/69,2011/12,"  300,000 or More",Male,533127
Kathmandu,Bagmati,Hill,Central,2068/69,2011/12,"  300,000 or More",Female,470158
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,"  1,000 - 1,999",Number of localities,16
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,"  1,000 - 1,999",Number of household,5868
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,"  1,000 - 1,999",Male,11983
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,"  1,000 - 1,999",Female,13786
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,"  2,000 - 2,999",Number of localities,28
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,"  2,000 - 2,999",Number of household,15174
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,"  2,000 - 2,999",Male,33150
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,"  2,000 - 2,999",Female,37549
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,"  3,000 - 3,999",Number of localities,14
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,"  3,000 - 3,999",Number of household,10307
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,"  3,000 - 3,999",Male,22789
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,"  3,000 - 3,999",Female,26278
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,"  4,000 - 4,999",Number of localities,16
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,"  4,000 - 4,999",Number of household,14987
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,"  4,000 - 4,999",Male,34486
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,"  4,000 - 4,999",Female,38753
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,"  5,000 - 9,999",Number of localities,12
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,"  5,000 - 9,999",Number of household,16817
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,"  5,000 - 9,999",Male,38281
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,"  5,000 - 9,999",Female,41283
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,"  10,000 - 19,999",Number of localities,2
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,"  10,000 - 19,999",Number of household,6065
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,"  10,000 - 19,999",Male,16033
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,"  10,000 - 19,999",Female,14360
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,"  20,000 - 49,999",Number of localities,2
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,"  20,000 - 49,999",Number of household,11502
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,"  20,000 - 49,999",Male,26214
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,"  20,000 - 49,999",Female,26992
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,  500 - 999,Number of localities,1
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,  500 - 999,Number of household,179
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,  500 - 999,Male,418
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,  500 - 999,Female,415
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,"  1,000 - 1,999",Number of localities,15
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,"  1,000 - 1,999",Number of household,5407
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,"  1,000 - 1,999",Male,11518
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,"  1,000 - 1,999",Female,13291
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,"  2,000 - 2,999",Number of localities,41
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,"  2,000 - 2,999",Number of household,21197
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,"  2,000 - 2,999",Male,48383
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,"  2,000 - 2,999",Female,54919
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,"  3,000 - 3,999",Number of localities,14
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,"  3,000 - 3,999",Number of household,10000
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,"  3,000 - 3,999",Male,22785
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,"  3,000 - 3,999",Female,26087
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,"  4,000 - 4,999",Number of localities,3
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,"  4,000 - 4,999",Number of household,2758
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,"  4,000 - 4,999",Male,6276
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,"  4,000 - 4,999",Female,6851
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,"  5,000 - 9,999",Number of localities,2
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,"  5,000 - 9,999",Number of household,3123
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,"  5,000 - 9,999",Male,7712
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,"  5,000 - 9,999",Female,7657
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,"  1,000 - 1,999",Number of localities,12
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,"  1,000 - 1,999",Number of household,3935
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,"  1,000 - 1,999",Male,9374
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,"  1,000 - 1,999",Female,9840
