District,Zone,Ecological Belt,Development Region,Year (BS),Year (AD),Caste/Ethnicity,Gender,In number
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,Bangali,Female,28
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,Rai,Male,21
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,Rai,Female,14
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,Bhote,Male,9
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,Bhote,Female,13
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,Dhobi,Male,10
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,Dhobi,Female,10
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,Kayastha,Male,10
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,Kayastha,Female,10
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,Gharti/Bhujel,Male,8
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,Gharti/Bhujel,Female,4
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,Others,Male,59
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,Others,Female,50
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,Dalit Others,Male,4696
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,Dalit Others,Female,5238
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,Terai Others,Male,60
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,Terai Others,Female,69
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,Undefined Others,Male,6
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,Undefined Others,Female,9
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,Foreigner,Male,6
Bajhang,Seti,Mountain,Far-Western,2068/69,2011/12,Foreigner,Female,9
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Chhetree,Male,38183
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Chhetree,Female,39795
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Kami,Male,6355
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Kami,Female,6760
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Brahman - Hill,Male,4568
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Brahman - Hill,Female,4878
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Thakuri,Male,3378
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Thakuri,Female,3620
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Sarki,Male,3309
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Sarki,Female,3400
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Damai/Dholi,Male,2700
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Damai/Dholi,Female,2998
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Lohar,Male,2536
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Lohar,Female,2637
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Dashnami/Sanyasi,Male,1555
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Dashnami/Sanyasi,Female,1687
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Badi,Male,889
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Badi,Female,989
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Bhote,Male,683
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Bhote,Female,701
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Kumal,Male,202
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Kumal,Female,237
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Teli,Male,125
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Teli,Female,139
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Tharu,Male,148
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Tharu,Female,81
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Limbu,Male,82
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Limbu,Female,121
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Magar,Male,78
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Magar,Female,56
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Tamang,Male,72
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Tamang,Female,53
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Musalman,Male,51
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Musalman,Female,49
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Mallaha,Male,50
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Mallaha,Female,43
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Newar,Male,45
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Newar,Female,16
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Gurung,Male,24
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Gurung,Female,19
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Bangali,Male,20
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Bangali,Female,23
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Rai,Male,15
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Rai,Female,15
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Dhanuk,Male,6
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Dhanuk,Female,15
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Yadav,Male,19
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Yadav,Female,0
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Tatma/Tatwa,Male,8
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Tatma/Tatwa,Female,7
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Sherpa,Male,5
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Sherpa,Female,9
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Rajput,Male,12
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Rajput,Female,2
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Gaine,Male,9
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Gaine,Female,5
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Koiri/Kushwaha,Male,6
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Koiri/Kushwaha,Female,5
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Sunuwar,Male,6
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Sunuwar,Female,5
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Others,Male,55
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Others,Female,37
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Dalit Others,Male,572
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Dalit Others,Female,651
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Terai Others,Male,40
Bajura,Seti,Mountain,Far-Western,2068/69,2011/12,Terai Others,Female,53
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Musalman,Male,47244
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Musalman,Female,46054
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Tharu,Male,37906
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Tharu,Female,38973
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Chhetree,Male,34887
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Chhetree,Female,37620
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Brahman - Hill,Male,16212
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Brahman - Hill,Female,16445
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Magar,Male,13073
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Magar,Female,14908
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Kami,Male,10929
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Kami,Female,12237
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Yadav,Male,12258
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Yadav,Female,10880
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Thakuri,Male,8526
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Thakuri,Female,9431
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Kurmi,Male,5717
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Kurmi,Female,5223
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Chamar/Harijan/Ram,Male,4881
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Chamar/Harijan/Ram,Female,4364
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Damai/Dholi,Male,3495
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Damai/Dholi,Female,3837
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Newar,Male,3140
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Newar,Female,3204
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Dhobi,Male,2824
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Dhobi,Female,2587
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Kathbaniyan,Male,2626
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Kathbaniyan,Female,2425
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Dashnami/Sanyasi,Male,2349
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Dashnami/Sanyasi,Female,2610
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Dusadh/Pasawan/Pasi,Male,2257
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Dusadh/Pasawan/Pasi,Female,2109
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Kori,Male,2281
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Kori,Female,2077
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Hajam/Thakur,Male,2192
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Hajam/Thakur,Female,2063
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Brahman - Tarai,Male,2032
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Brahman - Tarai,Female,1861
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Teli,Male,1965
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Teli,Female,1855
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Gurung,Male,1684
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Gurung,Female,2034
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Kanu,Male,1732
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Kanu,Female,1557
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Kayastha,Male,1593
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Kayastha,Female,1505
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Haluwai,Male,1310
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Haluwai,Female,1236
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Badhaee,Male,1072
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Badhaee,Female,982
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Kahar,Male,1011
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Kahar,Female,899
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Sarki,Male,863
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Sarki,Female,947
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Gaderi/Bhedhar,Male,875
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Gaderi/Bhedhar,Female,781
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Kumhar,Male,858
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Kumhar,Female,777
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Kumal,Male,773
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Kumal,Female,816
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Mallaha,Male,756
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Mallaha,Female,660
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Marwadi,Male,666
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Marwadi,Female,606
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Koiri/Kushwaha,Male,641
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Koiri/Kushwaha,Female,607
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Chidimar,Male,625
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Chidimar,Female,566
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Kalwar,Male,625
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Kalwar,Female,555
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Bangali,Male,620
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Bangali,Female,521
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Tamang,Male,548
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Tamang,Female,565
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Lohar,Male,543
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Lohar,Female,508
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Sonar,Male,467
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Sonar,Female,464
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Kewat,Male,454
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Kewat,Female,462
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Musahar,Male,396
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Musahar,Female,393
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Badi,Male,349
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Badi,Female,391
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Rajput,Male,297
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Rajput,Female,274
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Rai,Male,241
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Rai,Female,227
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Lodh,Male,229
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Lodh,Female,197
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Gaine,Male,160
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Gaine,Female,177
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Pattharkatta/Kushwadiya,Male,161
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Pattharkatta/Kushwadiya,Female,171
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Mali,Male,168
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Mali,Female,140
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Baraee,Male,158
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Baraee,Female,129
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Rajbansi,Male,142
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Rajbansi,Female,144
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Majhi,Male,114
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Majhi,Female,111
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Khatwe,Male,103
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Khatwe,Female,112
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Sherpa,Male,94
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Sherpa,Female,119
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Limbu,Male,94
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Limbu,Female,96
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Bantar/Sardar,Male,86
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Bantar/Sardar,Female,66
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Gharti/Bhujel,Male,66
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Gharti/Bhujel,Female,55
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Dhanuk,Male,41
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Dhanuk,Female,45
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Punjabi/Shikh,Male,36
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Punjabi/Shikh,Female,49
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Thakali,Male,35
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Thakali,Female,26
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Chepang/Praja,Male,29
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Chepang/Praja,Female,30
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Natuwa,Male,32
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Natuwa,Female,27
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Bhote,Male,21
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Bhote,Female,30
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Sunuwar,Male,22
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Sunuwar,Female,19
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Rajdhob,Male,21
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Rajdhob,Female,16
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Chhantyal/Chhantel,Male,6
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Chhantyal/Chhantel,Female,24
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Ghale,Male,14
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Ghale,Female,14
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Sudhi,Male,13
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Sudhi,Female,14
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Kamar,Male,12
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Kamar,Female,13
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Halkhor,Male,13
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Halkhor,Female,11
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Raji,Male,12
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Raji,Female,12
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Dom,Male,10
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Dom,Female,13
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Dhankar/Kharikar,Male,11
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Dhankar/Kharikar,Female,11
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Jhangad/Dhagar,Male,12
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Jhangad/Dhagar,Female,9
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Danuwar,Male,8
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Danuwar,Female,12
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Chamling,Male,10
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Chamling,Female,10
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Darai,Male,8
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Darai,Female,11
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Bantaba,Male,9
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Bantaba,Female,10
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Satar/Santhal,Male,8
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Satar/Santhal,Female,9
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Brahmu/Baramo,Male,3
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Brahmu/Baramo,Female,13
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Dhimal,Male,6
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Dhimal,Female,9
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Jirel,Male,4
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Jirel,Female,9
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Nuniya,Male,7
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Nuniya,Female,5
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Khawas,Male,6
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Khawas,Female,6
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Others,Male,20
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Others,Female,30
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Dalit Others,Male,3842
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Dalit Others,Female,3546
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Janajati Others,Male,13
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Janajati Others,Female,12
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Terai Others,Male,2421
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Terai Others,Female,2244
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Undefined Others,Male,28
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Undefined Others,Female,26
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Foreigner,Male,154
Banke,Bheri,Terai,Mid-Western,2068/69,2011/12,Foreigner,Female,130
Bara,Narayani,Terai,Central,2068/69,2011/12,Musalman,Male,45598
Bara,Narayani,Terai,Central,2068/69,2011/12,Musalman,Female,44236
Bara,Narayani,Terai,Central,2068/69,2011/12,Yadav,Male,37940
Bara,Narayani,Terai,Central,2068/69,2011/12,Yadav,Female,34313
Bara,Narayani,Terai,Central,2068/69,2011/12,Tharu,Male,35735
Bara,Narayani,Terai,Central,2068/69,2011/12,Tharu,Female,36258
Bara,Narayani,Terai,Central,2068/69,2011/12,Kanu,Male,17217
Bara,Narayani,Terai,Central,2068/69,2011/12,Kanu,Female,15813
Bara,Narayani,Terai,Central,2068/69,2011/12,Koiri/Kushwaha,Male,15915
Bara,Narayani,Terai,Central,2068/69,2011/12,Koiri/Kushwaha,Female,14729
Bara,Narayani,Terai,Central,2068/69,2011/12,Chamar/Harijan/Ram,Male,15449
Bara,Narayani,Terai,Central,2068/69,2011/12,Chamar/Harijan/Ram,Female,14721
Bara,Narayani,Terai,Central,2068/69,2011/12,Brahman - Hill,Male,14394
Bara,Narayani,Terai,Central,2068/69,2011/12,Brahman - Hill,Female,15298
Bara,Narayani,Terai,Central,2068/69,2011/12,Teli,Male,14830
Bara,Narayani,Terai,Central,2068/69,2011/12,Teli,Female,13508
Bara,Narayani,Terai,Central,2068/69,2011/12,Tamang,Male,13400
Bara,Narayani,Terai,Central,2068/69,2011/12,Tamang,Female,14409
Bara,Narayani,Terai,Central,2068/69,2011/12,Kurmi,Male,14071
Bara,Narayani,Terai,Central,2068/69,2011/12,Kurmi,Female,12996
Bara,Narayani,Terai,Central,2068/69,2011/12,Dusadh/Pasawan/Pasi,Male,10772
Bara,Narayani,Terai,Central,2068/69,2011/12,Dusadh/Pasawan/Pasi,Female,10202
Bara,Narayani,Terai,Central,2068/69,2011/12,Kalwar,Male,10673
Bara,Narayani,Terai,Central,2068/69,2011/12,Kalwar,Female,9598
Bara,Narayani,Terai,Central,2068/69,2011/12,Dhanuk,Male,10241
Bara,Narayani,Terai,Central,2068/69,2011/12,Dhanuk,Female,9634
Bara,Narayani,Terai,Central,2068/69,2011/12,Chhetree,Male,9472
Bara,Narayani,Terai,Central,2068/69,2011/12,Chhetree,Female,9400
Bara,Narayani,Terai,Central,2068/69,2011/12,Mallaha,Male,8819
Bara,Narayani,Terai,Central,2068/69,2011/12,Mallaha,Female,8211
Bara,Narayani,Terai,Central,2068/69,2011/12,Bin,Male,5772
Bara,Narayani,Terai,Central,2068/69,2011/12,Bin,Female,5425
Bara,Narayani,Terai,Central,2068/69,2011/12,Kumhar,Male,5450
Bara,Narayani,Terai,Central,2068/69,2011/12,Kumhar,Female,5135
Bara,Narayani,Terai,Central,2068/69,2011/12,Musahar,Male,4903
Bara,Narayani,Terai,Central,2068/69,2011/12,Musahar,Female,4736
Bara,Narayani,Terai,Central,2068/69,2011/12,Nuniya,Male,4913
Bara,Narayani,Terai,Central,2068/69,2011/12,Nuniya,Female,4461
Bara,Narayani,Terai,Central,2068/69,2011/12,Dhobi,Male,4246
Bara,Narayani,Terai,Central,2068/69,2011/12,Dhobi,Female,3890
Bara,Narayani,Terai,Central,2068/69,2011/12,Hajam/Thakur,Male,4149
Bara,Narayani,Terai,Central,2068/69,2011/12,Hajam/Thakur,Female,3973
Bara,Narayani,Terai,Central,2068/69,2011/12,Sonar,Male,3753
Bara,Narayani,Terai,Central,2068/69,2011/12,Sonar,Female,3547
Bara,Narayani,Terai,Central,2068/69,2011/12,Lohar,Male,3697
Bara,Narayani,Terai,Central,2068/69,2011/12,Lohar,Female,3549
Bara,Narayani,Terai,Central,2068/69,2011/12,Magar,Male,3335
Bara,Narayani,Terai,Central,2068/69,2011/12,Magar,Female,3423
Bara,Narayani,Terai,Central,2068/69,2011/12,Tatma/Tatwa,Male,3294
Bara,Narayani,Terai,Central,2068/69,2011/12,Tatma/Tatwa,Female,3061
Bara,Narayani,Terai,Central,2068/69,2011/12,Baraee,Male,2986
Bara,Narayani,Terai,Central,2068/69,2011/12,Baraee,Female,2849
Bara,Narayani,Terai,Central,2068/69,2011/12,Newar,Male,2879
Bara,Narayani,Terai,Central,2068/69,2011/12,Newar,Female,2909
Bara,Narayani,Terai,Central,2068/69,2011/12,Kathbaniyan,Male,2754
Bara,Narayani,Terai,Central,2068/69,2011/12,Kathbaniyan,Female,2427
Bara,Narayani,Terai,Central,2068/69,2011/12,Dashnami/Sanyasi,Male,2495
Bara,Narayani,Terai,Central,2068/69,2011/12,Dashnami/Sanyasi,Female,2361
Bara,Narayani,Terai,Central,2068/69,2011/12,Danuwar,Male,1639
Bara,Narayani,Terai,Central,2068/69,2011/12,Danuwar,Female,1699
Bara,Narayani,Terai,Central,2068/69,2011/12,Brahman - Tarai,Male,1747
Bara,Narayani,Terai,Central,2068/69,2011/12,Brahman - Tarai,Female,1573
Bara,Narayani,Terai,Central,2068/69,2011/12,Kumal,Male,1614
Bara,Narayani,Terai,Central,2068/69,2011/12,Kumal,Female,1520
Bara,Narayani,Terai,Central,2068/69,2011/12,Rajput,Male,1433
Bara,Narayani,Terai,Central,2068/69,2011/12,Rajput,Female,1292
Bara,Narayani,Terai,Central,2068/69,2011/12,Kami,Male,1325
Bara,Narayani,Terai,Central,2068/69,2011/12,Kami,Female,1353
Bara,Narayani,Terai,Central,2068/69,2011/12,Gaderi/Bhedhar,Male,840
Bara,Narayani,Terai,Central,2068/69,2011/12,Gaderi/Bhedhar,Female,768
Bara,Narayani,Terai,Central,2068/69,2011/12,Kahar,Male,806
Bara,Narayani,Terai,Central,2068/69,2011/12,Kahar,Female,738
Bara,Narayani,Terai,Central,2068/69,2011/12,Majhi,Male,752
