District,Zone,Ecological Belt,Development Region,Year (BS),Year (AD),Caste/Ethnicity,Gender,In number
Doti,Seti,Hill,Far-Western,2068/69,2011/12,Dusadh/Pasawan/Pasi,Female,9
Doti,Seti,Hill,Far-Western,2068/69,2011/12,Sudhi,Male,7
Doti,Seti,Hill,Far-Western,2068/69,2011/12,Sudhi,Female,9
Doti,Seti,Hill,Far-Western,2068/69,2011/12,Rajput,Male,8
Doti,Seti,Hill,Far-Western,2068/69,2011/12,Rajput,Female,6
Doti,Seti,Hill,Far-Western,2068/69,2011/12,Dura,Male,8
Doti,Seti,Hill,Far-Western,2068/69,2011/12,Dura,Female,6
Doti,Seti,Hill,Far-Western,2068/69,2011/12,Sherpa,Male,5
Doti,Seti,Hill,Far-Western,2068/69,2011/12,Sherpa,Female,8
Doti,Seti,Hill,Far-Western,2068/69,2011/12,Koiri/Kushwaha,Male,8
Doti,Seti,Hill,Far-Western,2068/69,2011/12,Koiri/Kushwaha,Female,4
Doti,Seti,Hill,Far-Western,2068/69,2011/12,Kayastha,Male,7
Doti,Seti,Hill,Far-Western,2068/69,2011/12,Kayastha,Female,5
Doti,Seti,Hill,Far-Western,2068/69,2011/12,Others,Male,63
Doti,Seti,Hill,Far-Western,2068/69,2011/12,Others,Female,46
Doti,Seti,Hill,Far-Western,2068/69,2011/12,Dalit Others,Male,3158
Doti,Seti,Hill,Far-Western,2068/69,2011/12,Dalit Others,Female,4157
Doti,Seti,Hill,Far-Western,2068/69,2011/12,Terai Others,Male,142
Doti,Seti,Hill,Far-Western,2068/69,2011/12,Terai Others,Female,184
Doti,Seti,Hill,Far-Western,2068/69,2011/12,Foreigner,Male,5
Doti,Seti,Hill,Far-Western,2068/69,2011/12,Foreigner,Female,6
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Gurung,Male,23608
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Gurung,Female,29734
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Brahman - Hill,Male,18359
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Brahman - Hill,Female,22870
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Chhetree,Male,13919
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Chhetree,Female,17560
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Magar,Male,13879
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Magar,Female,17511
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Newar,Male,9309
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Newar,Female,11745
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Sarki,Male,9098
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Sarki,Female,11461
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Kami,Male,6790
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Kami,Female,8279
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Tamang,Male,6190
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Tamang,Female,7149
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Kumal,Male,3542
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Kumal,Female,4480
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Damai/Dholi,Male,3607
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Damai/Dholi,Female,4367
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Brahmu/Baramo,Male,3032
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Brahmu/Baramo,Female,3743
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Ghale,Male,2326
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Ghale,Female,2797
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Chepang/Praja,Male,1661
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Chepang/Praja,Female,1793
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Musalman,Male,1337
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Musalman,Female,1719
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Dashnami/Sanyasi,Male,1185
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Dashnami/Sanyasi,Female,1538
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Gharti/Bhujel,Male,993
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Gharti/Bhujel,Female,1190
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Darai,Male,380
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Darai,Female,453
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Thakuri,Male,387
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Thakuri,Female,432
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Majhi,Male,206
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Majhi,Female,240
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Badi,Male,148
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Badi,Female,155
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Tharu,Male,166
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Tharu,Female,70
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Rai,Male,101
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Rai,Female,91
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Gaine,Male,76
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Gaine,Female,103
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Nuniya,Male,87
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Nuniya,Female,11
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Limbu,Male,35
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Limbu,Female,45
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Teli,Male,61
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Teli,Female,14
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Sunuwar,Male,26
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Sunuwar,Female,34
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Sherpa,Male,17
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Sherpa,Female,32
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Kathbaniyan,Male,23
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Kathbaniyan,Female,22
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Kamar,Male,17
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Kamar,Female,23
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Koiri/Kushwaha,Male,22
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Koiri/Kushwaha,Female,16
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Hajam/Thakur,Male,26
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Hajam/Thakur,Female,7
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Chamar/Harijan/Ram,Male,23
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Chamar/Harijan/Ram,Female,8
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Kalwar,Male,14
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Kalwar,Female,12
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Yadav,Male,14
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Yadav,Female,9
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Haluwai,Male,13
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Haluwai,Female,10
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Kanu,Male,19
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Kanu,Female,2
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Bhote,Male,11
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Bhote,Female,10
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Kurmi,Male,16
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Kurmi,Female,4
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Brahman - Tarai,Male,17
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Brahman - Tarai,Female,3
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Mallaha,Male,13
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Mallaha,Female,6
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Marwadi,Male,10
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Marwadi,Female,9
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Thakali,Male,8
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Thakali,Female,11
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Bangali,Male,9
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Bangali,Female,7
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Khawas,Male,8
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Khawas,Female,8
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Musahar,Male,4
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Musahar,Female,10
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Sonar,Male,4
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Sonar,Female,8
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Dusadh/Pasawan/Pasi,Male,5
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Dusadh/Pasawan/Pasi,Female,6
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Others,Male,73
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Others,Female,96
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Dalit Others,Male,89
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Dalit Others,Female,35
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Terai Others,Male,41
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Terai Others,Female,41
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Undefined Others,Male,29
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Undefined Others,Female,31
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Foreigner,Male,8
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Foreigner,Female,10
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,Brahman - Hill,Male,30635
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,Brahman - Hill,Female,40282
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,Chhetree,Male,26926
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,Chhetree,Female,36276
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,Magar,Male,25099
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,Magar,Female,32980
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,Kami,Male,14452
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,Kami,Female,19000
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,Sarki,Male,5705
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,Sarki,Female,7749
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,Damai/Dholi,Male,4402
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,Damai/Dholi,Female,5922
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,Kumal,Male,3986
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,Kumal,Female,4750
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,Dashnami/Sanyasi,Male,2291
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,Dashnami/Sanyasi,Female,3090
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,Newar,Male,2265
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,Newar,Female,2693
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,Thakuri,Male,1343
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,Thakuri,Female,1745
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,Gharti/Bhujel,Male,1240
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,Gharti/Bhujel,Female,1575
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,Gurung,Male,853
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,Gurung,Female,1093
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,Bote,Male,301
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,Bote,Female,393
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,Musalman,Male,231
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,Musalman,Female,200
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,Badi,Male,175
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,Badi,Female,230
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,Chhantyal/Chhantel,Male,146
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,Chhantyal/Chhantel,Female,230
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,Gaine,Male,148
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,Gaine,Female,174
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,Tharu,Male,132
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,Tharu,Female,50
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,Sunuwar,Male,67
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,Sunuwar,Female,80
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,Thakali,Male,54
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,Thakali,Female,77
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,Tamang,Male,52
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,Tamang,Female,65
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,Kalwar,Male,48
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,Kalwar,Female,57
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,Mali,Male,35
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,Mali,Female,57
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,Majhi,Male,28
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,Majhi,Female,20
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,Rai,Male,27
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,Rai,Female,18
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,Sonar,Male,16
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,Sonar,Female,23
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,Khawas,Male,18
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,Khawas,Female,20
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,Yadav,Male,23
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,Yadav,Female,5
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,Yakkha,Male,17
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,Yakkha,Female,11
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,Limbu,Male,11
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,Limbu,Female,13
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,Chepang/Praja,Male,19
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,Chepang/Praja,Female,3
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,Chamar/Harijan/Ram,Male,11
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,Chamar/Harijan/Ram,Female,10
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,Kathbaniyan,Male,12
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,Kathbaniyan,Female,7
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,Bhote,Male,9
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,Bhote,Female,7
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,Dusadh/Pasawan/Pasi,Male,3
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,Dusadh/Pasawan/Pasi,Female,11
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,Hajam/Thakur,Male,11
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,Hajam/Thakur,Female,3
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,Lohar,Male,7
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,Lohar,Female,7
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,Haluwai,Male,10
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,Haluwai,Female,4
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,Others,Male,62
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,Others,Female,63
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,Dalit Others,Male,15
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,Dalit Others,Female,16
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,Terai Others,Male,80
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,Terai Others,Female,111
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,Undefined Others,Male,8
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,Undefined Others,Female,6
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,Foreigner,Male,22
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,Foreigner,Female,39
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Chhetree,Male,9970
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Chhetree,Female,9712
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Thakuri,Male,4996
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Thakuri,Female,4990
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Tamang,Male,3446
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Tamang,Female,3395
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Kami,Male,2500
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Kami,Female,2437
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Brahman - Hill,Male,1697
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Brahman - Hill,Female,1574
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Byasi/Sauka,Male,1218
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Byasi/Sauka,Female,1256
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Damai/Dholi,Male,923
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Damai/Dholi,Female,862
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Sarki,Male,600
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Sarki,Female,540
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Magar,Male,149
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Magar,Female,69
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Teli,Male,69
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Teli,Female,56
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Badi,Male,60
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Badi,Female,60
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Tharu,Male,61
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Tharu,Female,4
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Dashnami/Sanyasi,Male,21
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Dashnami/Sanyasi,Female,13
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Gurung,Male,19
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Gurung,Female,11
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Newar,Male,21
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Newar,Female,5
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Yadav,Male,14
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Yadav,Female,1
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Musalman,Male,11
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Musalman,Female,0
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Others,Male,46
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Others,Female,27
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Terai Others,Male,12
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Terai Others,Female,13
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Rai,Male,33743
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Rai,Female,35222
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Limbu,Male,21937
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Limbu,Female,23689
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Brahman - Hill,Male,19569
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Brahman - Hill,Female,20771
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Chhetree,Male,19244
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Chhetree,Female,20491
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Tamang,Male,9794
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Tamang,Female,10381
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Magar,Male,7272
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Magar,Female,7804
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Newar,Male,5210
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Newar,Female,5423
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Kami,Male,4759
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Kami,Female,5135
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Gurung,Male,3951
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Gurung,Female,4399
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Damai/Dholi,Male,2172
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Damai/Dholi,Female,2355
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Sunuwar,Male,1869
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Sunuwar,Female,2004
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Sherpa,Male,1833
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Sherpa,Female,1830
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Lepcha,Male,1451
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Lepcha,Female,1373
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Gharti/Bhujel,Male,1076
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Gharti/Bhujel,Female,1072
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Dashnami/Sanyasi,Male,978
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Dashnami/Sanyasi,Female,1090
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Yakkha,Male,805
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Yakkha,Female,877
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Hyolmo,Male,626
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Hyolmo,Female,706
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Sarki,Male,602
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Sarki,Female,625
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Thami,Male,497
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Thami,Female,444
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Kumal,Male,301
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Kumal,Female,315
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Yamphu,Male,244
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Yamphu,Female,253
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Kulung,Male,211
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Kulung,Female,198
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Bantaba,Male,148
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Bantaba,Female,161
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Bhote,Male,132
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Bhote,Female,146
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Marwadi,Male,149
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Marwadi,Female,107
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Tharu,Male,161
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Tharu,Female,78
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Musalman,Male,147
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Musalman,Female,79
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Teli,Male,96
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Teli,Female,96
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Haluwai,Male,93
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Haluwai,Female,93
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Thakuri,Male,96
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Thakuri,Female,81
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Pattharkatta/Kushwadiya,Male,87
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Pattharkatta/Kushwadiya,Female,79
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Sampang,Male,75
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Sampang,Female,90
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Rajbansi,Male,93
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Rajbansi,Female,48
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Majhi,Male,69
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Majhi,Female,72
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Hajam/Thakur,Male,75
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Hajam/Thakur,Female,55
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Chamling,Male,62
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Chamling,Female,65
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Dhimal,Male,58
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Dhimal,Female,51
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Yadav,Male,46
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Yadav,Female,37
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Kewat,Male,39
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Kewat,Female,41
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Danuwar,Male,41
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Danuwar,Female,34
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Khawas,Male,32
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Khawas,Female,42
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Thulung,Male,37
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Thulung,Female,33
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Jhangad/Dhagar,Male,39
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Jhangad/Dhagar,Female,30
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Badi,Male,28
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Badi,Female,41
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Bangali,Male,42
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Bangali,Female,18
