District,Zone,Ecological Belt,Development Region,Year (BS),Year (AD),Age-Group,Indicator,Sub-Indicator,Value
Kapilbastu,Lumbini,Terai,Western,2068/69,2011/12,16 Year,Not currently going to school,Female,3477
Kapilbastu,Lumbini,Terai,Western,2068/69,2011/12,16 Year,School attendence not Stated,Male,269
Kapilbastu,Lumbini,Terai,Western,2068/69,2011/12,16 Year,School attendence not Stated,Female,325
Kapilbastu,Lumbini,Terai,Western,2068/69,2011/12,17 Year,Currently going to school,Male,2067
Kapilbastu,Lumbini,Terai,Western,2068/69,2011/12,17 Year,Currently going to school,Female,1567
Kapilbastu,Lumbini,Terai,Western,2068/69,2011/12,17 Year,Not currently going to school,Male,1853
Kapilbastu,Lumbini,Terai,Western,2068/69,2011/12,17 Year,Not currently going to school,Female,2442
Kapilbastu,Lumbini,Terai,Western,2068/69,2011/12,17 Year,School attendence not Stated,Male,139
Kapilbastu,Lumbini,Terai,Western,2068/69,2011/12,17 Year,School attendence not Stated,Female,253
Kapilbastu,Lumbini,Terai,Western,2068/69,2011/12,18 Year,Currently going to school,Male,2174
Kapilbastu,Lumbini,Terai,Western,2068/69,2011/12,18 Year,Currently going to school,Female,1413
Kapilbastu,Lumbini,Terai,Western,2068/69,2011/12,18 Year,Not currently going to school,Male,4161
Kapilbastu,Lumbini,Terai,Western,2068/69,2011/12,18 Year,Not currently going to school,Female,4321
Kapilbastu,Lumbini,Terai,Western,2068/69,2011/12,18 Year,School attendence not Stated,Male,347
Kapilbastu,Lumbini,Terai,Western,2068/69,2011/12,18 Year,School attendence not Stated,Female,424
Kapilbastu,Lumbini,Terai,Western,2068/69,2011/12,19 Year,Currently going to school,Male,605
Kapilbastu,Lumbini,Terai,Western,2068/69,2011/12,19 Year,Currently going to school,Female,458
Kapilbastu,Lumbini,Terai,Western,2068/69,2011/12,19 Year,Not currently going to school,Male,1594
Kapilbastu,Lumbini,Terai,Western,2068/69,2011/12,19 Year,Not currently going to school,Female,2142
Kapilbastu,Lumbini,Terai,Western,2068/69,2011/12,19 Year,School attendence not Stated,Male,111
Kapilbastu,Lumbini,Terai,Western,2068/69,2011/12,19 Year,School attendence not Stated,Female,196
Kapilbastu,Lumbini,Terai,Western,2068/69,2011/12,20 Year,Currently going to school,Male,570
Kapilbastu,Lumbini,Terai,Western,2068/69,2011/12,20 Year,Currently going to school,Female,353
Kapilbastu,Lumbini,Terai,Western,2068/69,2011/12,20 Year,Not currently going to school,Male,4665
Kapilbastu,Lumbini,Terai,Western,2068/69,2011/12,20 Year,Not currently going to school,Female,5405
Kapilbastu,Lumbini,Terai,Western,2068/69,2011/12,20 Year,School attendence not Stated,Male,384
Kapilbastu,Lumbini,Terai,Western,2068/69,2011/12,20 Year,School attendence not Stated,Female,516
Kapilbastu,Lumbini,Terai,Western,2068/69,2011/12,21 Year,Currently going to school,Male,164
Kapilbastu,Lumbini,Terai,Western,2068/69,2011/12,21 Year,Currently going to school,Female,106
Kapilbastu,Lumbini,Terai,Western,2068/69,2011/12,21 Year,Not currently going to school,Male,1589
Kapilbastu,Lumbini,Terai,Western,2068/69,2011/12,21 Year,Not currently going to school,Female,2022
Kapilbastu,Lumbini,Terai,Western,2068/69,2011/12,21 Year,School attendence not Stated,Male,97
Kapilbastu,Lumbini,Terai,Western,2068/69,2011/12,21 Year,School attendence not Stated,Female,156
Kapilbastu,Lumbini,Terai,Western,2068/69,2011/12,22 Year,Currently going to school,Male,220
Kapilbastu,Lumbini,Terai,Western,2068/69,2011/12,22 Year,Currently going to school,Female,127
Kapilbastu,Lumbini,Terai,Western,2068/69,2011/12,22 Year,Not currently going to school,Male,3716
Kapilbastu,Lumbini,Terai,Western,2068/69,2011/12,22 Year,Not currently going to school,Female,3994
Kapilbastu,Lumbini,Terai,Western,2068/69,2011/12,22 Year,School attendence not Stated,Male,266
Kapilbastu,Lumbini,Terai,Western,2068/69,2011/12,22 Year,School attendence not Stated,Female,363
Kapilbastu,Lumbini,Terai,Western,2068/69,2011/12,23 Year,Currently going to school,Male,92
Kapilbastu,Lumbini,Terai,Western,2068/69,2011/12,23 Year,Currently going to school,Female,73
Kapilbastu,Lumbini,Terai,Western,2068/69,2011/12,23 Year,Not currently going to school,Male,1873
Kapilbastu,Lumbini,Terai,Western,2068/69,2011/12,23 Year,Not currently going to school,Female,3171
Kapilbastu,Lumbini,Terai,Western,2068/69,2011/12,23 Year,School attendence not Stated,Male,123
Kapilbastu,Lumbini,Terai,Western,2068/69,2011/12,23 Year,School attendence not Stated,Female,299
Kapilbastu,Lumbini,Terai,Western,2068/69,2011/12,24 Year,Currently going to school,Male,117
Kapilbastu,Lumbini,Terai,Western,2068/69,2011/12,24 Year,Currently going to school,Female,76
Kapilbastu,Lumbini,Terai,Western,2068/69,2011/12,24 Year,Not currently going to school,Male,2274
Kapilbastu,Lumbini,Terai,Western,2068/69,2011/12,24 Year,Not currently going to school,Female,3573
Kapilbastu,Lumbini,Terai,Western,2068/69,2011/12,24 Year,School attendence not Stated,Male,148
Kapilbastu,Lumbini,Terai,Western,2068/69,2011/12,24 Year,School attendence not Stated,Female,362
Kapilbastu,Lumbini,Terai,Western,2068/69,2011/12,25 Year,Currently going to school,Male,258
Kapilbastu,Lumbini,Terai,Western,2068/69,2011/12,25 Year,Currently going to school,Female,121
Kapilbastu,Lumbini,Terai,Western,2068/69,2011/12,25 Year,Not currently going to school,Male,5722
Kapilbastu,Lumbini,Terai,Western,2068/69,2011/12,25 Year,Not currently going to school,Female,5522
Kapilbastu,Lumbini,Terai,Western,2068/69,2011/12,25 Year,School attendence not Stated,Male,437
Kapilbastu,Lumbini,Terai,Western,2068/69,2011/12,25 Year,School attendence not Stated,Female,551
Kaski,Gandaki,Hill,Western,2068/69,2011/12,05 Year,Currently going to school,Male,3889
Kaski,Gandaki,Hill,Western,2068/69,2011/12,05 Year,Currently going to school,Female,3522
Kaski,Gandaki,Hill,Western,2068/69,2011/12,05 Year,Not currently going to school,Male,684
Kaski,Gandaki,Hill,Western,2068/69,2011/12,05 Year,Not currently going to school,Female,631
Kaski,Gandaki,Hill,Western,2068/69,2011/12,05 Year,School attendence not Stated,Male,126
Kaski,Gandaki,Hill,Western,2068/69,2011/12,05 Year,School attendence not Stated,Female,106
Kaski,Gandaki,Hill,Western,2068/69,2011/12,06 Year,Currently going to school,Male,4299
Kaski,Gandaki,Hill,Western,2068/69,2011/12,06 Year,Currently going to school,Female,3987
Kaski,Gandaki,Hill,Western,2068/69,2011/12,06 Year,Not currently going to school,Male,203
Kaski,Gandaki,Hill,Western,2068/69,2011/12,06 Year,Not currently going to school,Female,214
Kaski,Gandaki,Hill,Western,2068/69,2011/12,06 Year,School attendence not Stated,Male,74
Kaski,Gandaki,Hill,Western,2068/69,2011/12,06 Year,School attendence not Stated,Female,55
Kaski,Gandaki,Hill,Western,2068/69,2011/12,07 Year,Currently going to school,Male,4775
Kaski,Gandaki,Hill,Western,2068/69,2011/12,07 Year,Currently going to school,Female,4502
Kaski,Gandaki,Hill,Western,2068/69,2011/12,07 Year,Not currently going to school,Male,150
Kaski,Gandaki,Hill,Western,2068/69,2011/12,07 Year,Not currently going to school,Female,141
Kaski,Gandaki,Hill,Western,2068/69,2011/12,07 Year,School attendence not Stated,Male,49
Kaski,Gandaki,Hill,Western,2068/69,2011/12,07 Year,School attendence not Stated,Female,54
Kaski,Gandaki,Hill,Western,2068/69,2011/12,08 Year,Currently going to school,Male,5161
Kaski,Gandaki,Hill,Western,2068/69,2011/12,08 Year,Currently going to school,Female,4738
Kaski,Gandaki,Hill,Western,2068/69,2011/12,08 Year,Not currently going to school,Male,95
Kaski,Gandaki,Hill,Western,2068/69,2011/12,08 Year,Not currently going to school,Female,97
Kaski,Gandaki,Hill,Western,2068/69,2011/12,08 Year,School attendence not Stated,Male,64
Kaski,Gandaki,Hill,Western,2068/69,2011/12,08 Year,School attendence not Stated,Female,48
Kaski,Gandaki,Hill,Western,2068/69,2011/12,09 Year,Currently going to school,Male,4734
Kaski,Gandaki,Hill,Western,2068/69,2011/12,09 Year,Currently going to school,Female,4430
Kaski,Gandaki,Hill,Western,2068/69,2011/12,09 Year,Not currently going to school,Male,64
Kaski,Gandaki,Hill,Western,2068/69,2011/12,09 Year,Not currently going to school,Female,73
Kaski,Gandaki,Hill,Western,2068/69,2011/12,09 Year,School attendence not Stated,Male,47
Kaski,Gandaki,Hill,Western,2068/69,2011/12,09 Year,School attendence not Stated,Female,44
Kaski,Gandaki,Hill,Western,2068/69,2011/12,10 Year,Currently going to school,Male,5809
Kaski,Gandaki,Hill,Western,2068/69,2011/12,10 Year,Currently going to school,Female,5407
Kaski,Gandaki,Hill,Western,2068/69,2011/12,10 Year,Not currently going to school,Male,108
Kaski,Gandaki,Hill,Western,2068/69,2011/12,10 Year,Not currently going to school,Female,90
Kaski,Gandaki,Hill,Western,2068/69,2011/12,10 Year,School attendence not Stated,Male,92
Kaski,Gandaki,Hill,Western,2068/69,2011/12,10 Year,School attendence not Stated,Female,55
Kaski,Gandaki,Hill,Western,2068/69,2011/12,11 Year,Currently going to school,Male,5388
Kaski,Gandaki,Hill,Western,2068/69,2011/12,11 Year,Currently going to school,Female,4940
Kaski,Gandaki,Hill,Western,2068/69,2011/12,11 Year,Not currently going to school,Male,102
Kaski,Gandaki,Hill,Western,2068/69,2011/12,11 Year,Not currently going to school,Female,130
Kaski,Gandaki,Hill,Western,2068/69,2011/12,11 Year,School attendence not Stated,Male,61
Kaski,Gandaki,Hill,Western,2068/69,2011/12,11 Year,School attendence not Stated,Female,65
Kaski,Gandaki,Hill,Western,2068/69,2011/12,12 Year,Currently going to school,Male,6269
Kaski,Gandaki,Hill,Western,2068/69,2011/12,12 Year,Currently going to school,Female,5728
Kaski,Gandaki,Hill,Western,2068/69,2011/12,12 Year,Not currently going to school,Male,167
Kaski,Gandaki,Hill,Western,2068/69,2011/12,12 Year,Not currently going to school,Female,124
Kaski,Gandaki,Hill,Western,2068/69,2011/12,12 Year,School attendence not Stated,Male,67
Kaski,Gandaki,Hill,Western,2068/69,2011/12,12 Year,School attendence not Stated,Female,53
Kaski,Gandaki,Hill,Western,2068/69,2011/12,13 Year,Currently going to school,Male,5690
Kaski,Gandaki,Hill,Western,2068/69,2011/12,13 Year,Currently going to school,Female,5484
Kaski,Gandaki,Hill,Western,2068/69,2011/12,13 Year,Not currently going to school,Male,186
Kaski,Gandaki,Hill,Western,2068/69,2011/12,13 Year,Not currently going to school,Female,158
Kaski,Gandaki,Hill,Western,2068/69,2011/12,13 Year,School attendence not Stated,Male,36
Kaski,Gandaki,Hill,Western,2068/69,2011/12,13 Year,School attendence not Stated,Female,51
Kaski,Gandaki,Hill,Western,2068/69,2011/12,14 Year,Currently going to school,Male,5653
Kaski,Gandaki,Hill,Western,2068/69,2011/12,14 Year,Currently going to school,Female,5312
Kaski,Gandaki,Hill,Western,2068/69,2011/12,14 Year,Not currently going to school,Male,313
Kaski,Gandaki,Hill,Western,2068/69,2011/12,14 Year,Not currently going to school,Female,246
Kaski,Gandaki,Hill,Western,2068/69,2011/12,14 Year,School attendence not Stated,Male,64
Kaski,Gandaki,Hill,Western,2068/69,2011/12,14 Year,School attendence not Stated,Female,73
Kaski,Gandaki,Hill,Western,2068/69,2011/12,15 Year,Currently going to school,Male,5123
Kaski,Gandaki,Hill,Western,2068/69,2011/12,15 Year,Currently going to school,Female,4917
Kaski,Gandaki,Hill,Western,2068/69,2011/12,15 Year,Not currently going to school,Male,556
Kaski,Gandaki,Hill,Western,2068/69,2011/12,15 Year,Not currently going to school,Female,457
Kaski,Gandaki,Hill,Western,2068/69,2011/12,15 Year,School attendence not Stated,Male,96
Kaski,Gandaki,Hill,Western,2068/69,2011/12,15 Year,School attendence not Stated,Female,66
Kaski,Gandaki,Hill,Western,2068/69,2011/12,16 Year,Currently going to school,Male,3732
Kaski,Gandaki,Hill,Western,2068/69,2011/12,16 Year,Currently going to school,Female,3558
Kaski,Gandaki,Hill,Western,2068/69,2011/12,16 Year,Not currently going to school,Male,822
Kaski,Gandaki,Hill,Western,2068/69,2011/12,16 Year,Not currently going to school,Female,801
Kaski,Gandaki,Hill,Western,2068/69,2011/12,16 Year,School attendence not Stated,Male,82
Kaski,Gandaki,Hill,Western,2068/69,2011/12,16 Year,School attendence not Stated,Female,77
Kaski,Gandaki,Hill,Western,2068/69,2011/12,17 Year,Currently going to school,Male,2274
Kaski,Gandaki,Hill,Western,2068/69,2011/12,17 Year,Currently going to school,Female,2100
Kaski,Gandaki,Hill,Western,2068/69,2011/12,17 Year,Not currently going to school,Male,1107
Kaski,Gandaki,Hill,Western,2068/69,2011/12,17 Year,Not currently going to school,Female,1002
Kaski,Gandaki,Hill,Western,2068/69,2011/12,17 Year,School attendence not Stated,Male,68
Kaski,Gandaki,Hill,Western,2068/69,2011/12,17 Year,School attendence not Stated,Female,66
Kaski,Gandaki,Hill,Western,2068/69,2011/12,18 Year,Currently going to school,Male,1482
Kaski,Gandaki,Hill,Western,2068/69,2011/12,18 Year,Currently going to school,Female,1280
Kaski,Gandaki,Hill,Western,2068/69,2011/12,18 Year,Not currently going to school,Male,1619
Kaski,Gandaki,Hill,Western,2068/69,2011/12,18 Year,Not currently going to school,Female,1585
Kaski,Gandaki,Hill,Western,2068/69,2011/12,18 Year,School attendence not Stated,Male,84
Kaski,Gandaki,Hill,Western,2068/69,2011/12,18 Year,School attendence not Stated,Female,93
Kaski,Gandaki,Hill,Western,2068/69,2011/12,19 Year,Currently going to school,Male,559
Kaski,Gandaki,Hill,Western,2068/69,2011/12,19 Year,Currently going to school,Female,605
Kaski,Gandaki,Hill,Western,2068/69,2011/12,19 Year,Not currently going to school,Male,1042
Kaski,Gandaki,Hill,Western,2068/69,2011/12,19 Year,Not currently going to school,Female,1459
Kaski,Gandaki,Hill,Western,2068/69,2011/12,19 Year,School attendence not Stated,Male,41
Kaski,Gandaki,Hill,Western,2068/69,2011/12,19 Year,School attendence not Stated,Female,60
Kaski,Gandaki,Hill,Western,2068/69,2011/12,20 Year,Currently going to school,Male,310
Kaski,Gandaki,Hill,Western,2068/69,2011/12,20 Year,Currently going to school,Female,308
Kaski,Gandaki,Hill,Western,2068/69,2011/12,20 Year,Not currently going to school,Male,1591
Kaski,Gandaki,Hill,Western,2068/69,2011/12,20 Year,Not currently going to school,Female,2108
Kaski,Gandaki,Hill,Western,2068/69,2011/12,20 Year,School attendence not Stated,Male,88
Kaski,Gandaki,Hill,Western,2068/69,2011/12,20 Year,School attendence not Stated,Female,127
Kaski,Gandaki,Hill,Western,2068/69,2011/12,21 Year,Currently going to school,Male,162
Kaski,Gandaki,Hill,Western,2068/69,2011/12,21 Year,Currently going to school,Female,171
Kaski,Gandaki,Hill,Western,2068/69,2011/12,21 Year,Not currently going to school,Male,1414
Kaski,Gandaki,Hill,Western,2068/69,2011/12,21 Year,Not currently going to school,Female,1962
Kaski,Gandaki,Hill,Western,2068/69,2011/12,21 Year,School attendence not Stated,Male,56
Kaski,Gandaki,Hill,Western,2068/69,2011/12,21 Year,School attendence not Stated,Female,86
Kaski,Gandaki,Hill,Western,2068/69,2011/12,22 Year,Currently going to school,Male,131
Kaski,Gandaki,Hill,Western,2068/69,2011/12,22 Year,Currently going to school,Female,137
Kaski,Gandaki,Hill,Western,2068/69,2011/12,22 Year,Not currently going to school,Male,1838
Kaski,Gandaki,Hill,Western,2068/69,2011/12,22 Year,Not currently going to school,Female,2473
Kaski,Gandaki,Hill,Western,2068/69,2011/12,22 Year,School attendence not Stated,Male,73
Kaski,Gandaki,Hill,Western,2068/69,2011/12,22 Year,School attendence not Stated,Female,120
Kaski,Gandaki,Hill,Western,2068/69,2011/12,23 Year,Currently going to school,Male,62
Kaski,Gandaki,Hill,Western,2068/69,2011/12,23 Year,Currently going to school,Female,91
Kaski,Gandaki,Hill,Western,2068/69,2011/12,23 Year,Not currently going to school,Male,1443
Kaski,Gandaki,Hill,Western,2068/69,2011/12,23 Year,Not currently going to school,Female,2314
Kaski,Gandaki,Hill,Western,2068/69,2011/12,23 Year,School attendence not Stated,Male,63
Kaski,Gandaki,Hill,Western,2068/69,2011/12,23 Year,School attendence not Stated,Female,108
Kaski,Gandaki,Hill,Western,2068/69,2011/12,24 Year,Currently going to school,Male,55
Kaski,Gandaki,Hill,Western,2068/69,2011/12,24 Year,Currently going to school,Female,80
Kaski,Gandaki,Hill,Western,2068/69,2011/12,24 Year,Not currently going to school,Male,1634
Kaski,Gandaki,Hill,Western,2068/69,2011/12,24 Year,Not currently going to school,Female,2585
Kaski,Gandaki,Hill,Western,2068/69,2011/12,24 Year,School attendence not Stated,Male,49
Kaski,Gandaki,Hill,Western,2068/69,2011/12,24 Year,School attendence not Stated,Female,113
Kaski,Gandaki,Hill,Western,2068/69,2011/12,25 Year,Currently going to school,Male,53
Kaski,Gandaki,Hill,Western,2068/69,2011/12,25 Year,Currently going to school,Female,86
Kaski,Gandaki,Hill,Western,2068/69,2011/12,25 Year,Not currently going to school,Male,2018
Kaski,Gandaki,Hill,Western,2068/69,2011/12,25 Year,Not currently going to school,Female,3463
Kaski,Gandaki,Hill,Western,2068/69,2011/12,25 Year,School attendence not Stated,Male,75
Kaski,Gandaki,Hill,Western,2068/69,2011/12,25 Year,School attendence not Stated,Female,145
Kathmandu,Bagmati,Hill,Central,2068/69,2011/12,05 Year,Currently going to school,Male,12249
Kathmandu,Bagmati,Hill,Central,2068/69,2011/12,05 Year,Currently going to school,Female,10784
Kathmandu,Bagmati,Hill,Central,2068/69,2011/12,05 Year,Not currently going to school,Male,1704
Kathmandu,Bagmati,Hill,Central,2068/69,2011/12,05 Year,Not currently going to school,Female,1436
Kathmandu,Bagmati,Hill,Central,2068/69,2011/12,05 Year,School attendence not Stated,Male,345
Kathmandu,Bagmati,Hill,Central,2068/69,2011/12,05 Year,School attendence not Stated,Female,322
Kathmandu,Bagmati,Hill,Central,2068/69,2011/12,06 Year,Currently going to school,Male,12950
Kathmandu,Bagmati,Hill,Central,2068/69,2011/12,06 Year,Currently going to school,Female,11491
Kathmandu,Bagmati,Hill,Central,2068/69,2011/12,06 Year,Not currently going to school,Male,582
Kathmandu,Bagmati,Hill,Central,2068/69,2011/12,06 Year,Not currently going to school,Female,561
Kathmandu,Bagmati,Hill,Central,2068/69,2011/12,06 Year,School attendence not Stated,Male,188
Kathmandu,Bagmati,Hill,Central,2068/69,2011/12,06 Year,School attendence not Stated,Female,183
Kathmandu,Bagmati,Hill,Central,2068/69,2011/12,07 Year,Currently going to school,Male,14334
Kathmandu,Bagmati,Hill,Central,2068/69,2011/12,07 Year,Currently going to school,Female,12709
Kathmandu,Bagmati,Hill,Central,2068/69,2011/12,07 Year,Not currently going to school,Male,402
Kathmandu,Bagmati,Hill,Central,2068/69,2011/12,07 Year,Not currently going to school,Female,365
