District,Zone,Ecological Belt,Development Region,Year (BS),Year (AD),Age-Group,Indicator,Sub-Indicator,Value
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/12,13 Year,Not currently going to school,Male,45
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/12,13 Year,Not currently going to school,Female,79
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/12,13 Year,School attendence not Stated,Male,12
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/12,13 Year,School attendence not Stated,Female,22
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/12,14 Year,Currently going to school,Male,1747
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/12,14 Year,Currently going to school,Female,1758
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/12,14 Year,Not currently going to school,Male,74
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/12,14 Year,Not currently going to school,Female,127
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/12,14 Year,School attendence not Stated,Male,17
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/12,14 Year,School attendence not Stated,Female,30
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/12,15 Year,Currently going to school,Male,1345
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/12,15 Year,Currently going to school,Female,1324
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/12,15 Year,Not currently going to school,Male,103
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/12,15 Year,Not currently going to school,Female,174
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/12,15 Year,School attendence not Stated,Male,28
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/12,15 Year,School attendence not Stated,Female,35
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/12,16 Year,Currently going to school,Male,1450
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/12,16 Year,Currently going to school,Female,1281
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/12,16 Year,Not currently going to school,Male,117
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/12,16 Year,Not currently going to school,Female,280
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/12,16 Year,School attendence not Stated,Male,28
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/12,16 Year,School attendence not Stated,Female,47
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/12,17 Year,Currently going to school,Male,583
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/12,17 Year,Currently going to school,Female,491
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/12,17 Year,Not currently going to school,Male,91
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/12,17 Year,Not currently going to school,Female,159
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/12,17 Year,School attendence not Stated,Male,10
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/12,17 Year,School attendence not Stated,Female,7
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/12,18 Year,Currently going to school,Male,1136
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/12,18 Year,Currently going to school,Female,1027
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/12,18 Year,Not currently going to school,Male,344
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/12,18 Year,Not currently going to school,Female,733
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/12,18 Year,School attendence not Stated,Male,31
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/12,18 Year,School attendence not Stated,Female,90
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/12,19 Year,Currently going to school,Male,415
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/12,19 Year,Currently going to school,Female,341
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/12,19 Year,Not currently going to school,Male,196
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/12,19 Year,Not currently going to school,Female,405
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/12,19 Year,School attendence not Stated,Male,16
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/12,19 Year,School attendence not Stated,Female,53
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/12,20 Year,Currently going to school,Male,420
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/12,20 Year,Currently going to school,Female,334
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/12,20 Year,Not currently going to school,Male,395
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/12,20 Year,Not currently going to school,Female,979
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/12,20 Year,School attendence not Stated,Male,32
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/12,20 Year,School attendence not Stated,Female,103
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/12,21 Year,Currently going to school,Male,192
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/12,21 Year,Currently going to school,Female,105
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/12,21 Year,Not currently going to school,Male,340
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/12,21 Year,Not currently going to school,Female,595
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/12,21 Year,School attendence not Stated,Male,24
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/12,21 Year,School attendence not Stated,Female,66
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/12,22 Year,Currently going to school,Male,233
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/12,22 Year,Currently going to school,Female,129
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/12,22 Year,Not currently going to school,Male,527
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/12,22 Year,Not currently going to school,Female,919
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/12,22 Year,School attendence not Stated,Male,42
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/12,22 Year,School attendence not Stated,Female,102
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/12,23 Year,Currently going to school,Male,128
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/12,23 Year,Currently going to school,Female,64
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/12,23 Year,Not currently going to school,Male,378
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/12,23 Year,Not currently going to school,Female,643
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/12,23 Year,School attendence not Stated,Male,23
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/12,23 Year,School attendence not Stated,Female,69
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/12,24 Year,Currently going to school,Male,116
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/12,24 Year,Currently going to school,Female,60
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/12,24 Year,Not currently going to school,Male,470
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/12,24 Year,Not currently going to school,Female,750
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/12,24 Year,School attendence not Stated,Male,33
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/12,24 Year,School attendence not Stated,Female,94
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/12,25 Year,Currently going to school,Male,135
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/12,25 Year,Currently going to school,Female,64
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/12,25 Year,Not currently going to school,Male,715
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/12,25 Year,Not currently going to school,Female,1173
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/12,25 Year,School attendence not Stated,Male,44
Kalikot,Karnali,Mountain,Mid-Western,2068/69,2011/12,25 Year,School attendence not Stated,Female,112
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,05 Year,Currently going to school,Male,4243
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,05 Year,Currently going to school,Female,3588
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,05 Year,Not currently going to school,Male,1468
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,05 Year,Not currently going to school,Female,1586
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,05 Year,School attendence not Stated,Male,213
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,05 Year,School attendence not Stated,Female,196
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,06 Year,Currently going to school,Male,4923
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,06 Year,Currently going to school,Female,4440
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,06 Year,Not currently going to school,Male,645
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,06 Year,Not currently going to school,Female,724
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,06 Year,School attendence not Stated,Male,116
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,06 Year,School attendence not Stated,Female,97
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,07 Year,Currently going to school,Male,5046
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,07 Year,Currently going to school,Female,4782
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,07 Year,Not currently going to school,Male,336
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,07 Year,Not currently going to school,Female,384
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,07 Year,School attendence not Stated,Male,82
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,07 Year,School attendence not Stated,Female,85
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,08 Year,Currently going to school,Male,6583
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,08 Year,Currently going to school,Female,5792
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,08 Year,Not currently going to school,Male,321
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,08 Year,Not currently going to school,Female,310
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,08 Year,School attendence not Stated,Male,77
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,08 Year,School attendence not Stated,Female,84
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,09 Year,Currently going to school,Male,4896
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,09 Year,Currently going to school,Female,4591
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,09 Year,Not currently going to school,Male,139
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,09 Year,Not currently going to school,Female,167
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,09 Year,School attendence not Stated,Male,46
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,09 Year,School attendence not Stated,Female,37
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,10 Year,Currently going to school,Male,7179
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,10 Year,Currently going to school,Female,6564
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,10 Year,Not currently going to school,Male,226
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,10 Year,Not currently going to school,Female,238
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,10 Year,School attendence not Stated,Male,78
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,10 Year,School attendence not Stated,Female,68
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,11 Year,Currently going to school,Male,5431
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,11 Year,Currently going to school,Female,5077
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,11 Year,Not currently going to school,Male,120
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,11 Year,Not currently going to school,Female,201
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,11 Year,School attendence not Stated,Male,58
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,11 Year,School attendence not Stated,Female,49
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,12 Year,Currently going to school,Male,7501
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,12 Year,Currently going to school,Female,7033
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,12 Year,Not currently going to school,Male,234
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,12 Year,Not currently going to school,Female,201
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,12 Year,School attendence not Stated,Male,66
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,12 Year,School attendence not Stated,Female,64
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,13 Year,Currently going to school,Male,5789
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,13 Year,Currently going to school,Female,5700
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,13 Year,Not currently going to school,Male,202
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,13 Year,Not currently going to school,Female,233
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,13 Year,School attendence not Stated,Male,58
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,13 Year,School attendence not Stated,Female,44
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,14 Year,Currently going to school,Male,5790
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,14 Year,Currently going to school,Female,5835
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,14 Year,Not currently going to school,Male,355
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,14 Year,Not currently going to school,Female,355
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,14 Year,School attendence not Stated,Male,44
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,14 Year,School attendence not Stated,Female,64
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,15 Year,Currently going to school,Male,4936
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,15 Year,Currently going to school,Female,4986
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,15 Year,Not currently going to school,Male,584
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,15 Year,Not currently going to school,Female,616
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,15 Year,School attendence not Stated,Male,69
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,15 Year,School attendence not Stated,Female,77
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,16 Year,Currently going to school,Male,4115
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,16 Year,Currently going to school,Female,4420
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,16 Year,Not currently going to school,Male,865
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,16 Year,Not currently going to school,Female,1086
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,16 Year,School attendence not Stated,Male,58
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,16 Year,School attendence not Stated,Female,82
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,17 Year,Currently going to school,Male,2381
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,17 Year,Currently going to school,Female,2637
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,17 Year,Not currently going to school,Male,822
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,17 Year,Not currently going to school,Female,1270
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,17 Year,School attendence not Stated,Male,51
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,17 Year,School attendence not Stated,Female,71
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,18 Year,Currently going to school,Male,2203
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,18 Year,Currently going to school,Female,2673
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,18 Year,Not currently going to school,Male,1646
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,18 Year,Not currently going to school,Female,2615
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,18 Year,School attendence not Stated,Male,66
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,18 Year,School attendence not Stated,Female,128
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,19 Year,Currently going to school,Male,786
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,19 Year,Currently going to school,Female,993
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,19 Year,Not currently going to school,Male,968
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,19 Year,Not currently going to school,Female,1696
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,19 Year,School attendence not Stated,Male,36
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,19 Year,School attendence not Stated,Female,81
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,20 Year,Currently going to school,Male,577
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,20 Year,Currently going to school,Female,758
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,20 Year,Not currently going to school,Male,2017
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,20 Year,Not currently going to school,Female,3837
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,20 Year,School attendence not Stated,Male,80
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,20 Year,School attendence not Stated,Female,212
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,21 Year,Currently going to school,Male,196
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,21 Year,Currently going to school,Female,276
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,21 Year,Not currently going to school,Male,1196
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,21 Year,Not currently going to school,Female,2176
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,21 Year,School attendence not Stated,Male,64
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,21 Year,School attendence not Stated,Female,110
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,22 Year,Currently going to school,Male,241
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,22 Year,Currently going to school,Female,270
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,22 Year,Not currently going to school,Male,2227
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,22 Year,Not currently going to school,Female,3577
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,22 Year,School attendence not Stated,Male,75
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,22 Year,School attendence not Stated,Female,170
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,23 Year,Currently going to school,Male,100
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,23 Year,Currently going to school,Female,127
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,23 Year,Not currently going to school,Male,1475
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,23 Year,Not currently going to school,Female,2553
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,23 Year,School attendence not Stated,Male,53
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,23 Year,School attendence not Stated,Female,141
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,24 Year,Currently going to school,Male,95
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,24 Year,Currently going to school,Female,124
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,24 Year,Not currently going to school,Male,1804
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,24 Year,Not currently going to school,Female,2941
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,24 Year,School attendence not Stated,Male,67
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,24 Year,School attendence not Stated,Female,148
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,25 Year,Currently going to school,Male,121
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,25 Year,Currently going to school,Female,145
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,25 Year,Not currently going to school,Male,2927
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,25 Year,Not currently going to school,Female,4737
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,25 Year,School attendence not Stated,Male,121
Kanchanpur,Mahakali,Terai,Far-Western,2068/69,2011/12,25 Year,School attendence not Stated,Female,245
Kapilbastu,Lumbini,Terai,Western,2068/69,2011/12,05 Year,Currently going to school,Male,4605
Kapilbastu,Lumbini,Terai,Western,2068/69,2011/12,05 Year,Currently going to school,Female,4036
Kapilbastu,Lumbini,Terai,Western,2068/69,2011/12,05 Year,Not currently going to school,Male,4036
Kapilbastu,Lumbini,Terai,Western,2068/69,2011/12,05 Year,Not currently going to school,Female,3980
Kapilbastu,Lumbini,Terai,Western,2068/69,2011/12,05 Year,School attendence not Stated,Male,395
Kapilbastu,Lumbini,Terai,Western,2068/69,2011/12,05 Year,School attendence not Stated,Female,389
Kapilbastu,Lumbini,Terai,Western,2068/69,2011/12,06 Year,Currently going to school,Male,5590
Kapilbastu,Lumbini,Terai,Western,2068/69,2011/12,06 Year,Currently going to school,Female,5219
Kapilbastu,Lumbini,Terai,Western,2068/69,2011/12,06 Year,Not currently going to school,Male,2075
Kapilbastu,Lumbini,Terai,Western,2068/69,2011/12,06 Year,Not currently going to school,Female,2165
Kapilbastu,Lumbini,Terai,Western,2068/69,2011/12,06 Year,School attendence not Stated,Male,258
Kapilbastu,Lumbini,Terai,Western,2068/69,2011/12,06 Year,School attendence not Stated,Female,271
Kapilbastu,Lumbini,Terai,Western,2068/69,2011/12,07 Year,Currently going to school,Male,5797
Kapilbastu,Lumbini,Terai,Western,2068/69,2011/12,07 Year,Currently going to school,Female,5421
Kapilbastu,Lumbini,Terai,Western,2068/69,2011/12,07 Year,Not currently going to school,Male,1130
Kapilbastu,Lumbini,Terai,Western,2068/69,2011/12,07 Year,Not currently going to school,Female,1284
Kapilbastu,Lumbini,Terai,Western,2068/69,2011/12,07 Year,School attendence not Stated,Male,174
Kapilbastu,Lumbini,Terai,Western,2068/69,2011/12,07 Year,School attendence not Stated,Female,203
Kapilbastu,Lumbini,Terai,Western,2068/69,2011/12,08 Year,Currently going to school,Male,8494
Kapilbastu,Lumbini,Terai,Western,2068/69,2011/12,08 Year,Currently going to school,Female,7644
Kapilbastu,Lumbini,Terai,Western,2068/69,2011/12,08 Year,Not currently going to school,Male,1592
Kapilbastu,Lumbini,Terai,Western,2068/69,2011/12,08 Year,Not currently going to school,Female,1840
Kapilbastu,Lumbini,Terai,Western,2068/69,2011/12,08 Year,School attendence not Stated,Male,243
Kapilbastu,Lumbini,Terai,Western,2068/69,2011/12,08 Year,School attendence not Stated,Female,221
Kapilbastu,Lumbini,Terai,Western,2068/69,2011/12,09 Year,Currently going to school,Male,4744
Kapilbastu,Lumbini,Terai,Western,2068/69,2011/12,09 Year,Currently going to school,Female,4446
Kapilbastu,Lumbini,Terai,Western,2068/69,2011/12,09 Year,Not currently going to school,Male,551
Kapilbastu,Lumbini,Terai,Western,2068/69,2011/12,09 Year,Not currently going to school,Female,692
Kapilbastu,Lumbini,Terai,Western,2068/69,2011/12,09 Year,School attendence not Stated,Male,100
Kapilbastu,Lumbini,Terai,Western,2068/69,2011/12,09 Year,School attendence not Stated,Female,107
Kapilbastu,Lumbini,Terai,Western,2068/69,2011/12,10 Year,Currently going to school,Male,9308
Kapilbastu,Lumbini,Terai,Western,2068/69,2011/12,10 Year,Currently going to school,Female,8105
Kapilbastu,Lumbini,Terai,Western,2068/69,2011/12,10 Year,Not currently going to school,Male,1507
Kapilbastu,Lumbini,Terai,Western,2068/69,2011/12,10 Year,Not currently going to school,Female,1877
Kapilbastu,Lumbini,Terai,Western,2068/69,2011/12,10 Year,School attendence not Stated,Male,266
Kapilbastu,Lumbini,Terai,Western,2068/69,2011/12,10 Year,School attendence not Stated,Female,310
Kapilbastu,Lumbini,Terai,Western,2068/69,2011/12,11 Year,Currently going to school,Male,4706
Kapilbastu,Lumbini,Terai,Western,2068/69,2011/12,11 Year,Currently going to school,Female,4110
Kapilbastu,Lumbini,Terai,Western,2068/69,2011/12,11 Year,Not currently going to school,Male,428
Kapilbastu,Lumbini,Terai,Western,2068/69,2011/12,11 Year,Not currently going to school,Female,751
Kapilbastu,Lumbini,Terai,Western,2068/69,2011/12,11 Year,School attendence not Stated,Male,94
Kapilbastu,Lumbini,Terai,Western,2068/69,2011/12,11 Year,School attendence not Stated,Female,109
Kapilbastu,Lumbini,Terai,Western,2068/69,2011/12,12 Year,Currently going to school,Male,8648
Kapilbastu,Lumbini,Terai,Western,2068/69,2011/12,12 Year,Currently going to school,Female,6954
Kapilbastu,Lumbini,Terai,Western,2068/69,2011/12,12 Year,Not currently going to school,Male,1332
Kapilbastu,Lumbini,Terai,Western,2068/69,2011/12,12 Year,Not currently going to school,Female,1905
Kapilbastu,Lumbini,Terai,Western,2068/69,2011/12,12 Year,School attendence not Stated,Male,218
Kapilbastu,Lumbini,Terai,Western,2068/69,2011/12,12 Year,School attendence not Stated,Female,253
Kapilbastu,Lumbini,Terai,Western,2068/69,2011/12,13 Year,Currently going to school,Male,5254
Kapilbastu,Lumbini,Terai,Western,2068/69,2011/12,13 Year,Currently going to school,Female,4498
Kapilbastu,Lumbini,Terai,Western,2068/69,2011/12,13 Year,Not currently going to school,Male,822
Kapilbastu,Lumbini,Terai,Western,2068/69,2011/12,13 Year,Not currently going to school,Female,1227
Kapilbastu,Lumbini,Terai,Western,2068/69,2011/12,13 Year,School attendence not Stated,Male,129
Kapilbastu,Lumbini,Terai,Western,2068/69,2011/12,13 Year,School attendence not Stated,Female,168
Kapilbastu,Lumbini,Terai,Western,2068/69,2011/12,14 Year,Currently going to school,Male,5646
Kapilbastu,Lumbini,Terai,Western,2068/69,2011/12,14 Year,Currently going to school,Female,4876
Kapilbastu,Lumbini,Terai,Western,2068/69,2011/12,14 Year,Not currently going to school,Male,1452
Kapilbastu,Lumbini,Terai,Western,2068/69,2011/12,14 Year,Not currently going to school,Female,2170
Kapilbastu,Lumbini,Terai,Western,2068/69,2011/12,14 Year,School attendence not Stated,Male,173
Kapilbastu,Lumbini,Terai,Western,2068/69,2011/12,14 Year,School attendence not Stated,Female,245
Kapilbastu,Lumbini,Terai,Western,2068/69,2011/12,15 Year,Currently going to school,Male,4768
Kapilbastu,Lumbini,Terai,Western,2068/69,2011/12,15 Year,Currently going to school,Female,3852
Kapilbastu,Lumbini,Terai,Western,2068/69,2011/12,15 Year,Not currently going to school,Male,2011
Kapilbastu,Lumbini,Terai,Western,2068/69,2011/12,15 Year,Not currently going to school,Female,2735
Kapilbastu,Lumbini,Terai,Western,2068/69,2011/12,15 Year,School attendence not Stated,Male,249
Kapilbastu,Lumbini,Terai,Western,2068/69,2011/12,15 Year,School attendence not Stated,Female,312
Kapilbastu,Lumbini,Terai,Western,2068/69,2011/12,16 Year,Currently going to school,Male,3818
Kapilbastu,Lumbini,Terai,Western,2068/69,2011/12,16 Year,Currently going to school,Female,3039
Kapilbastu,Lumbini,Terai,Western,2068/69,2011/12,16 Year,Not currently going to school,Male,2546
