District,Zone,Ecological Belt,Development Region,Year (BS),Year (AD),Gender,Age-Group,Population residing 5 years ago in foreign country,In number
Rautahat,Narayani,Terai,Central,2068/69,2011/12,Male,15 - 59 Years,North American country (USA/Canada),0
Rautahat,Narayani,Terai,Central,2068/69,2011/12,Male,15 - 59 Years,Other countries,0
Rautahat,Narayani,Terai,Central,2068/69,2011/12,Male,15 - 59 Years,Country not stated,2
Rautahat,Narayani,Terai,Central,2068/69,2011/12,Male,60+ Years,India,18
Rautahat,Narayani,Terai,Central,2068/69,2011/12,Male,60+ Years,SAARC country (excluding india),0
Rautahat,Narayani,Terai,Central,2068/69,2011/12,Male,60+ Years,ASEAN country,0
Rautahat,Narayani,Terai,Central,2068/69,2011/12,Male,60+ Years,Middle East country,0
Rautahat,Narayani,Terai,Central,2068/69,2011/12,Male,60+ Years,Other Asian country,0
Rautahat,Narayani,Terai,Central,2068/69,2011/12,Male,60+ Years,European country,0
Rautahat,Narayani,Terai,Central,2068/69,2011/12,Male,60+ Years,North American country (USA/Canada),0
Rautahat,Narayani,Terai,Central,2068/69,2011/12,Male,60+ Years,Other countries,0
Rautahat,Narayani,Terai,Central,2068/69,2011/12,Male,60+ Years,Country not stated,0
Rautahat,Narayani,Terai,Central,2068/69,2011/12,Female,05 - 14 Years,India,63
Rautahat,Narayani,Terai,Central,2068/69,2011/12,Female,05 - 14 Years,SAARC country (excluding india),0
Rautahat,Narayani,Terai,Central,2068/69,2011/12,Female,05 - 14 Years,ASEAN country,0
Rautahat,Narayani,Terai,Central,2068/69,2011/12,Female,05 - 14 Years,Middle East country,0
Rautahat,Narayani,Terai,Central,2068/69,2011/12,Female,05 - 14 Years,Other Asian country,0
Rautahat,Narayani,Terai,Central,2068/69,2011/12,Female,05 - 14 Years,European country,0
Rautahat,Narayani,Terai,Central,2068/69,2011/12,Female,05 - 14 Years,North American country (USA/Canada),0
Rautahat,Narayani,Terai,Central,2068/69,2011/12,Female,05 - 14 Years,Other countries,0
Rautahat,Narayani,Terai,Central,2068/69,2011/12,Female,05 - 14 Years,Country not stated,2
Rautahat,Narayani,Terai,Central,2068/69,2011/12,Female,15 - 59 Years,India,2246
Rautahat,Narayani,Terai,Central,2068/69,2011/12,Female,15 - 59 Years,SAARC country (excluding india),0
Rautahat,Narayani,Terai,Central,2068/69,2011/12,Female,15 - 59 Years,ASEAN country,0
Rautahat,Narayani,Terai,Central,2068/69,2011/12,Female,15 - 59 Years,Middle East country,0
Rautahat,Narayani,Terai,Central,2068/69,2011/12,Female,15 - 59 Years,Other Asian country,8
Rautahat,Narayani,Terai,Central,2068/69,2011/12,Female,15 - 59 Years,European country,8
Rautahat,Narayani,Terai,Central,2068/69,2011/12,Female,15 - 59 Years,North American country (USA/Canada),0
Rautahat,Narayani,Terai,Central,2068/69,2011/12,Female,15 - 59 Years,Other countries,24
Rautahat,Narayani,Terai,Central,2068/69,2011/12,Female,15 - 59 Years,Country not stated,35
Rautahat,Narayani,Terai,Central,2068/69,2011/12,Female,60+ Years,India,208
Rautahat,Narayani,Terai,Central,2068/69,2011/12,Female,60+ Years,SAARC country (excluding india),0
Rautahat,Narayani,Terai,Central,2068/69,2011/12,Female,60+ Years,ASEAN country,0
Rautahat,Narayani,Terai,Central,2068/69,2011/12,Female,60+ Years,Middle East country,0
Rautahat,Narayani,Terai,Central,2068/69,2011/12,Female,60+ Years,Other Asian country,0
Rautahat,Narayani,Terai,Central,2068/69,2011/12,Female,60+ Years,European country,0
Rautahat,Narayani,Terai,Central,2068/69,2011/12,Female,60+ Years,North American country (USA/Canada),0
Rautahat,Narayani,Terai,Central,2068/69,2011/12,Female,60+ Years,Other countries,0
Rautahat,Narayani,Terai,Central,2068/69,2011/12,Female,60+ Years,Country not stated,0
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,Male,05 - 14 Years,India,25
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,Male,05 - 14 Years,SAARC country (excluding india),0
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,Male,05 - 14 Years,ASEAN country,0
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,Male,05 - 14 Years,Middle East country,0
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,Male,05 - 14 Years,Other Asian country,0
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,Male,05 - 14 Years,European country,0
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,Male,05 - 14 Years,North American country (USA/Canada),0
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,Male,05 - 14 Years,Other countries,0
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,Male,05 - 14 Years,Country not stated,8
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,Male,15 - 59 Years,India,49
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,Male,15 - 59 Years,SAARC country (excluding india),0
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,Male,15 - 59 Years,ASEAN country,8
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,Male,15 - 59 Years,Middle East country,17
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,Male,15 - 59 Years,Other Asian country,0
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,Male,15 - 59 Years,European country,0
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,Male,15 - 59 Years,North American country (USA/Canada),0
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,Male,15 - 59 Years,Other countries,8
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,Male,15 - 59 Years,Country not stated,24
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,Male,60+ Years,India,8
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,Male,60+ Years,SAARC country (excluding india),0
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,Male,60+ Years,ASEAN country,0
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,Male,60+ Years,Middle East country,0
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,Male,60+ Years,Other Asian country,0
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,Male,60+ Years,European country,0
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,Male,60+ Years,North American country (USA/Canada),0
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,Male,60+ Years,Other countries,0
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,Male,60+ Years,Country not stated,0
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,Female,05 - 14 Years,India,131
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,Female,05 - 14 Years,SAARC country (excluding india),0
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,Female,05 - 14 Years,ASEAN country,0
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,Female,05 - 14 Years,Middle East country,0
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,Female,05 - 14 Years,Other Asian country,0
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,Female,05 - 14 Years,European country,0
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,Female,05 - 14 Years,North American country (USA/Canada),0
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,Female,05 - 14 Years,Other countries,0
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,Female,05 - 14 Years,Country not stated,0
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,Female,15 - 59 Years,India,97
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,Female,15 - 59 Years,SAARC country (excluding india),0
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,Female,15 - 59 Years,ASEAN country,0
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,Female,15 - 59 Years,Middle East country,8
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,Female,15 - 59 Years,Other Asian country,0
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,Female,15 - 59 Years,European country,0
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,Female,15 - 59 Years,North American country (USA/Canada),0
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,Female,15 - 59 Years,Other countries,0
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,Female,15 - 59 Years,Country not stated,0
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,Female,60+ Years,India,0
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,Female,60+ Years,SAARC country (excluding india),0
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,Female,60+ Years,ASEAN country,0
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,Female,60+ Years,Middle East country,0
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,Female,60+ Years,Other Asian country,0
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,Female,60+ Years,European country,0
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,Female,60+ Years,North American country (USA/Canada),0
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,Female,60+ Years,Other countries,0
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,Female,60+ Years,Country not stated,0
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,Male,05 - 14 Years,India,66
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,Male,05 - 14 Years,SAARC country (excluding india),0
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,Male,05 - 14 Years,ASEAN country,0
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,Male,05 - 14 Years,Middle East country,0
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,Male,05 - 14 Years,Other Asian country,0
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,Male,05 - 14 Years,European country,0
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,Male,05 - 14 Years,North American country (USA/Canada),0
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,Male,05 - 14 Years,Other countries,0
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,Male,05 - 14 Years,Country not stated,0
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,Male,15 - 59 Years,India,73
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,Male,15 - 59 Years,SAARC country (excluding india),0
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,Male,15 - 59 Years,ASEAN country,16
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,Male,15 - 59 Years,Middle East country,16
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,Male,15 - 59 Years,Other Asian country,0
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,Male,15 - 59 Years,European country,0
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,Male,15 - 59 Years,North American country (USA/Canada),0
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,Male,15 - 59 Years,Other countries,0
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,Male,15 - 59 Years,Country not stated,0
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,Male,60+ Years,India,0
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,Male,60+ Years,SAARC country (excluding india),0
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,Male,60+ Years,ASEAN country,0
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,Male,60+ Years,Middle East country,0
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,Male,60+ Years,Other Asian country,0
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,Male,60+ Years,European country,0
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,Male,60+ Years,North American country (USA/Canada),0
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,Male,60+ Years,Other countries,0
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,Male,60+ Years,Country not stated,0
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,Female,05 - 14 Years,India,89
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,Female,05 - 14 Years,SAARC country (excluding india),0
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,Female,05 - 14 Years,ASEAN country,0
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,Female,05 - 14 Years,Middle East country,0
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,Female,05 - 14 Years,Other Asian country,0
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,Female,05 - 14 Years,European country,0
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,Female,05 - 14 Years,North American country (USA/Canada),0
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,Female,05 - 14 Years,Other countries,0
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,Female,05 - 14 Years,Country not stated,0
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,Female,15 - 59 Years,India,113
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,Female,15 - 59 Years,SAARC country (excluding india),0
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,Female,15 - 59 Years,ASEAN country,0
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,Female,15 - 59 Years,Middle East country,0
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,Female,15 - 59 Years,Other Asian country,0
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,Female,15 - 59 Years,European country,0
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,Female,15 - 59 Years,North American country (USA/Canada),0
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,Female,15 - 59 Years,Other countries,0
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,Female,15 - 59 Years,Country not stated,0
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,Female,60+ Years,India,0
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,Female,60+ Years,SAARC country (excluding india),0
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,Female,60+ Years,ASEAN country,0
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,Female,60+ Years,Middle East country,0
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,Female,60+ Years,Other Asian country,0
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,Female,60+ Years,European country,0
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,Female,60+ Years,North American country (USA/Canada),0
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,Female,60+ Years,Other countries,0
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,Female,60+ Years,Country not stated,0
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,Male,05 - 14 Years,India,874
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,Male,05 - 14 Years,SAARC country (excluding india),0
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,Male,05 - 14 Years,ASEAN country,0
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,Male,05 - 14 Years,Middle East country,0
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,Male,05 - 14 Years,Other Asian country,16
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,Male,05 - 14 Years,European country,0
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,Male,05 - 14 Years,North American country (USA/Canada),0
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,Male,05 - 14 Years,Other countries,8
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,Male,05 - 14 Years,Country not stated,8
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,Male,15 - 59 Years,India,1387
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,Male,15 - 59 Years,SAARC country (excluding india),0
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,Male,15 - 59 Years,ASEAN country,33
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,Male,15 - 59 Years,Middle East country,207
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,Male,15 - 59 Years,Other Asian country,48
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,Male,15 - 59 Years,European country,0
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,Male,15 - 59 Years,North American country (USA/Canada),0
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,Male,15 - 59 Years,Other countries,8
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,Male,15 - 59 Years,Country not stated,113
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,Male,60+ Years,India,173
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,Male,60+ Years,SAARC country (excluding india),16
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,Male,60+ Years,ASEAN country,0
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,Male,60+ Years,Middle East country,0
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,Male,60+ Years,Other Asian country,0
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,Male,60+ Years,European country,0
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,Male,60+ Years,North American country (USA/Canada),0
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,Male,60+ Years,Other countries,0
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,Male,60+ Years,Country not stated,0
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,Female,05 - 14 Years,India,639
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,Female,05 - 14 Years,SAARC country (excluding india),0
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,Female,05 - 14 Years,ASEAN country,0
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,Female,05 - 14 Years,Middle East country,0
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,Female,05 - 14 Years,Other Asian country,0
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,Female,05 - 14 Years,European country,8
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,Female,05 - 14 Years,North American country (USA/Canada),0
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,Female,05 - 14 Years,Other countries,0
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,Female,05 - 14 Years,Country not stated,0
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,Female,15 - 59 Years,India,3806
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,Female,15 - 59 Years,SAARC country (excluding india),24
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,Female,15 - 59 Years,ASEAN country,16
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,Female,15 - 59 Years,Middle East country,24
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,Female,15 - 59 Years,Other Asian country,23
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,Female,15 - 59 Years,European country,16
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,Female,15 - 59 Years,North American country (USA/Canada),0
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,Female,15 - 59 Years,Other countries,57
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,Female,15 - 59 Years,Country not stated,90
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,Female,60+ Years,India,161
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,Female,60+ Years,SAARC country (excluding india),8
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,Female,60+ Years,ASEAN country,0
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,Female,60+ Years,Middle East country,0
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,Female,60+ Years,Other Asian country,0
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,Female,60+ Years,European country,0
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,Female,60+ Years,North American country (USA/Canada),0
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,Female,60+ Years,Other countries,8
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,Female,60+ Years,Country not stated,8
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,Male,05 - 14 Years,India,16
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,Male,05 - 14 Years,SAARC country (excluding india),0
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,Male,05 - 14 Years,ASEAN country,0
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,Male,05 - 14 Years,Middle East country,0
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,Male,05 - 14 Years,Other Asian country,0
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,Male,05 - 14 Years,European country,0
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,Male,05 - 14 Years,North American country (USA/Canada),0
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,Male,05 - 14 Years,Other countries,0
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,Male,05 - 14 Years,Country not stated,0
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,Male,15 - 59 Years,India,56
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,Male,15 - 59 Years,SAARC country (excluding india),0
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,Male,15 - 59 Years,ASEAN country,16
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,Male,15 - 59 Years,Middle East country,16
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,Male,15 - 59 Years,Other Asian country,0
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,Male,15 - 59 Years,European country,0
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,Male,15 - 59 Years,North American country (USA/Canada),0
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,Male,15 - 59 Years,Other countries,32
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,Male,15 - 59 Years,Country not stated,8
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,Male,60+ Years,India,0
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,Male,60+ Years,SAARC country (excluding india),0
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,Male,60+ Years,ASEAN country,0
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,Male,60+ Years,Middle East country,0
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,Male,60+ Years,Other Asian country,0
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,Male,60+ Years,European country,0
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,Male,60+ Years,North American country (USA/Canada),0
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,Male,60+ Years,Other countries,0
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,Male,60+ Years,Country not stated,0
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,Female,05 - 14 Years,India,16
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,Female,05 - 14 Years,SAARC country (excluding india),0
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,Female,05 - 14 Years,ASEAN country,0
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,Female,05 - 14 Years,Middle East country,0
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,Female,05 - 14 Years,Other Asian country,0
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,Female,05 - 14 Years,European country,0
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,Female,05 - 14 Years,North American country (USA/Canada),0
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,Female,05 - 14 Years,Other countries,0
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,Female,05 - 14 Years,Country not stated,0
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,Female,15 - 59 Years,India,0
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,Female,15 - 59 Years,SAARC country (excluding india),0
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,Female,15 - 59 Years,ASEAN country,0
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,Female,15 - 59 Years,Middle East country,0
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,Female,15 - 59 Years,Other Asian country,0
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,Female,15 - 59 Years,European country,0
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,Female,15 - 59 Years,North American country (USA/Canada),0
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,Female,15 - 59 Years,Other countries,0
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,Female,15 - 59 Years,Country not stated,16
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,Female,60+ Years,India,0
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,Female,60+ Years,SAARC country (excluding india),0
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,Female,60+ Years,ASEAN country,0
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,Female,60+ Years,Middle East country,0
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,Female,60+ Years,Other Asian country,0
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,Female,60+ Years,European country,0
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,Female,60+ Years,North American country (USA/Canada),0
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,Female,60+ Years,Other countries,0
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,Female,60+ Years,Country not stated,0
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,Male,05 - 14 Years,India,15
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,Male,05 - 14 Years,SAARC country (excluding india),0
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,Male,05 - 14 Years,ASEAN country,0
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,Male,05 - 14 Years,Middle East country,0
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,Male,05 - 14 Years,Other Asian country,0
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,Male,05 - 14 Years,European country,0
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,Male,05 - 14 Years,North American country (USA/Canada),0
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,Male,05 - 14 Years,Other countries,0
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,Male,05 - 14 Years,Country not stated,0
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,Male,15 - 59 Years,India,86
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,Male,15 - 59 Years,SAARC country (excluding india),0
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,Male,15 - 59 Years,ASEAN country,59
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,Male,15 - 59 Years,Middle East country,49
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,Male,15 - 59 Years,Other Asian country,0
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,Male,15 - 59 Years,European country,0
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,Male,15 - 59 Years,North American country (USA/Canada),0
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,Male,15 - 59 Years,Other countries,2
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,Male,15 - 59 Years,Country not stated,0
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,Male,60+ Years,India,8
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,Male,60+ Years,SAARC country (excluding india),0
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,Male,60+ Years,ASEAN country,0
