District,Zone,Ecological Belt,Development Region,Year (BS),Year (AD),Gender,Age-Group,Population residing 5 years ago in foreign country,In number
Dadeldhura,Mahakali,Hill,Far-Western,2068/69,2011/12,Male,05 - 14 Years,SAARC country (excluding india),0
Dadeldhura,Mahakali,Hill,Far-Western,2068/69,2011/12,Male,05 - 14 Years,ASEAN country,0
Dadeldhura,Mahakali,Hill,Far-Western,2068/69,2011/12,Male,05 - 14 Years,Middle East country,0
Dadeldhura,Mahakali,Hill,Far-Western,2068/69,2011/12,Male,05 - 14 Years,Other Asian country,0
Dadeldhura,Mahakali,Hill,Far-Western,2068/69,2011/12,Male,05 - 14 Years,European country,0
Dadeldhura,Mahakali,Hill,Far-Western,2068/69,2011/12,Male,05 - 14 Years,North American country (USA/Canada),0
Dadeldhura,Mahakali,Hill,Far-Western,2068/69,2011/12,Male,05 - 14 Years,Other countries,0
Dadeldhura,Mahakali,Hill,Far-Western,2068/69,2011/12,Male,05 - 14 Years,Country not stated,0
Dadeldhura,Mahakali,Hill,Far-Western,2068/69,2011/12,Male,15 - 59 Years,India,39
Dadeldhura,Mahakali,Hill,Far-Western,2068/69,2011/12,Male,15 - 59 Years,SAARC country (excluding india),1
Dadeldhura,Mahakali,Hill,Far-Western,2068/69,2011/12,Male,15 - 59 Years,ASEAN country,0
Dadeldhura,Mahakali,Hill,Far-Western,2068/69,2011/12,Male,15 - 59 Years,Middle East country,10
Dadeldhura,Mahakali,Hill,Far-Western,2068/69,2011/12,Male,15 - 59 Years,Other Asian country,9
Dadeldhura,Mahakali,Hill,Far-Western,2068/69,2011/12,Male,15 - 59 Years,European country,0
Dadeldhura,Mahakali,Hill,Far-Western,2068/69,2011/12,Male,15 - 59 Years,North American country (USA/Canada),0
Dadeldhura,Mahakali,Hill,Far-Western,2068/69,2011/12,Male,15 - 59 Years,Other countries,0
Dadeldhura,Mahakali,Hill,Far-Western,2068/69,2011/12,Male,15 - 59 Years,Country not stated,0
Dadeldhura,Mahakali,Hill,Far-Western,2068/69,2011/12,Male,60+ Years,India,1
Dadeldhura,Mahakali,Hill,Far-Western,2068/69,2011/12,Male,60+ Years,SAARC country (excluding india),0
Dadeldhura,Mahakali,Hill,Far-Western,2068/69,2011/12,Male,60+ Years,ASEAN country,0
Dadeldhura,Mahakali,Hill,Far-Western,2068/69,2011/12,Male,60+ Years,Middle East country,0
Dadeldhura,Mahakali,Hill,Far-Western,2068/69,2011/12,Male,60+ Years,Other Asian country,0
Dadeldhura,Mahakali,Hill,Far-Western,2068/69,2011/12,Male,60+ Years,European country,0
Dadeldhura,Mahakali,Hill,Far-Western,2068/69,2011/12,Male,60+ Years,North American country (USA/Canada),0
Dadeldhura,Mahakali,Hill,Far-Western,2068/69,2011/12,Male,60+ Years,Other countries,0
Dadeldhura,Mahakali,Hill,Far-Western,2068/69,2011/12,Male,60+ Years,Country not stated,0
Dadeldhura,Mahakali,Hill,Far-Western,2068/69,2011/12,Female,05 - 14 Years,India,26
Dadeldhura,Mahakali,Hill,Far-Western,2068/69,2011/12,Female,05 - 14 Years,SAARC country (excluding india),0
Dadeldhura,Mahakali,Hill,Far-Western,2068/69,2011/12,Female,05 - 14 Years,ASEAN country,0
Dadeldhura,Mahakali,Hill,Far-Western,2068/69,2011/12,Female,05 - 14 Years,Middle East country,0
Dadeldhura,Mahakali,Hill,Far-Western,2068/69,2011/12,Female,05 - 14 Years,Other Asian country,0
Dadeldhura,Mahakali,Hill,Far-Western,2068/69,2011/12,Female,05 - 14 Years,European country,0
Dadeldhura,Mahakali,Hill,Far-Western,2068/69,2011/12,Female,05 - 14 Years,North American country (USA/Canada),0
Dadeldhura,Mahakali,Hill,Far-Western,2068/69,2011/12,Female,05 - 14 Years,Other countries,0
Dadeldhura,Mahakali,Hill,Far-Western,2068/69,2011/12,Female,05 - 14 Years,Country not stated,0
Dadeldhura,Mahakali,Hill,Far-Western,2068/69,2011/12,Female,15 - 59 Years,India,41
Dadeldhura,Mahakali,Hill,Far-Western,2068/69,2011/12,Female,15 - 59 Years,SAARC country (excluding india),0
Dadeldhura,Mahakali,Hill,Far-Western,2068/69,2011/12,Female,15 - 59 Years,ASEAN country,0
Dadeldhura,Mahakali,Hill,Far-Western,2068/69,2011/12,Female,15 - 59 Years,Middle East country,0
Dadeldhura,Mahakali,Hill,Far-Western,2068/69,2011/12,Female,15 - 59 Years,Other Asian country,0
Dadeldhura,Mahakali,Hill,Far-Western,2068/69,2011/12,Female,15 - 59 Years,European country,0
Dadeldhura,Mahakali,Hill,Far-Western,2068/69,2011/12,Female,15 - 59 Years,North American country (USA/Canada),0
Dadeldhura,Mahakali,Hill,Far-Western,2068/69,2011/12,Female,15 - 59 Years,Other countries,9
Dadeldhura,Mahakali,Hill,Far-Western,2068/69,2011/12,Female,15 - 59 Years,Country not stated,0
Dadeldhura,Mahakali,Hill,Far-Western,2068/69,2011/12,Female,60+ Years,India,0
Dadeldhura,Mahakali,Hill,Far-Western,2068/69,2011/12,Female,60+ Years,SAARC country (excluding india),0
Dadeldhura,Mahakali,Hill,Far-Western,2068/69,2011/12,Female,60+ Years,ASEAN country,0
Dadeldhura,Mahakali,Hill,Far-Western,2068/69,2011/12,Female,60+ Years,Middle East country,0
Dadeldhura,Mahakali,Hill,Far-Western,2068/69,2011/12,Female,60+ Years,Other Asian country,0
Dadeldhura,Mahakali,Hill,Far-Western,2068/69,2011/12,Female,60+ Years,European country,0
Dadeldhura,Mahakali,Hill,Far-Western,2068/69,2011/12,Female,60+ Years,North American country (USA/Canada),0
Dadeldhura,Mahakali,Hill,Far-Western,2068/69,2011/12,Female,60+ Years,Other countries,0
Dadeldhura,Mahakali,Hill,Far-Western,2068/69,2011/12,Female,60+ Years,Country not stated,0
Dailekh,Bheri,Hill,Mid-Western,2068/69,2011/12,Male,05 - 14 Years,India,34
Dailekh,Bheri,Hill,Mid-Western,2068/69,2011/12,Male,05 - 14 Years,SAARC country (excluding india),2
Dailekh,Bheri,Hill,Mid-Western,2068/69,2011/12,Male,05 - 14 Years,ASEAN country,0
Dailekh,Bheri,Hill,Mid-Western,2068/69,2011/12,Male,05 - 14 Years,Middle East country,0
Dailekh,Bheri,Hill,Mid-Western,2068/69,2011/12,Male,05 - 14 Years,Other Asian country,0
Dailekh,Bheri,Hill,Mid-Western,2068/69,2011/12,Male,05 - 14 Years,European country,0
Dailekh,Bheri,Hill,Mid-Western,2068/69,2011/12,Male,05 - 14 Years,North American country (USA/Canada),0
Dailekh,Bheri,Hill,Mid-Western,2068/69,2011/12,Male,05 - 14 Years,Other countries,0
Dailekh,Bheri,Hill,Mid-Western,2068/69,2011/12,Male,05 - 14 Years,Country not stated,0
Dailekh,Bheri,Hill,Mid-Western,2068/69,2011/12,Male,15 - 59 Years,India,60
Dailekh,Bheri,Hill,Mid-Western,2068/69,2011/12,Male,15 - 59 Years,SAARC country (excluding india),0
Dailekh,Bheri,Hill,Mid-Western,2068/69,2011/12,Male,15 - 59 Years,ASEAN country,0
Dailekh,Bheri,Hill,Mid-Western,2068/69,2011/12,Male,15 - 59 Years,Middle East country,1
Dailekh,Bheri,Hill,Mid-Western,2068/69,2011/12,Male,15 - 59 Years,Other Asian country,1
Dailekh,Bheri,Hill,Mid-Western,2068/69,2011/12,Male,15 - 59 Years,European country,0
Dailekh,Bheri,Hill,Mid-Western,2068/69,2011/12,Male,15 - 59 Years,North American country (USA/Canada),1
Dailekh,Bheri,Hill,Mid-Western,2068/69,2011/12,Male,15 - 59 Years,Other countries,0
Dailekh,Bheri,Hill,Mid-Western,2068/69,2011/12,Male,15 - 59 Years,Country not stated,0
Dailekh,Bheri,Hill,Mid-Western,2068/69,2011/12,Male,60+ Years,India,8
Dailekh,Bheri,Hill,Mid-Western,2068/69,2011/12,Male,60+ Years,SAARC country (excluding india),0
Dailekh,Bheri,Hill,Mid-Western,2068/69,2011/12,Male,60+ Years,ASEAN country,0
Dailekh,Bheri,Hill,Mid-Western,2068/69,2011/12,Male,60+ Years,Middle East country,0
Dailekh,Bheri,Hill,Mid-Western,2068/69,2011/12,Male,60+ Years,Other Asian country,0
Dailekh,Bheri,Hill,Mid-Western,2068/69,2011/12,Male,60+ Years,European country,0
Dailekh,Bheri,Hill,Mid-Western,2068/69,2011/12,Male,60+ Years,North American country (USA/Canada),0
Dailekh,Bheri,Hill,Mid-Western,2068/69,2011/12,Male,60+ Years,Other countries,0
Dailekh,Bheri,Hill,Mid-Western,2068/69,2011/12,Male,60+ Years,Country not stated,0
Dailekh,Bheri,Hill,Mid-Western,2068/69,2011/12,Female,05 - 14 Years,India,41
Dailekh,Bheri,Hill,Mid-Western,2068/69,2011/12,Female,05 - 14 Years,SAARC country (excluding india),1
Dailekh,Bheri,Hill,Mid-Western,2068/69,2011/12,Female,05 - 14 Years,ASEAN country,0
Dailekh,Bheri,Hill,Mid-Western,2068/69,2011/12,Female,05 - 14 Years,Middle East country,0
Dailekh,Bheri,Hill,Mid-Western,2068/69,2011/12,Female,05 - 14 Years,Other Asian country,0
Dailekh,Bheri,Hill,Mid-Western,2068/69,2011/12,Female,05 - 14 Years,European country,0
Dailekh,Bheri,Hill,Mid-Western,2068/69,2011/12,Female,05 - 14 Years,North American country (USA/Canada),2
Dailekh,Bheri,Hill,Mid-Western,2068/69,2011/12,Female,05 - 14 Years,Other countries,0
Dailekh,Bheri,Hill,Mid-Western,2068/69,2011/12,Female,05 - 14 Years,Country not stated,0
Dailekh,Bheri,Hill,Mid-Western,2068/69,2011/12,Female,15 - 59 Years,India,43
Dailekh,Bheri,Hill,Mid-Western,2068/69,2011/12,Female,15 - 59 Years,SAARC country (excluding india),0
Dailekh,Bheri,Hill,Mid-Western,2068/69,2011/12,Female,15 - 59 Years,ASEAN country,0
Dailekh,Bheri,Hill,Mid-Western,2068/69,2011/12,Female,15 - 59 Years,Middle East country,0
Dailekh,Bheri,Hill,Mid-Western,2068/69,2011/12,Female,15 - 59 Years,Other Asian country,0
Dailekh,Bheri,Hill,Mid-Western,2068/69,2011/12,Female,15 - 59 Years,European country,0
Dailekh,Bheri,Hill,Mid-Western,2068/69,2011/12,Female,15 - 59 Years,North American country (USA/Canada),1
Dailekh,Bheri,Hill,Mid-Western,2068/69,2011/12,Female,15 - 59 Years,Other countries,0
Dailekh,Bheri,Hill,Mid-Western,2068/69,2011/12,Female,15 - 59 Years,Country not stated,0
Dailekh,Bheri,Hill,Mid-Western,2068/69,2011/12,Female,60+ Years,India,0
Dailekh,Bheri,Hill,Mid-Western,2068/69,2011/12,Female,60+ Years,SAARC country (excluding india),0
Dailekh,Bheri,Hill,Mid-Western,2068/69,2011/12,Female,60+ Years,ASEAN country,0
Dailekh,Bheri,Hill,Mid-Western,2068/69,2011/12,Female,60+ Years,Middle East country,0
Dailekh,Bheri,Hill,Mid-Western,2068/69,2011/12,Female,60+ Years,Other Asian country,0
Dailekh,Bheri,Hill,Mid-Western,2068/69,2011/12,Female,60+ Years,European country,0
Dailekh,Bheri,Hill,Mid-Western,2068/69,2011/12,Female,60+ Years,North American country (USA/Canada),0
Dailekh,Bheri,Hill,Mid-Western,2068/69,2011/12,Female,60+ Years,Other countries,0
Dailekh,Bheri,Hill,Mid-Western,2068/69,2011/12,Female,60+ Years,Country not stated,0
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,Male,05 - 14 Years,India,288
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,Male,05 - 14 Years,SAARC country (excluding india),0
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,Male,05 - 14 Years,ASEAN country,8
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,Male,05 - 14 Years,Middle East country,0
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,Male,05 - 14 Years,Other Asian country,0
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,Male,05 - 14 Years,European country,0
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,Male,05 - 14 Years,North American country (USA/Canada),0
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,Male,05 - 14 Years,Other countries,0
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,Male,05 - 14 Years,Country not stated,8
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,Male,15 - 59 Years,India,345
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,Male,15 - 59 Years,SAARC country (excluding india),0
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,Male,15 - 59 Years,ASEAN country,66
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,Male,15 - 59 Years,Middle East country,33
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,Male,15 - 59 Years,Other Asian country,0
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,Male,15 - 59 Years,European country,0
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,Male,15 - 59 Years,North American country (USA/Canada),0
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,Male,15 - 59 Years,Other countries,8
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,Male,15 - 59 Years,Country not stated,0
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,Male,60+ Years,India,9
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,Male,60+ Years,SAARC country (excluding india),0
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,Male,60+ Years,ASEAN country,0
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,Male,60+ Years,Middle East country,0
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,Male,60+ Years,Other Asian country,0
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,Male,60+ Years,European country,0
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,Male,60+ Years,North American country (USA/Canada),0
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,Male,60+ Years,Other countries,0
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,Male,60+ Years,Country not stated,8
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,Female,05 - 14 Years,India,233
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,Female,05 - 14 Years,SAARC country (excluding india),0
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,Female,05 - 14 Years,ASEAN country,0
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,Female,05 - 14 Years,Middle East country,0
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,Female,05 - 14 Years,Other Asian country,0
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,Female,05 - 14 Years,European country,0
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,Female,05 - 14 Years,North American country (USA/Canada),0
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,Female,05 - 14 Years,Other countries,0
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,Female,05 - 14 Years,Country not stated,0
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,Female,15 - 59 Years,India,465
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,Female,15 - 59 Years,SAARC country (excluding india),0
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,Female,15 - 59 Years,ASEAN country,0
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,Female,15 - 59 Years,Middle East country,0
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,Female,15 - 59 Years,Other Asian country,0
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,Female,15 - 59 Years,European country,0
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,Female,15 - 59 Years,North American country (USA/Canada),0
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,Female,15 - 59 Years,Other countries,0
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,Female,15 - 59 Years,Country not stated,0
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,Female,60+ Years,India,8
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,Female,60+ Years,SAARC country (excluding india),0
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,Female,60+ Years,ASEAN country,0
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,Female,60+ Years,Middle East country,0
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,Female,60+ Years,Other Asian country,0
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,Female,60+ Years,European country,0
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,Female,60+ Years,North American country (USA/Canada),0
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,Female,60+ Years,Other countries,0
Dang,Rapti,Terai,Mid-Western,2068/69,2011/12,Female,60+ Years,Country not stated,0
Darchula,Mahakali,Mountain,Far-Western,2068/69,2011/12,Male,05 - 14 Years,India,41
Darchula,Mahakali,Mountain,Far-Western,2068/69,2011/12,Male,05 - 14 Years,SAARC country (excluding india),0
Darchula,Mahakali,Mountain,Far-Western,2068/69,2011/12,Male,05 - 14 Years,ASEAN country,0
Darchula,Mahakali,Mountain,Far-Western,2068/69,2011/12,Male,05 - 14 Years,Middle East country,0
Darchula,Mahakali,Mountain,Far-Western,2068/69,2011/12,Male,05 - 14 Years,Other Asian country,0
Darchula,Mahakali,Mountain,Far-Western,2068/69,2011/12,Male,05 - 14 Years,European country,0
Darchula,Mahakali,Mountain,Far-Western,2068/69,2011/12,Male,05 - 14 Years,North American country (USA/Canada),0
Darchula,Mahakali,Mountain,Far-Western,2068/69,2011/12,Male,05 - 14 Years,Other countries,0
Darchula,Mahakali,Mountain,Far-Western,2068/69,2011/12,Male,05 - 14 Years,Country not stated,0
Darchula,Mahakali,Mountain,Far-Western,2068/69,2011/12,Male,15 - 59 Years,India,17
Darchula,Mahakali,Mountain,Far-Western,2068/69,2011/12,Male,15 - 59 Years,SAARC country (excluding india),0
Darchula,Mahakali,Mountain,Far-Western,2068/69,2011/12,Male,15 - 59 Years,ASEAN country,0
Darchula,Mahakali,Mountain,Far-Western,2068/69,2011/12,Male,15 - 59 Years,Middle East country,0
Darchula,Mahakali,Mountain,Far-Western,2068/69,2011/12,Male,15 - 59 Years,Other Asian country,0
Darchula,Mahakali,Mountain,Far-Western,2068/69,2011/12,Male,15 - 59 Years,European country,0
Darchula,Mahakali,Mountain,Far-Western,2068/69,2011/12,Male,15 - 59 Years,North American country (USA/Canada),0
Darchula,Mahakali,Mountain,Far-Western,2068/69,2011/12,Male,15 - 59 Years,Other countries,0
Darchula,Mahakali,Mountain,Far-Western,2068/69,2011/12,Male,15 - 59 Years,Country not stated,0
Darchula,Mahakali,Mountain,Far-Western,2068/69,2011/12,Male,60+ Years,India,0
Darchula,Mahakali,Mountain,Far-Western,2068/69,2011/12,Male,60+ Years,SAARC country (excluding india),0
Darchula,Mahakali,Mountain,Far-Western,2068/69,2011/12,Male,60+ Years,ASEAN country,0
Darchula,Mahakali,Mountain,Far-Western,2068/69,2011/12,Male,60+ Years,Middle East country,0
Darchula,Mahakali,Mountain,Far-Western,2068/69,2011/12,Male,60+ Years,Other Asian country,0
Darchula,Mahakali,Mountain,Far-Western,2068/69,2011/12,Male,60+ Years,European country,0
Darchula,Mahakali,Mountain,Far-Western,2068/69,2011/12,Male,60+ Years,North American country (USA/Canada),0
Darchula,Mahakali,Mountain,Far-Western,2068/69,2011/12,Male,60+ Years,Other countries,0
Darchula,Mahakali,Mountain,Far-Western,2068/69,2011/12,Male,60+ Years,Country not stated,0
Darchula,Mahakali,Mountain,Far-Western,2068/69,2011/12,Female,05 - 14 Years,India,0
Darchula,Mahakali,Mountain,Far-Western,2068/69,2011/12,Female,05 - 14 Years,SAARC country (excluding india),0
Darchula,Mahakali,Mountain,Far-Western,2068/69,2011/12,Female,05 - 14 Years,ASEAN country,0
Darchula,Mahakali,Mountain,Far-Western,2068/69,2011/12,Female,05 - 14 Years,Middle East country,0
Darchula,Mahakali,Mountain,Far-Western,2068/69,2011/12,Female,05 - 14 Years,Other Asian country,0
Darchula,Mahakali,Mountain,Far-Western,2068/69,2011/12,Female,05 - 14 Years,European country,0
Darchula,Mahakali,Mountain,Far-Western,2068/69,2011/12,Female,05 - 14 Years,North American country (USA/Canada),0
Darchula,Mahakali,Mountain,Far-Western,2068/69,2011/12,Female,05 - 14 Years,Other countries,0
Darchula,Mahakali,Mountain,Far-Western,2068/69,2011/12,Female,05 - 14 Years,Country not stated,0
Darchula,Mahakali,Mountain,Far-Western,2068/69,2011/12,Female,15 - 59 Years,India,103
Darchula,Mahakali,Mountain,Far-Western,2068/69,2011/12,Female,15 - 59 Years,SAARC country (excluding india),0
Darchula,Mahakali,Mountain,Far-Western,2068/69,2011/12,Female,15 - 59 Years,ASEAN country,0
Darchula,Mahakali,Mountain,Far-Western,2068/69,2011/12,Female,15 - 59 Years,Middle East country,0
Darchula,Mahakali,Mountain,Far-Western,2068/69,2011/12,Female,15 - 59 Years,Other Asian country,0
Darchula,Mahakali,Mountain,Far-Western,2068/69,2011/12,Female,15 - 59 Years,European country,0
Darchula,Mahakali,Mountain,Far-Western,2068/69,2011/12,Female,15 - 59 Years,North American country (USA/Canada),0
Darchula,Mahakali,Mountain,Far-Western,2068/69,2011/12,Female,15 - 59 Years,Other countries,0
Darchula,Mahakali,Mountain,Far-Western,2068/69,2011/12,Female,15 - 59 Years,Country not stated,0
Darchula,Mahakali,Mountain,Far-Western,2068/69,2011/12,Female,60+ Years,India,7
Darchula,Mahakali,Mountain,Far-Western,2068/69,2011/12,Female,60+ Years,SAARC country (excluding india),0
Darchula,Mahakali,Mountain,Far-Western,2068/69,2011/12,Female,60+ Years,ASEAN country,0
Darchula,Mahakali,Mountain,Far-Western,2068/69,2011/12,Female,60+ Years,Middle East country,0
Darchula,Mahakali,Mountain,Far-Western,2068/69,2011/12,Female,60+ Years,Other Asian country,0
Darchula,Mahakali,Mountain,Far-Western,2068/69,2011/12,Female,60+ Years,European country,0
Darchula,Mahakali,Mountain,Far-Western,2068/69,2011/12,Female,60+ Years,North American country (USA/Canada),0
Darchula,Mahakali,Mountain,Far-Western,2068/69,2011/12,Female,60+ Years,Other countries,0
Darchula,Mahakali,Mountain,Far-Western,2068/69,2011/12,Female,60+ Years,Country not stated,0
Dhading,Bagmati,Hill,Central,2068/69,2011/12,Male,05 - 14 Years,India,23
Dhading,Bagmati,Hill,Central,2068/69,2011/12,Male,05 - 14 Years,SAARC country (excluding india),0
Dhading,Bagmati,Hill,Central,2068/69,2011/12,Male,05 - 14 Years,ASEAN country,0
Dhading,Bagmati,Hill,Central,2068/69,2011/12,Male,05 - 14 Years,Middle East country,0
Dhading,Bagmati,Hill,Central,2068/69,2011/12,Male,05 - 14 Years,Other Asian country,0
Dhading,Bagmati,Hill,Central,2068/69,2011/12,Male,05 - 14 Years,European country,0
Dhading,Bagmati,Hill,Central,2068/69,2011/12,Male,05 - 14 Years,North American country (USA/Canada),0
Dhading,Bagmati,Hill,Central,2068/69,2011/12,Male,05 - 14 Years,Other countries,0
Dhading,Bagmati,Hill,Central,2068/69,2011/12,Male,05 - 14 Years,Country not stated,0
Dhading,Bagmati,Hill,Central,2068/69,2011/12,Male,15 - 59 Years,India,274
Dhading,Bagmati,Hill,Central,2068/69,2011/12,Male,15 - 59 Years,SAARC country (excluding india),0
Dhading,Bagmati,Hill,Central,2068/69,2011/12,Male,15 - 59 Years,ASEAN country,64
Dhading,Bagmati,Hill,Central,2068/69,2011/12,Male,15 - 59 Years,Middle East country,41
Dhading,Bagmati,Hill,Central,2068/69,2011/12,Male,15 - 59 Years,Other Asian country,0
Dhading,Bagmati,Hill,Central,2068/69,2011/12,Male,15 - 59 Years,European country,0
Dhading,Bagmati,Hill,Central,2068/69,2011/12,Male,15 - 59 Years,North American country (USA/Canada),0
Dhading,Bagmati,Hill,Central,2068/69,2011/12,Male,15 - 59 Years,Other countries,16
Dhading,Bagmati,Hill,Central,2068/69,2011/12,Male,15 - 59 Years,Country not stated,8
Dhading,Bagmati,Hill,Central,2068/69,2011/12,Male,60+ Years,India,0
Dhading,Bagmati,Hill,Central,2068/69,2011/12,Male,60+ Years,SAARC country (excluding india),0
Dhading,Bagmati,Hill,Central,2068/69,2011/12,Male,60+ Years,ASEAN country,0
Dhading,Bagmati,Hill,Central,2068/69,2011/12,Male,60+ Years,Middle East country,0
Dhading,Bagmati,Hill,Central,2068/69,2011/12,Male,60+ Years,Other Asian country,0
Dhading,Bagmati,Hill,Central,2068/69,2011/12,Male,60+ Years,European country,0
Dhading,Bagmati,Hill,Central,2068/69,2011/12,Male,60+ Years,North American country (USA/Canada),0
Dhading,Bagmati,Hill,Central,2068/69,2011/12,Male,60+ Years,Other countries,0
Dhading,Bagmati,Hill,Central,2068/69,2011/12,Male,60+ Years,Country not stated,0
Dhading,Bagmati,Hill,Central,2068/69,2011/12,Female,05 - 14 Years,India,16
Dhading,Bagmati,Hill,Central,2068/69,2011/12,Female,05 - 14 Years,SAARC country (excluding india),0
Dhading,Bagmati,Hill,Central,2068/69,2011/12,Female,05 - 14 Years,ASEAN country,0
Dhading,Bagmati,Hill,Central,2068/69,2011/12,Female,05 - 14 Years,Middle East country,0
Dhading,Bagmati,Hill,Central,2068/69,2011/12,Female,05 - 14 Years,Other Asian country,0
Dhading,Bagmati,Hill,Central,2068/69,2011/12,Female,05 - 14 Years,European country,0
Dhading,Bagmati,Hill,Central,2068/69,2011/12,Female,05 - 14 Years,North American country (USA/Canada),0
Dhading,Bagmati,Hill,Central,2068/69,2011/12,Female,05 - 14 Years,Other countries,0
Dhading,Bagmati,Hill,Central,2068/69,2011/12,Female,05 - 14 Years,Country not stated,0
Dhading,Bagmati,Hill,Central,2068/69,2011/12,Female,15 - 59 Years,India,64
Dhading,Bagmati,Hill,Central,2068/69,2011/12,Female,15 - 59 Years,SAARC country (excluding india),8
Dhading,Bagmati,Hill,Central,2068/69,2011/12,Female,15 - 59 Years,ASEAN country,0
Dhading,Bagmati,Hill,Central,2068/69,2011/12,Female,15 - 59 Years,Middle East country,0
Dhading,Bagmati,Hill,Central,2068/69,2011/12,Female,15 - 59 Years,Other Asian country,0
Dhading,Bagmati,Hill,Central,2068/69,2011/12,Female,15 - 59 Years,European country,16
Dhading,Bagmati,Hill,Central,2068/69,2011/12,Female,15 - 59 Years,North American country (USA/Canada),0
Dhading,Bagmati,Hill,Central,2068/69,2011/12,Female,15 - 59 Years,Other countries,8
Dhading,Bagmati,Hill,Central,2068/69,2011/12,Female,15 - 59 Years,Country not stated,0
Dhading,Bagmati,Hill,Central,2068/69,2011/12,Female,60+ Years,India,0
Dhading,Bagmati,Hill,Central,2068/69,2011/12,Female,60+ Years,SAARC country (excluding india),0
Dhading,Bagmati,Hill,Central,2068/69,2011/12,Female,60+ Years,ASEAN country,0
Dhading,Bagmati,Hill,Central,2068/69,2011/12,Female,60+ Years,Middle East country,0
Dhading,Bagmati,Hill,Central,2068/69,2011/12,Female,60+ Years,Other Asian country,0
Dhading,Bagmati,Hill,Central,2068/69,2011/12,Female,60+ Years,European country,0
Dhading,Bagmati,Hill,Central,2068/69,2011/12,Female,60+ Years,North American country (USA/Canada),0
Dhading,Bagmati,Hill,Central,2068/69,2011/12,Female,60+ Years,Other countries,0
Dhading,Bagmati,Hill,Central,2068/69,2011/12,Female,60+ Years,Country not stated,0
Dhankuta,Kosi,Hill,Eastern,2068/69,2011/12,Male,05 - 14 Years,India,6
Dhankuta,Kosi,Hill,Eastern,2068/69,2011/12,Male,05 - 14 Years,SAARC country (excluding india),0
Dhankuta,Kosi,Hill,Eastern,2068/69,2011/12,Male,05 - 14 Years,ASEAN country,0
Dhankuta,Kosi,Hill,Eastern,2068/69,2011/12,Male,05 - 14 Years,Middle East country,0
Dhankuta,Kosi,Hill,Eastern,2068/69,2011/12,Male,05 - 14 Years,Other Asian country,0
Dhankuta,Kosi,Hill,Eastern,2068/69,2011/12,Male,05 - 14 Years,European country,1
