District,Zone,Ecological Belt,Development Region,Year (BS),Year (AD),Gender,Language,Value
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Female,Maithili,11805
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Male,Urdu,3945
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Female,Urdu,4241
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Male,Magahi,985
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Female,Magahi,1032
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Male,Magar,454
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Female,Magar,469
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Male,Bhojpuri,340
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Female,Bhojpuri,297
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Male,Tharu,148
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Female,Tharu,138
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Male,Tamang,80
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Female,Tamang,78
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Male,English,90
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Female,English,31
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Male,Danuwar,52
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Female,Danuwar,59
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Male,Newari,51
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Female,Newari,53
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Male,Limbu,51
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Female,Limbu,30
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Male,Gurung,25
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Female,Gurung,26
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Male,Bajjika,13
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Female,Bajjika,21
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Male,Sherpa,15
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Female,Sherpa,14
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Male,Chamling,17
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Female,Chamling,10
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Male,Chepang,12
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Female,Chepang,12
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Male,Rajbanshi,11
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Female,Rajbanshi,12
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Male,Bahing,11
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Female,Bahing,11
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Male,Rajsthani,6
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Female,Rajsthani,7
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Male,Sanskrit,8
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Female,Sanskrit,5
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Male,Bantawa,8
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Female,Bantawa,4
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Male,Others,91
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Female,Others,72
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Male,No Second Language,106448
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,Female,No Second Language,120235
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Male,Nepali,111789
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Female,Nepali,115374
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Male,Tamang,538
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Female,Tamang,513
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Male,Hindi,685
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Female,Hindi,80
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Male,Newari,195
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Female,Newari,194
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Male,Magar,125
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Female,Magar,114
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Male,Bhojpuri,75
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Female,Bhojpuri,68
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Male,English,104
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Female,English,37
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Male,Maithili,80
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Female,Maithili,54
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Male,Gurung,47
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Female,Gurung,32
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Male,Chepang,26
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Female,Chepang,28
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Male,Limbu,30
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Female,Limbu,23
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Male,Rajbanshi,18
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Female,Rajbanshi,28
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Male,Tharu,33
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Female,Tharu,3
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Male,Urdu,11
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Female,Urdu,13
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Male,Bajjika,10
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Female,Bajjika,12
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Male,Bangla,15
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Female,Bangla,3
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Male,Rai,11
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Female,Rai,7
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Male,Yakkha,7
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Female,Yakkha,9
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Male,Others,27
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Female,Others,16
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Male,No Second Language,92858
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Female,No Second Language,97185
Manang,Gandaki,Mountain,Western,2068/69,2011/12,Male,Nepali,2609
Manang,Gandaki,Mountain,Western,2068/69,2011/12,Female,Nepali,2416
Manang,Gandaki,Mountain,Western,2068/69,2011/12,Male,Sherpa,17
Manang,Gandaki,Mountain,Western,2068/69,2011/12,Female,Sherpa,24
Manang,Gandaki,Mountain,Western,2068/69,2011/12,Male,Gurung,21
Manang,Gandaki,Mountain,Western,2068/69,2011/12,Female,Gurung,3
Manang,Gandaki,Mountain,Western,2068/69,2011/12,Male,Others,27
Manang,Gandaki,Mountain,Western,2068/69,2011/12,Female,Others,11
Manang,Gandaki,Mountain,Western,2068/69,2011/12,Male,No Second Language,987
Manang,Gandaki,Mountain,Western,2068/69,2011/12,Female,No Second Language,423
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Male,Nepali,212766
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Female,Nepali,211113
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Male,Hindi,14028
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Female,Hindi,13551
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Male,Maithili,10581
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Female,Maithili,10950
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Male,Bantawa,3498
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Female,Bantawa,4386
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Male,Tharu,3584
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Female,Tharu,3724
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Male,Rajbanshi,3075
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Female,Rajbanshi,3056
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Male,Limbu,1989
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Female,Limbu,2348
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Male,Magar,1505
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Female,Magar,1694
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Male,Rai,1219
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Female,Rai,1476
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Male,English,1079
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Female,English,780
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Male,Chamling,818
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Female,Chamling,983
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Male,Angika,800
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Female,Angika,903
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Male,Tamang,693
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Female,Tamang,774
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Male,Newari,540
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Female,Newari,586
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Male,Urdu,563
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Female,Urdu,557
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Male,Bhujel,388
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Female,Bhujel,381
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Male,Tajpuriya,331
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Female,Tajpuriya,310
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Male,Dhimal,286
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Female,Dhimal,338
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Male,Bhojpuri,344
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Female,Bhojpuri,265
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Male,Sampang,259
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Female,Sampang,315
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Male,Gurung,279
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Female,Gurung,275
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Male,Yakkha,150
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Female,Yakkha,182
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Male,Thulung,143
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Female,Thulung,165
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Male,Kulung,115
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Female,Kulung,153
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Male,Santhali,117
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Female,Santhali,97
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Male,Uranw/Urau,94
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Female,Uranw/Urau,112
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Male,Rajsthani,109
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Female,Rajsthani,87
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Male,Dumi,95
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Female,Dumi,97
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Male,Khash,70
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Female,Khash,101
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Male,Bangla,95
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Female,Bangla,75
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Male,Avadhi,74
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Female,Avadhi,79
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Male,Sanskrit,85
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Female,Sanskrit,50
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Male,Majhi,42
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Female,Majhi,52
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Male,Danuwar,45
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Female,Danuwar,43
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Male,Khaling,32
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Female,Khaling,46
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Male,Koyee,32
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Female,Koyee,44
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Male,Yamphu/Yamphe,26
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Female,Yamphu/Yamphe,41
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Male,Sherpa,30
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Female,Sherpa,32
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Male,Puma,25
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Female,Puma,33
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Male,Lohorung,22
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Female,Lohorung,21
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Male,Bajjika,19
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Female,Bajjika,23
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Male,Bahing,18
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Female,Bahing,23
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Male,Dungmali,20
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Female,Dungmali,21
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Male,Chhiling,14
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Female,Chhiling,26
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Male,Nachhiring,16
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Female,Nachhiring,23
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Male,Assami,16
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Female,Assami,22
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Male,Wambule,8
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Female,Wambule,20
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Male,Jero/Jerung,16
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Female,Jero/Jerung,11
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Male,Magahi,9
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Female,Magahi,16
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Male,Arabi,22
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Female,Arabi,3
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Male,Sunuwar,9
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Female,Sunuwar,13
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Male,Tilung,10
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Female,Tilung,12
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Male,Thami,11
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Female,Thami,10
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Male,Chepang,9
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Female,Chepang,10
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Male,Mewahang,13
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Female,Mewahang,5
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Male,Chhintang,7
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Female,Chhintang,10
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Male,Lapcha,8
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Female,Lapcha,8
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Male,Others,363
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Female,Others,451
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Male,Not Reported,58
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Female,Not Reported,61
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Male,No Second Language,206040
Morang,Kosi,Terai,Eastern,2068/69,2011/12,Female,No Second Language,237615
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/12,Male,Nepali,1428
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/12,Female,Nepali,1434
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/12,Male,Sherpa,375
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/12,Female,Sherpa,450
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/12,Male,Hindi,20
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/12,Female,Hindi,2
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/12,Male,English,17
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/12,Female,English,1
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/12,Male,Others,22
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/12,Female,Others,7
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/12,Male,No Second Language,26163
Mugu,Karnali,Mountain,Mid-Western,2068/69,2011/12,Female,No Second Language,25367
Mustang,Dhawalagiri,Mountain,Western,2068/69,2011/12,Male,Nepali,3685
Mustang,Dhawalagiri,Mountain,Western,2068/69,2011/12,Female,Nepali,3748
Mustang,Dhawalagiri,Mountain,Western,2068/69,2011/12,Male,Thakali,148
Mustang,Dhawalagiri,Mountain,Western,2068/69,2011/12,Female,Thakali,155
Mustang,Dhawalagiri,Mountain,Western,2068/69,2011/12,Male,Magar,82
Mustang,Dhawalagiri,Mountain,Western,2068/69,2011/12,Female,Magar,60
Mustang,Dhawalagiri,Mountain,Western,2068/69,2011/12,Male,Gurung,38
Mustang,Dhawalagiri,Mountain,Western,2068/69,2011/12,Female,Gurung,34
Mustang,Dhawalagiri,Mountain,Western,2068/69,2011/12,Male,Sherpa,25
Mustang,Dhawalagiri,Mountain,Western,2068/69,2011/12,Female,Sherpa,33
Mustang,Dhawalagiri,Mountain,Western,2068/69,2011/12,Male,English,37
Mustang,Dhawalagiri,Mountain,Western,2068/69,2011/12,Female,English,5
Mustang,Dhawalagiri,Mountain,Western,2068/69,2011/12,Male,Tamang,27
Mustang,Dhawalagiri,Mountain,Western,2068/69,2011/12,Female,Tamang,6
Mustang,Dhawalagiri,Mountain,Western,2068/69,2011/12,Male,Ghale,5
Mustang,Dhawalagiri,Mountain,Western,2068/69,2011/12,Female,Ghale,14
Mustang,Dhawalagiri,Mountain,Western,2068/69,2011/12,Male,Limbu,9
Mustang,Dhawalagiri,Mountain,Western,2068/69,2011/12,Female,Limbu,7
Mustang,Dhawalagiri,Mountain,Western,2068/69,2011/12,Male,Newari,11
Mustang,Dhawalagiri,Mountain,Western,2068/69,2011/12,Female,Newari,2
Mustang,Dhawalagiri,Mountain,Western,2068/69,2011/12,Male,Tibetan,5
Mustang,Dhawalagiri,Mountain,Western,2068/69,2011/12,Female,Tibetan,7
Mustang,Dhawalagiri,Mountain,Western,2068/69,2011/12,Male,Sanskrit,12
Mustang,Dhawalagiri,Mountain,Western,2068/69,2011/12,Female,Sanskrit,0
Mustang,Dhawalagiri,Mountain,Western,2068/69,2011/12,Male,Others,29
Mustang,Dhawalagiri,Mountain,Western,2068/69,2011/12,Female,Others,14
Mustang,Dhawalagiri,Mountain,Western,2068/69,2011/12,Male,No Second Language,2980
Mustang,Dhawalagiri,Mountain,Western,2068/69,2011/12,Female,No Second Language,2274
Myagdi,Dhawalagiri,Hill,Western,2068/69,2011/12,Male,Nepali,2951
Myagdi,Dhawalagiri,Hill,Western,2068/69,2011/12,Female,Nepali,3029
Myagdi,Dhawalagiri,Hill,Western,2068/69,2011/12,Male,Magar,204
Myagdi,Dhawalagiri,Hill,Western,2068/69,2011/12,Female,Magar,239
Myagdi,Dhawalagiri,Hill,Western,2068/69,2011/12,Male,Chhantyal,85
Myagdi,Dhawalagiri,Hill,Western,2068/69,2011/12,Female,Chhantyal,91
Myagdi,Dhawalagiri,Hill,Western,2068/69,2011/12,Male,Newari,77
Myagdi,Dhawalagiri,Hill,Western,2068/69,2011/12,Female,Newari,74
Myagdi,Dhawalagiri,Hill,Western,2068/69,2011/12,Male,Hindi,84
Myagdi,Dhawalagiri,Hill,Western,2068/69,2011/12,Female,Hindi,30
Myagdi,Dhawalagiri,Hill,Western,2068/69,2011/12,Male,Sanskrit,45
Myagdi,Dhawalagiri,Hill,Western,2068/69,2011/12,Female,Sanskrit,27
Myagdi,Dhawalagiri,Hill,Western,2068/69,2011/12,Male,Tamang,44
Myagdi,Dhawalagiri,Hill,Western,2068/69,2011/12,Female,Tamang,11
Myagdi,Dhawalagiri,Hill,Western,2068/69,2011/12,Male,Gurung,25
Myagdi,Dhawalagiri,Hill,Western,2068/69,2011/12,Female,Gurung,20
Myagdi,Dhawalagiri,Hill,Western,2068/69,2011/12,Male,English,35
Myagdi,Dhawalagiri,Hill,Western,2068/69,2011/12,Female,English,8
Myagdi,Dhawalagiri,Hill,Western,2068/69,2011/12,Male,Bhojpuri,15
Myagdi,Dhawalagiri,Hill,Western,2068/69,2011/12,Female,Bhojpuri,9
Myagdi,Dhawalagiri,Hill,Western,2068/69,2011/12,Male,Thakali,13
Myagdi,Dhawalagiri,Hill,Western,2068/69,2011/12,Female,Thakali,10
Myagdi,Dhawalagiri,Hill,Western,2068/69,2011/12,Male,Kumal,9
Myagdi,Dhawalagiri,Hill,Western,2068/69,2011/12,Female,Kumal,13
Myagdi,Dhawalagiri,Hill,Western,2068/69,2011/12,Male,Tharu,8
Myagdi,Dhawalagiri,Hill,Western,2068/69,2011/12,Female,Tharu,4
Myagdi,Dhawalagiri,Hill,Western,2068/69,2011/12,Male,Others,18
Myagdi,Dhawalagiri,Hill,Western,2068/69,2011/12,Female,Others,5
Myagdi,Dhawalagiri,Hill,Western,2068/69,2011/12,Male,No Second Language,47782
Myagdi,Dhawalagiri,Hill,Western,2068/69,2011/12,Female,No Second Language,58676
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,Male,Nepali,104910
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,Female,Nepali,106407
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,Male,Hindi,4730
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,Female,Hindi,4653
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,Male,Bhojpuri,3034
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,Female,Bhojpuri,3220
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,Male,Tharu,876
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,Female,Tharu,1002
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,Male,Magar,851
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,Female,Magar,963
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,Male,Gurung,235
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,Female,Gurung,268
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,Male,Newari,171
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,Female,Newari,202
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,Male,Urdu,108
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,Female,Urdu,143
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,Male,Tamang,103
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,Female,Tamang,111
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,Male,English,111
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,Female,English,72
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,Male,Kumal,37
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,Female,Kumal,32
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,Male,Darai,37
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,Female,Darai,31
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,Male,Maithili,34
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,Female,Maithili,30
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,Male,Limbu,25
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,Female,Limbu,25
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,Male,Sherpa,18
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,Female,Sherpa,28
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,Male,Rajbanshi,12
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,Female,Rajbanshi,10
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,Male,Chamling,6
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,Female,Chamling,6
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,Male,Bajjika,6
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,Female,Bajjika,5
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,Male,Sanskrit,8
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,Female,Sanskrit,3
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,Male,Others,33
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,Female,Others,34
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,Male,No Second Language,188330
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,Female,No Second Language,222588
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,Male,Nepali,51352
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,Female,Nepali,54675
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,Male,Tamang,535
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,Female,Tamang,509
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,Male,Newari,239
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,Female,Newari,288
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,Male,Sherpa,219
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,Female,Sherpa,272
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,Male,English,203
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,Female,English,140
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,Male,Gurung,107
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,Female,Gurung,148
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,Male,Hindi,55
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,Female,Hindi,21
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,Male,Limbu,30
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,Female,Limbu,36
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,Male,Kumal,32
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,Female,Kumal,22
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,Male,Maithili,22
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,Female,Maithili,22
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,Male,Magar,18
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,Female,Magar,17
