District,Vdc,Gender/Household,Number
Saptari,Goithi,Population Female,1984
Saptari,Hanumannagar,Total households,957
Saptari,Hanumannagar,Population Male,3185
Saptari,Hanumannagar,Population Female,3090
Saptari,Hardiya,Total households,1139
Saptari,Hardiya,Population Male,2467
Saptari,Hardiya,Population Female,2819
Saptari,Hariharpur,Total households,934
Saptari,Hariharpur,Population Male,2254
Saptari,Hariharpur,Population Female,2378
Saptari,Haripur,Total households,979
Saptari,Haripur,Population Male,2589
Saptari,Haripur,Population Female,2817
Saptari,Inarwa,Total households,647
Saptari,Inarwa,Population Male,1942
Saptari,Inarwa,Population Female,1976
Saptari,Inarwa Fulbariya,Total households,1027
Saptari,Inarwa Fulbariya,Population Male,2455
Saptari,Inarwa Fulbariya,Population Female,2948
Saptari,Itahari Bishnupur,Total households,1269
Saptari,Itahari Bishnupur,Population Male,3212
Saptari,Itahari Bishnupur,Population Female,3123
Saptari,Jagatpur,Total households,880
Saptari,Jagatpur,Population Male,2170
Saptari,Jagatpur,Population Female,2479
Saptari,Jamunimadhepura,Total households,1342
Saptari,Jamunimadhepura,Population Male,3814
Saptari,Jamunimadhepura,Population Female,3952
Saptari,Jandaul,Total households,870
Saptari,Jandaul,Population Male,2001
Saptari,Jandaul,Population Female,2359
Saptari,Jhutaki,Total households,669
Saptari,Jhutaki,Population Male,2039
Saptari,Jhutaki,Population Female,1994
Saptari,Joginiya-1,Total households,738
Saptari,Joginiya-1,Population Male,2223
Saptari,Joginiya-1,Population Female,2219
Saptari,Joginiya-2,Total households,853
Saptari,Joginiya-2,Population Male,2059
Saptari,Joginiya-2,Population Female,2430
Saptari,Kabilash,Total households,742
Saptari,Kabilash,Population Male,1864
Saptari,Kabilash,Population Female,2072
Saptari,Kachan,Total households,793
Saptari,Kachan,Population Male,2006
Saptari,Kachan,Population Female,2193
Saptari,Kalyanpur,Total households,1705
Saptari,Kalyanpur,Population Male,4144
Saptari,Kalyanpur,Population Female,4580
Saptari,Kamalpur,Total households,1038
Saptari,Kamalpur,Population Male,2635
Saptari,Kamalpur,Population Female,2699
Saptari,Kanchanpur,Total households,1452
Saptari,Kanchanpur,Population Male,3804
Saptari,Kanchanpur,Population Female,3631
Saptari,Kataiya,Total households,965
Saptari,Kataiya,Population Male,2369
Saptari,Kataiya,Population Female,2618
Saptari,Khadgapur,Total households,900
Saptari,Khadgapur,Population Male,2394
Saptari,Khadgapur,Population Female,2303
Saptari,Khojpur,Total households,978
Saptari,Khojpur,Population Male,2409
Saptari,Khojpur,Population Female,2654
Saptari,Khoksarparbaha,Total households,897
Saptari,Khoksarparbaha,Population Male,2254
Saptari,Khoksarparbaha,Population Female,2322
Saptari,Ko. Madhepura,Total households,886
Saptari,Ko. Madhepura,Population Male,2366
Saptari,Ko. Madhepura,Population Female,2242
Saptari,Kochabakhari,Total households,1334
Saptari,Kochabakhari,Population Male,3172
Saptari,Kochabakhari,Population Female,3069
Saptari,Koiladi,Total households,874
Saptari,Koiladi,Population Male,2424
Saptari,Koiladi,Population Female,2299
Saptari,Kushaha,Total households,1253
Saptari,Kushaha,Population Male,3118
Saptari,Kushaha,Population Female,3577
Saptari,Lalapati,Total households,996
Saptari,Lalapati,Population Male,2759
Saptari,Lalapati,Population Female,2750
Saptari,Launiya,Total households,707
Saptari,Launiya,Population Male,1797
Saptari,Launiya,Population Female,1722
Saptari,Lohajara,Total households,1071
Saptari,Lohajara,Population Male,2706
Saptari,Lohajara,Population Female,2864
Saptari,Madhawapur,Total households,1252
Saptari,Madhawapur,Population Male,2796
Saptari,Madhawapur,Population Female,2934
Saptari,Madhupati,Total households,892
Saptari,Madhupati,Population Male,2302
Saptari,Madhupati,Population Female,2484
Saptari,Mahadeva,Total households,1066
Saptari,Mahadeva,Population Male,2994
Saptari,Mahadeva,Population Female,2813
Saptari,Mainakaderi,Total households,554
Saptari,Mainakaderi,Population Male,1593
Saptari,Mainakaderi,Population Female,1613
Saptari,Mainasahasrabahu,Total households,779
Saptari,Mainasahasrabahu,Population Male,1842
Saptari,Mainasahasrabahu,Population Female,2205
Saptari,Malekpur,Total households,1258
Saptari,Malekpur,Population Male,3138
Saptari,Malekpur,Population Female,3463
Saptari,Maleth,Total households,1142
Saptari,Maleth,Population Male,3281
Saptari,Maleth,Population Female,3415
Saptari,Malhanama,Total households,782
Saptari,Malhanama,Population Male,2098
Saptari,Malhanama,Population Female,2258
Saptari,Malhaniya,Total households,1558
Saptari,Malhaniya,Population Male,3770
Saptari,Malhaniya,Population Female,4050
Saptari,Manraja,Total households,902
Saptari,Manraja,Population Male,2199
Saptari,Manraja,Population Female,2248
Saptari,Mauwaha,Total households,884
Saptari,Mauwaha,Population Male,2605
Saptari,Mauwaha,Population Female,2474
Saptari,Mohanpur,Total households,1138
Saptari,Mohanpur,Population Male,2742
Saptari,Mohanpur,Population Female,2931
Saptari,Nardho,Total households,1311
Saptari,Nardho,Population Male,3612
Saptari,Nardho,Population Female,3623
Saptari,Negada,Total households,889
Saptari,Negada,Population Male,1970
Saptari,Negada,Population Female,2380
Saptari,Odraha,Total households,977
Saptari,Odraha,Population Male,2115
Saptari,Odraha,Population Female,2379
Saptari,Pakari,Total households,1132
Saptari,Pakari,Population Male,3157
Saptari,Pakari,Population Female,3255
Saptari,Pansera,Total households,953
Saptari,Pansera,Population Male,2200
Saptari,Pansera,Population Female,2692
Saptari,Paterwa,Total households,758
Saptari,Paterwa,Population Male,1769
Saptari,Paterwa,Population Female,2120
Saptari,Pato,Total households,1078
Saptari,Pato,Population Male,2665
Saptari,Pato,Population Female,2729
Saptari,Patthargada,Total households,975
Saptari,Patthargada,Population Male,2477
Saptari,Patthargada,Population Female,2721
Saptari,Pipra Purba,Total households,819
Saptari,Pipra Purba,Population Male,2213
Saptari,Pipra Purba,Population Female,2186
Saptari,Pipra Paschim,Total households,872
Saptari,Pipra Paschim,Population Male,1968
Saptari,Pipra Paschim,Population Female,2243
Saptari,Portaha,Total households,986
Saptari,Portaha,Population Male,2590
Saptari,Portaha,Population Female,2589
Saptari,Prasabani,Total households,1226
Saptari,Prasabani,Population Male,2960
Saptari,Prasabani,Population Female,3252
Saptari,Rajbiraj Municipality,Total households,7743
Saptari,Rajbiraj Municipality,Population Male,19684
Saptari,Rajbiraj Municipality,Population Female,18054
Saptari,Ramnagar,Total households,470
Saptari,Ramnagar,Population Male,1169
Saptari,Ramnagar,Population Female,1370
Saptari,Rampuramalhaniya,Total households,1185
Saptari,Rampuramalhaniya,Population Male,3449
Saptari,Rampuramalhaniya,Population Female,3337
Saptari,Rampurjamuwa,Total households,755
Saptari,Rampurjamuwa,Population Male,1849
Saptari,Rampurjamuwa,Population Female,2207
Saptari,Rautahat,Total households,660
Saptari,Rautahat,Population Male,1842
Saptari,Rautahat,Population Female,1770
Saptari,Rayapur,Total households,1896
Saptari,Rayapur,Population Male,5086
Saptari,Rayapur,Population Female,5128
Saptari,Rupnagar,Total households,1063
Saptari,Rupnagar,Population Male,2437
Saptari,Rupnagar,Population Female,2725
Saptari,Sambhunath,Total households,1278
Saptari,Sambhunath,Population Male,3150
Saptari,Sambhunath,Population Female,3482
Saptari,Sankarpura,Total households,785
Saptari,Sankarpura,Population Male,2244
Saptari,Sankarpura,Population Female,2135
Saptari,Saraswor,Total households,944
Saptari,Saraswor,Population Male,2832
Saptari,Saraswor,Population Female,2830
Saptari,Simraha Sigiyoun,Total households,1082
Saptari,Simraha Sigiyoun,Population Male,2578
Saptari,Simraha Sigiyoun,Population Female,2635
Saptari,Siswa Beihi,Total households,1141
Saptari,Siswa Beihi,Population Male,3070
Saptari,Siswa Beihi,Population Female,3216
Saptari,Sitapur,Total households,843
Saptari,Sitapur,Population Male,1887
Saptari,Sitapur,Population Female,2235
Saptari,Tarahi,Total households,844
Saptari,Tarahi,Population Male,2360
Saptari,Tarahi,Population Female,2344
Saptari,Terahauta,Total households,1055
Saptari,Terahauta,Population Male,2525
Saptari,Terahauta,Population Female,2705
Saptari,Theliya,Total households,1202
Saptari,Theliya,Population Male,2996
Saptari,Theliya,Population Female,3318
Saptari,Tikuliya,Total households,656
Saptari,Tikuliya,Population Male,1480
Saptari,Tikuliya,Population Female,1741
Saptari,Tilathi,Total households,645
Saptari,Tilathi,Population Male,1826
Saptari,Tilathi,Population Female,1798
Saptari,Trikaula,Total households,919
Saptari,Trikaula,Population Male,2680
Saptari,Trikaula,Population Female,2520
Saptari,Institutional,Total households,34
Saptari,Institutional,Population Male,1279
Saptari,Institutional,Population Female,161
Siraha,Arnamalalpur,Total households,1731
Siraha,Arnamalalpur,Population Male,4444
Siraha,Arnamalalpur,Population Female,4797
Siraha,Arnamarampur,Total households,713
Siraha,Arnamarampur,Population Male,1565
Siraha,Arnamarampur,Population Female,1964
Siraha,Asanpur,Total households,2510
Siraha,Asanpur,Population Male,6477
Siraha,Asanpur,Population Female,6449
Siraha,Ashokpur Balkawa,Total households,930
Siraha,Ashokpur Balkawa,Population Male,2461
Siraha,Ashokpur Balkawa,Population Female,2666
Siraha,Aurahi,Total households,1010
Siraha,Aurahi,Population Male,2789
Siraha,Aurahi,Population Female,2896
Siraha,Ayodhyanagar,Total households,842
Siraha,Ayodhyanagar,Population Male,2244
Siraha,Ayodhyanagar,Population Female,2189
Siraha,Badharamal,Total households,3346
Siraha,Badharamal,Population Male,7945
Siraha,Badharamal,Population Female,8537
Siraha,Barchhawa,Total households,737
Siraha,Barchhawa,Population Male,1721
Siraha,Barchhawa,Population Female,1980
Siraha,Bariyarpatti,Total households,906
Siraha,Bariyarpatti,Population Male,2535
Siraha,Bariyarpatti,Population Female,2594
Siraha,Bastipur,Total households,1158
Siraha,Bastipur,Population Male,3128
Siraha,Bastipur,Population Female,3233
Siraha,Belaha,Total households,1036
Siraha,Belaha,Population Male,2850
Siraha,Belaha,Population Female,3390
Siraha,Belhi,Total households,824
Siraha,Belhi,Population Male,1885
Siraha,Belhi,Population Female,2129
Siraha,Betauna,Total households,992
Siraha,Betauna,Population Male,2398
Siraha,Betauna,Population Female,2679
Siraha,Bhadaiya,Total households,1017
Siraha,Bhadaiya,Population Male,2730
Siraha,Bhadaiya,Population Female,3009
Siraha,Bhagwanpur,Total households,735
Siraha,Bhagwanpur,Population Male,2044
Siraha,Bhagwanpur,Population Female,2113
Siraha,Bhagawatipur,Total households,865
Siraha,Bhagawatipur,Population Male,2053
Siraha,Bhagawatipur,Population Female,2442
Siraha,Bhawanipur,Total households,1092
Siraha,Bhawanipur,Population Male,2626
Siraha,Bhawanipur,Population Female,2871
Siraha,Bhawanpur Kalabanzar,Total households,740
Siraha,Bhawanpur Kalabanzar,Population Male,1838
Siraha,Bhawanpur Kalabanzar,Population Female,1958
Siraha,Bhokraha,Total households,341
Siraha,Bhokraha,Population Male,813
Siraha,Bhokraha,Population Female,944
Siraha,Bishnupur Pra.Ma.,Total households,951
Siraha,Bishnupur Pra.Ma.,Population Male,2499
Siraha,Bishnupur Pra.Ma.,Population Female,2709
Siraha,Bishnupur Pra.Ra,Total households,1020
Siraha,Bishnupur Pra.Ra,Population Male,2287
Siraha,Bishnupur Pra.Ra,Population Female,2733
Siraha,Bishnupurkatti,Total households,2185
Siraha,Bishnupurkatti,Population Male,5717
Siraha,Bishnupurkatti,Population Female,5837
Siraha,Brahmagaughadi,Total households,676
Siraha,Brahmagaughadi,Population Male,1709
Siraha,Brahmagaughadi,Population Female,1761
Siraha,Chandra Ayodhyapur,Total households,1307
Siraha,Chandra Ayodhyapur,Population Male,3459
Siraha,Chandra Ayodhyapur,Population Female,3752
Siraha,Chandralalpur,Total households,1093
Siraha,Chandralalpur,Population Male,2735
Siraha,Chandralalpur,Population Female,2893
Siraha,Chandrodayapur,Total households,1123
Siraha,Chandrodayapur,Population Male,2855
Siraha,Chandrodayapur,Population Female,3077
Siraha,Chatari,Total households,485
Siraha,Chatari,Population Male,1200
Siraha,Chatari,Population Female,1511
Siraha,Chikana,Total households,723
Siraha,Chikana,Population Male,1717
Siraha,Chikana,Population Female,1923
Siraha,Devipur,Total households,761
Siraha,Devipur,Population Male,1880
Siraha,Devipur,Population Female,2101
Siraha,Dhangadi,Total households,2068
Siraha,Dhangadi,Population Male,5565
Siraha,Dhangadi,Population Female,5697
Siraha,Dhodhana,Total households,979
Siraha,Dhodhana,Population Male,2370
Siraha,Dhodhana,Population Female,2511
Siraha,Dumari,Total households,739
Siraha,Dumari,Population Male,1934
Siraha,Dumari,Population Female,1918
Siraha,Durgapur,Total households,879
Siraha,Durgapur,Population Male,2041
Siraha,Durgapur,Population Female,2333
Siraha,Fulbariya,Total households,1942
Siraha,Fulbariya,Population Male,5005
Siraha,Fulbariya,Population Female,5165
Siraha,Fulkaha Kati,Total households,1795
Siraha,Fulkaha Kati,Population Male,5081
Siraha,Fulkaha Kati,Population Female,5221
Siraha,Gadha,Total households,878
Siraha,Gadha,Population Male,2288
Siraha,Gadha,Population Female,2500
Siraha,Gauripur,Total households,520
Siraha,Gauripur,Population Male,1433
Siraha,Gauripur,Population Female,1596
Siraha,Gautari,Total households,722
Siraha,Gautari,Population Male,1686
Siraha,Gautari,Population Female,2003
Siraha,Govindapur Malahanama,Total households,1320
Siraha,Govindapur Malahanama,Population Male,3668
Siraha,Govindapur Malahanama,Population Female,3621
Siraha,Govindpur Taregana,Total households,1050
Siraha,Govindpur Taregana,Population Male,2710
Siraha,Govindpur Taregana,Population Female,2884
Siraha,Hakpara,Total households,817
Siraha,Hakpara,Population Male,1989
Siraha,Hakpara,Population Female,2336
Siraha,Hanumannagar,Total households,1254
Siraha,Hanumannagar,Population Male,2943
Siraha,Hanumannagar,Population Female,3601
Siraha,Hanumannagar (Pra.Dha.),Total households,775
Siraha,Hanumannagar (Pra.Dha.),Population Male,2197
Siraha,Hanumannagar (Pra.Dha.),Population Female,2204
Siraha,Harakatti,Total households,570
Siraha,Harakatti,Population Male,1481
Siraha,Harakatti,Population Female,1574
Siraha,Inarwa,Total households,1951
Siraha,Inarwa,Population Male,5639
Siraha,Inarwa,Population Female,5685
Siraha,Itarhawa,Total households,759
Siraha,Itarhawa,Population Male,1944
Siraha,Itarhawa,Population Female,2187
Siraha,Itari Parsahi,Total households,873
Siraha,Itari Parsahi,Population Male,1887
Siraha,Itari Parsahi,Population Female,2217
Siraha,Itatar,Total households,834
Siraha,Itatar,Population Male,1973
Siraha,Itatar,Population Female,2288
Siraha,Jamadaha,Total households,1118
Siraha,Jamadaha,Population Male,2824
Siraha,Jamadaha,Population Female,2836
Siraha,Janakinagar,Total households,732
Siraha,Janakinagar,Population Male,2189
Siraha,Janakinagar,Population Female,2222
Siraha,Jighaul,Total households,860
Siraha,Jighaul,Population Male,2495
Siraha,Jighaul,Population Female,2501
Siraha,Kabilasi,Total households,594
Siraha,Kabilasi,Population Male,1763
Siraha,Kabilasi,Population Female,1811
Siraha,Kachanari,Total households,1016
Siraha,Kachanari,Population Male,3252
Siraha,Kachanari,Population Female,3228
Siraha,Kalyanpur Jabadi,Total households,1781
Siraha,Kalyanpur Jabadi,Population Male,4610
Siraha,Kalyanpur Jabadi,Population Female,4974
Siraha,Kalyanpurkalabanzar,Total households,617
Siraha,Kalyanpurkalabanzar,Population Male,1618
Siraha,Kalyanpurkalabanzar,Population Female,1711
Siraha,Karjanha,Total households,1403
Siraha,Karjanha,Population Male,3521
Siraha,Karjanha,Population Female,3946
Siraha,Kharukyanhi,Total households,829
Siraha,Kharukyanhi,Population Male,2382
Siraha,Kharukyanhi,Population Female,2599
Siraha,Khirauna,Total households,643
Siraha,Khirauna,Population Male,1658
Siraha,Khirauna,Population Female,1794
Siraha,Krishnapur Birta,Total households,736
Siraha,Krishnapur Birta,Population Male,2087
Siraha,Krishnapur Birta,Population Female,2190
Siraha,Kushahalaxininiya,Total households,669
Siraha,Kushahalaxininiya,Population Male,1841
Siraha,Kushahalaxininiya,Population Female,1929
Siraha,Lagadi Gadiyani,Total households,990
Siraha,Lagadi Gadiyani,Population Male,3001
Siraha,Lagadi Gadiyani,Population Female,2728
Siraha,Lagadigoth,Total households,614
Siraha,Lagadigoth,Population Male,1933
Siraha,Lagadigoth,Population Female,1832
Siraha,Lahan Municipality,Total households,6479
Siraha,Lahan Municipality,Population Male,17286
Siraha,Lahan Municipality,Population Female,16367
Siraha,Lalpur,Total households,762
Siraha,Lalpur,Population Male,1903
Siraha,Lalpur,Population Female,2007
Siraha,Laxminiya,Total households,797
Siraha,Laxminiya,Population Male,2161
Siraha,Laxminiya,Population Female,2318
Siraha,Laxmipur (Pra.Ma.),Total households,728
Siraha,Laxmipur (Pra.Ma.),Population Male,1792
Siraha,Laxmipur (Pra.Ma.),Population Female,2013
Siraha,Laxmipur Patari,Total households,833
Siraha,Laxmipur Patari,Population Male,2190
Siraha,Laxmipur Patari,Population Female,2468
Siraha,Madar,Total households,1725
Siraha,Madar,Population Male,4318
Siraha,Madar,Population Female,4632
Siraha,Mahadewa Portaha,Total households,730
Siraha,Mahadewa Portaha,Population Male,1941
Siraha,Mahadewa Portaha,Population Female,2022
Siraha,Mahanaur,Total households,1060
Siraha,Mahanaur,Population Male,2976
Siraha,Mahanaur,Population Female,3389
Siraha,Maheshpur Gamharia,Total households,838
Siraha,Maheshpur Gamharia,Population Male,2125
Siraha,Maheshpur Gamharia,Population Female,2298
Siraha,Maheshpur Patari,Total households,753
Siraha,Maheshpur Patari,Population Male,2170
Siraha,Maheshpur Patari,Population Female,2226
Siraha,Majhauliya,Total households,858
Siraha,Majhauliya,Population Male,2200
Siraha,Majhauliya,Population Female,2449
Siraha,Majhaura,Total households,946
Siraha,Majhaura,Population Male,2980
Siraha,Majhaura,Population Female,2814
Siraha,Malhaniya Gamharia,Total households,456
Siraha,Malhaniya Gamharia,Population Male,1165
Siraha,Malhaniya Gamharia,Population Female,1323
Siraha,Malhaniyakhori,Total households,810
Siraha,Malhaniyakhori,Population Male,1801
Siraha,Malhaniyakhori,Population Female,2112
Siraha,Mauwahi,Total households,597
Siraha,Mauwahi,Population Male,1671
Siraha,Mauwahi,Population Female,1802
Siraha,Bhedia,Total households,822
Siraha,Bhedia,Population Male,1984
Siraha,Bhedia,Population Female,2220
Siraha,Mohanpur Kamalpur,Total households,986
Siraha,Mohanpur Kamalpur,Population Male,2620
Siraha,Mohanpur Kamalpur,Population Female,2637
Siraha,Muksar,Total households,703
Siraha,Muksar,Population Male,1700
Siraha,Muksar,Population Female,1803
Siraha,Nahara Rigoul,Total households,975
Siraha,Nahara Rigoul,Population Male,2608
Siraha,Nahara Rigoul,Population Female,2868
Siraha,Naraha Balkawa,Total households,868
Siraha,Naraha Balkawa,Population Male,2243
Siraha,Naraha Balkawa,Population Female,2233
Siraha,Navarajpur,Total households,1469
Siraha,Navarajpur,Population Male,4282
Siraha,Navarajpur,Population Female,4448
Siraha,Padariya Tharutol,Total households,1147
Siraha,Padariya Tharutol,Population Male,2831
Siraha,Padariya Tharutol,Population Female,3242
Siraha,Pipra Pra.Dha,Total households,675
Siraha,Pipra Pra.Dha,Population Male,1981
Siraha,Pipra Pra.Dha,Population Female,2106
Siraha,Pipra Pra.Pi,Total households,1142
Siraha,Pipra Pra.Pi,Population Male,2797
Siraha,Pipra Pra.Pi,Population Female,3171
Siraha,Pokharbhinda,Total households,645
Siraha,Pokharbhinda,Population Male,2042
Siraha,Pokharbhinda,Population Female,1953
Siraha,Raghopur,Total households,738
Siraha,Raghopur,Population Male,1904
Siraha,Raghopur,Population Female,2045
Siraha,Rajpur,Total households,969
Siraha,Rajpur,Population Male,2465
Siraha,Rajpur,Population Female,2614
Siraha,Ramnagar Mirchaiya,Total households,2580
Siraha,Ramnagar Mirchaiya,Population Male,6818
Siraha,Ramnagar Mirchaiya,Population Female,6659
Siraha,Rampur Birta,Total households,964
Siraha,Rampur Birta,Population Male,2469
Siraha,Rampur Birta,Population Female,2546
Siraha,Sakhuwanankarkatti,Total households,584
Siraha,Sakhuwanankarkatti,Population Male,1551
Siraha,Sakhuwanankarkatti,Population Female,1696
Siraha,Sanhaitha,Total households,1036
Siraha,Sanhaitha,Population Male,2443
Siraha,Sanhaitha,Population Female,2753
Siraha,Sarswar,Total households,1221
Siraha,Sarswar,Population Male,2828
Siraha,Sarswar,Population Female,3352
Siraha,Sikron,Total households,590
Siraha,Sikron,Population Male,1534
Siraha,Sikron,Population Female,1661
Siraha,Silorba Pachhawari,Total households,910
Siraha,Silorba Pachhawari,Population Male,2519
Siraha,Silorba Pachhawari,Population Female,2735
Siraha,Siraha Municipality,Total households,5400
Siraha,Siraha Municipality,Population Male,13839
Siraha,Siraha Municipality,Population Female,14603
Siraha,Sisawani,Total households,993
Siraha,Sisawani,Population Male,2800
Siraha,Sisawani,Population Female,2873
Siraha,Sitapur Pra.Da.,Total households,1095
Siraha,Sitapur Pra.Da.,Population Male,2763
Siraha,Sitapur Pra.Da.,Population Female,3174
Siraha,Sitapur Pra.Ra.,Total households,871
Siraha,Sitapur Pra.Ra.,Population Male,2391
Siraha,Sitapur Pra.Ra.,Population Female,2378
Siraha,Sonmati Majhaura,Total households,745
Siraha,Sonmati Majhaura,Population Male,2157
Siraha,Sonmati Majhaura,Population Female,2292
Siraha,Sothiyan,Total households,718
Siraha,Sothiyan,Population Male,1755
Siraha,Sothiyan,Population Female,1989
Siraha,Sukhachina,Total households,524
Siraha,Sukhachina,Population Male,1428
Siraha,Sukhachina,Population Female,1553
Siraha,Sukhipur,Total households,1958
Siraha,Sukhipur,Population Male,4756
Siraha,Sukhipur,Population Female,5284
Siraha,Tenuwapatti,Total households,750
Siraha,Tenuwapatti,Population Male,2034
Siraha,Tenuwapatti,Population Female,2206
Siraha,Thalaha Kataha,Total households,821
Siraha,Thalaha Kataha,Population Male,2106
Siraha,Thalaha Kataha,Population Female,2324
Siraha,Tulsipur,Total households,689
Siraha,Tulsipur,Population Male,2076
Siraha,Tulsipur,Population Female,2001
Siraha,Vidhyanagar,Total households,793
Siraha,Vidhyanagar,Population Male,2496
Siraha,Vidhyanagar,Population Female,2478
Siraha,Institutional,Total households,33
Siraha,Institutional,Population Male,1590
Siraha,Institutional,Population Female,111
Dhanusa,Andupatti,Total households,661
Dhanusa,Andupatti,Population Male,1773
Dhanusa,Andupatti,Population Female,1730
Dhanusa,Aurahi,Total households,961
Dhanusa,Aurahi,Population Male,2912
Dhanusa,Aurahi,Population Female,2677
Dhanusa,Bafai,Total households,551
Dhanusa,Bafai,Population Male,1395
Dhanusa,Bafai,Population Female,1526
Dhanusa,Baghchaura,Total households,1069
Dhanusa,Baghchaura,Population Male,2852
Dhanusa,Baghchaura,Population Female,3036
Dhanusa,Baheda Bela,Total households,1131
Dhanusa,Baheda Bela,Population Male,3737
Dhanusa,Baheda Bela,Population Female,3246
Dhanusa,Bahuarba,Total households,883
Dhanusa,Bahuarba,Population Male,2450
Dhanusa,Bahuarba,Population Female,2618
Dhanusa,Balabakhar,Total households,1387
Dhanusa,Balabakhar,Population Male,4013
Dhanusa,Balabakhar,Population Female,3807
Dhanusa,Balaha Kathal,Total households,653
Dhanusa,Balaha Kathal,Population Male,1630
Dhanusa,Balaha Kathal,Population Female,1775
Dhanusa,Balaha Sadhara,Total households,698
Dhanusa,Balaha Sadhara,Population Male,1934
Dhanusa,Balaha Sadhara,Population Female,2096
Dhanusa,Ballagoth,Total households,673
Dhanusa,Ballagoth,Population Male,2127
Dhanusa,Ballagoth,Population Female,2156
Dhanusa,Baniniya,Total households,693
Dhanusa,Baniniya,Population Male,1753
Dhanusa,Baniniya,Population Female,1893
Dhanusa,Baramajhiya,Total households,1172
Dhanusa,Baramajhiya,Population Male,3127
Dhanusa,Baramajhiya,Population Female,3211
Dhanusa,Basahiya,Total households,1213
Dhanusa,Basahiya,Population Male,3890
Dhanusa,Basahiya,Population Female,3668
Dhanusa,Basbitti,Total households,536
Dhanusa,Basbitti,Population Male,1407
Dhanusa,Basbitti,Population Female,1541
Dhanusa,Bateswor,Total households,1151
Dhanusa,Bateswor,Population Male,3534
Dhanusa,Bateswor,Population Female,3218
Dhanusa,Bega Shivapur,Total households,1403
Dhanusa,Bega Shivapur,Population Male,3581
Dhanusa,Bega Shivapur,Population Female,3521
Dhanusa,Begadawar,Total households,2281
Dhanusa,Begadawar,Population Male,6253
Dhanusa,Begadawar,Population Female,5872
Dhanusa,Bharatpur,Total households,3021
Dhanusa,Bharatpur,Population Male,7414
Dhanusa,Bharatpur,Population Female,8105
Dhanusa,Bhuchakrapur,Total households,942
Dhanusa,Bhuchakrapur,Population Male,2616
Dhanusa,Bhuchakrapur,Population Female,2560
Dhanusa,Bhutahipaterwa,Total households,895
Dhanusa,Bhutahipaterwa,Population Male,2358
Dhanusa,Bhutahipaterwa,Population Female,2490
Dhanusa,Bindhi,Total households,1192
Dhanusa,Bindhi,Population Male,3407
Dhanusa,Bindhi,Population Female,3538
Dhanusa,Bisarmora,Total households,928
Dhanusa,Bisarmora,Population Male,2331
Dhanusa,Bisarmora,Population Female,2576
Dhanusa,Chakkar,Total households,1078
Dhanusa,Chakkar,Population Male,3440
Dhanusa,Chakkar,Population Female,3171
Dhanusa,Chora Koilpur,Total households,854
Dhanusa,Chora Koilpur,Population Male,2283
Dhanusa,Chora Koilpur,Population Female,2430
Dhanusa,Dhanusha Govindapur,Total households,1657
Dhanusa,Dhanusha Govindapur,Population Male,4283
Dhanusa,Dhanusha Govindapur,Population Female,4564
Dhanusa,Debadiha,Total households,1214
Dhanusa,Debadiha,Population Male,3614
Dhanusa,Debadiha,Population Female,3394
Dhanusa,Deuri Parbaha,Total households,836
Dhanusa,Deuri Parbaha,Population Male,2084
Dhanusa,Deuri Parbaha,Population Female,2224
Dhanusa,Devpura Rupetha,Total households,1434
Dhanusa,Devpura Rupetha,Population Male,3847
Dhanusa,Devpura Rupetha,Population Female,4087
Dhanusa,Dhabouli,Total households,1317
Dhanusa,Dhabouli,Population Male,3576
Dhanusa,Dhabouli,Population Female,3716
Dhanusa,Dhalkebar,Total households,2022
Dhanusa,Dhalkebar,Population Male,5413
Dhanusa,Dhalkebar,Population Female,5494
Dhanusa,Dhanauji,Total households,1515
Dhanusa,Dhanauji,Population Male,4691
Dhanusa,Dhanauji,Population Female,4237
Dhanusa,Dhanusadham,Total households,1636
Dhanusa,Dhanusadham,Population Male,4004
Dhanusa,Dhanusadham,Population Female,4658
Dhanusa,Digambarpur,Total households,1729
Dhanusa,Digambarpur,Population Male,4775
Dhanusa,Digambarpur,Population Female,4620
Dhanusa,Dubarikot Hathiletwa,Total households,1290
Dhanusa,Dubarikot Hathiletwa,Population Male,3187
Dhanusa,Dubarikot Hathiletwa,Population Female,3687
Dhanusa,Duhabi,Total households,1300
Dhanusa,Duhabi,Population Male,3622
Dhanusa,Duhabi,Population Female,3399
Dhanusa,Ekarahi,Total households,906
Dhanusa,Ekarahi,Population Male,2226
Dhanusa,Ekarahi,Population Female,2518
Dhanusa,Fulgama,Total households,2193
Dhanusa,Fulgama,Population Male,6039
Dhanusa,Fulgama,Population Female,6104
Dhanusa,Ghodghans,Total households,1122
Dhanusa,Ghodghans,Population Male,2687
Dhanusa,Ghodghans,Population Female,2971
Dhanusa,Godar,Total households,1609
Dhanusa,Godar,Population Male,3767
Dhanusa,Godar,Population Female,4040
Dhanusa,Gopalpur,Total households,1017
Dhanusa,Gopalpur,Population Male,2375
Dhanusa,Gopalpur,Population Female,2693
Dhanusa,Goth Kohelpur,Total households,724
Dhanusa,Goth Kohelpur,Population Male,1892
Dhanusa,Goth Kohelpur,Population Female,1888
Dhanusa,Hansapur Kathpula,Total households,878
Dhanusa,Hansapur Kathpula,Population Male,2551
Dhanusa,Hansapur Kathpula,Population Female,2680
Dhanusa,Hariharpur,Total households,1562
Dhanusa,Hariharpur,Population Male,4894
Dhanusa,Hariharpur,Population Female,4555
