District,Zone,Ecological Belt,Development Region,Year (BS),Year (AD),Caste,Indicator,Value
Dolakha,Janakpur,Mountain,Central,2068/69,2011/12,Bhojpuri,Male,62
Dolakha,Janakpur,Mountain,Central,2068/69,2011/12,Bhojpuri,Female,29
Dolakha,Janakpur,Mountain,Central,2068/69,2011/12,Rai,Male,38
Dolakha,Janakpur,Mountain,Central,2068/69,2011/12,Rai,Female,37
Dolakha,Janakpur,Mountain,Central,2068/69,2011/12,Hindi,Male,29
Dolakha,Janakpur,Mountain,Central,2068/69,2011/12,Hindi,Female,10
Dolakha,Janakpur,Mountain,Central,2068/69,2011/12,Sign Language,Male,16
Dolakha,Janakpur,Mountain,Central,2068/69,2011/12,Sign Language,Female,16
Dolakha,Janakpur,Mountain,Central,2068/69,2011/12,Tharu,Male,22
Dolakha,Janakpur,Mountain,Central,2068/69,2011/12,Tharu,Female,7
Dolakha,Janakpur,Mountain,Central,2068/69,2011/12,Bhujel,Male,13
Dolakha,Janakpur,Mountain,Central,2068/69,2011/12,Bhujel,Female,8
Dolakha,Janakpur,Mountain,Central,2068/69,2011/12,Doteli,Male,9
Dolakha,Janakpur,Mountain,Central,2068/69,2011/12,Doteli,Female,11
Dolakha,Janakpur,Mountain,Central,2068/69,2011/12,Limbu,Male,8
Dolakha,Janakpur,Mountain,Central,2068/69,2011/12,Limbu,Female,6
Dolakha,Janakpur,Mountain,Central,2068/69,2011/12,Khash,Male,7
Dolakha,Janakpur,Mountain,Central,2068/69,2011/12,Khash,Female,5
Dolakha,Janakpur,Mountain,Central,2068/69,2011/12,Others,Male,40
Dolakha,Janakpur,Mountain,Central,2068/69,2011/12,Others,Female,26
Dolakha,Janakpur,Mountain,Central,2068/69,2011/12,Not Reported,Male,95
Dolakha,Janakpur,Mountain,Central,2068/69,2011/12,Not Reported,Female,112
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,Nepali,Male,13036
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,Nepali,Female,12787
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,Gurung,Male,1123
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,Gurung,Female,1312
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,Sherpa,Male,1042
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,Sherpa,Female,1122
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,Magar,Male,898
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,Magar,Female,1003
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,Dolpali,Male,754
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,Dolpali,Female,860
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,Bote,Male,632
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,Bote,Female,762
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,Kham,Male,482
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,Kham,Female,507
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,Tamang,Male,80
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,Tamang,Female,55
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,Sign Language,Male,33
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,Sign Language,Female,17
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,Tharu,Male,40
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,Tharu,Female,1
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,Maithili,Male,20
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,Maithili,Female,5
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,Doteli,Male,23
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,Doteli,Female,0
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,Kaike,Male,8
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,Kaike,Female,9
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,Newari,Male,12
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,Newari,Female,3
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,Avadhi,Male,6
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,Avadhi,Female,8
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,Thakali,Male,7
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,Thakali,Female,5
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,Urdu,Male,11
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,Urdu,Female,0
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,Others,Male,31
Dolpa,Karnali,Mountain,Mid-Western,2068/69,2011/12,Others,Female,6
Doti,Seti,Hill,Far-Western,2068/69,2011/12,Doteli,Male,85459
Doti,Seti,Hill,Far-Western,2068/69,2011/12,Doteli,Female,105232
Doti,Seti,Hill,Far-Western,2068/69,2011/12,Nepali,Male,8647
Doti,Seti,Hill,Far-Western,2068/69,2011/12,Nepali,Female,7071
Doti,Seti,Hill,Far-Western,2068/69,2011/12,Magar,Male,1070
Doti,Seti,Hill,Far-Western,2068/69,2011/12,Magar,Female,1015
Doti,Seti,Hill,Far-Western,2068/69,2011/12,Kham,Male,438
Doti,Seti,Hill,Far-Western,2068/69,2011/12,Kham,Female,454
Doti,Seti,Hill,Far-Western,2068/69,2011/12,Baitadeli,Male,343
Doti,Seti,Hill,Far-Western,2068/69,2011/12,Baitadeli,Female,38
Doti,Seti,Hill,Far-Western,2068/69,2011/12,Tharu,Male,248
Doti,Seti,Hill,Far-Western,2068/69,2011/12,Tharu,Female,77
Doti,Seti,Hill,Far-Western,2068/69,2011/12,Maithili,Male,190
Doti,Seti,Hill,Far-Western,2068/69,2011/12,Maithili,Female,74
Doti,Seti,Hill,Far-Western,2068/69,2011/12,Achhami,Male,137
Doti,Seti,Hill,Far-Western,2068/69,2011/12,Achhami,Female,113
Doti,Seti,Hill,Far-Western,2068/69,2011/12,Bajhangi,Male,86
Doti,Seti,Hill,Far-Western,2068/69,2011/12,Bajhangi,Female,80
Doti,Seti,Hill,Far-Western,2068/69,2011/12,Darchuleli,Male,110
Doti,Seti,Hill,Far-Western,2068/69,2011/12,Darchuleli,Female,10
Doti,Seti,Hill,Far-Western,2068/69,2011/12,Sherpa,Male,51
Doti,Seti,Hill,Far-Western,2068/69,2011/12,Sherpa,Female,60
Doti,Seti,Hill,Far-Western,2068/69,2011/12,Hindi,Male,75
Doti,Seti,Hill,Far-Western,2068/69,2011/12,Hindi,Female,36
Doti,Seti,Hill,Far-Western,2068/69,2011/12,Newari,Male,58
Doti,Seti,Hill,Far-Western,2068/69,2011/12,Newari,Female,29
Doti,Seti,Hill,Far-Western,2068/69,2011/12,Sign Language,Male,53
Doti,Seti,Hill,Far-Western,2068/69,2011/12,Sign Language,Female,31
Doti,Seti,Hill,Far-Western,2068/69,2011/12,Bhojpuri,Male,46
Doti,Seti,Hill,Far-Western,2068/69,2011/12,Bhojpuri,Female,25
Doti,Seti,Hill,Far-Western,2068/69,2011/12,Tamang,Male,58
Doti,Seti,Hill,Far-Western,2068/69,2011/12,Tamang,Female,13
Doti,Seti,Hill,Far-Western,2068/69,2011/12,Bajureli,Male,37
Doti,Seti,Hill,Far-Western,2068/69,2011/12,Bajureli,Female,7
Doti,Seti,Hill,Far-Western,2068/69,2011/12,Gurung,Male,29
Doti,Seti,Hill,Far-Western,2068/69,2011/12,Gurung,Female,9
Doti,Seti,Hill,Far-Western,2068/69,2011/12,Urdu,Male,13
Doti,Seti,Hill,Far-Western,2068/69,2011/12,Urdu,Female,7
Doti,Seti,Hill,Far-Western,2068/69,2011/12,Rai,Male,12
Doti,Seti,Hill,Far-Western,2068/69,2011/12,Rai,Female,7
Doti,Seti,Hill,Far-Western,2068/69,2011/12,Bangla,Male,5
Doti,Seti,Hill,Far-Western,2068/69,2011/12,Bangla,Female,7
Doti,Seti,Hill,Far-Western,2068/69,2011/12,Others,Male,60
Doti,Seti,Hill,Far-Western,2068/69,2011/12,Others,Female,58
Doti,Seti,Hill,Far-Western,2068/69,2011/12,Not Reported,Male,27
Doti,Seti,Hill,Far-Western,2068/69,2011/12,Not Reported,Female,41
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Nepali,Male,87890
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Nepali,Female,109778
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Gurung,Male,16010
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Gurung,Female,20013
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Magar,Male,5586
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Magar,Female,7070
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Tamang,Male,4981
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Tamang,Female,5647
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Ghale,Male,1355
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Ghale,Female,1723
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Urdu,Male,1007
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Urdu,Female,1341
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Newari,Male,849
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Newari,Female,1089
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Kumal,Male,773
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Kumal,Female,965
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Chepang,Male,777
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Chepang,Female,851
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Bajjika,Male,568
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Bajjika,Female,664
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Bhojpuri,Male,438
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Bhojpuri,Female,132
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Hyolmo/Yholmo,Male,220
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Hyolmo/Yholmo,Female,262
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Maithili,Male,104
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Maithili,Female,54
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Hindi,Male,92
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Hindi,Female,62
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Sign Language,Male,77
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Sign Language,Female,66
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Rai,Male,51
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Rai,Female,51
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Tharu,Male,54
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Tharu,Female,26
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Sherpa,Male,23
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Sherpa,Female,30
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Doteli,Male,17
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Doteli,Female,24
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Bangla,Male,18
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Bangla,Female,6
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Limbu,Male,12
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Limbu,Female,9
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Sunuwar,Male,10
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Sunuwar,Female,8
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Majhi,Male,4
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Majhi,Female,9
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Darai,Male,2
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Darai,Female,11
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Others,Male,61
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Others,Female,53
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Not Reported,Male,62
Gorkha,Gandaki,Hill,Western,2068/69,2011/12,Not Reported,Female,76
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,Nepali,Male,115995
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,Nepali,Female,153557
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,Magar,Male,2538
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,Magar,Female,2936
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,Newari,Male,1211
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,Newari,Female,1428
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,Gurung,Male,374
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,Gurung,Female,474
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,Bote,Male,244
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,Bote,Female,336
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,Kumal,Male,109
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,Kumal,Female,117
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,Bhujel,Male,48
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,Bhujel,Female,60
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,Urdu,Male,59
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,Urdu,Female,34
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,Hindi,Male,57
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,Hindi,Female,26
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,Maithili,Male,59
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,Maithili,Female,17
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,Bhojpuri,Male,67
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,Bhojpuri,Female,8
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,Sign Language,Male,35
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,Sign Language,Female,32
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,Tharu,Male,39
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,Tharu,Female,14
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,Chhantyal,Male,16
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,Chhantyal,Female,21
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,Tamang,Male,13
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,Tamang,Female,10
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,Avadhi,Male,17
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,Avadhi,Female,6
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,Chepang,Male,17
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,Chepang,Female,2
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,Majhi,Male,11
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,Majhi,Female,8
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,Others,Male,22
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,Others,Female,13
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,Not Reported,Male,64
Gulmi,Lumbini,Hill,Western,2068/69,2011/12,Not Reported,Female,66
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Nepali,Male,22366
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Nepali,Female,21792
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Tamang,Male,3189
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Tamang,Female,3164
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Sign Language,Male,61
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Sign Language,Female,31
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Maithili,Male,55
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Maithili,Female,2
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Magar,Male,48
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Magar,Female,6
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Tharu,Male,31
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Tharu,Female,3
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Doteli,Male,11
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Doteli,Female,5
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Tibetan,Male,14
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Tibetan,Female,0
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Others,Male,58
Humla,Karnali,Mountain,Mid-Western,2068/69,2011/12,Others,Female,22
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Nepali,Male,60093
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Nepali,Female,64245
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Limbu,Male,20052
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Limbu,Female,21586
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Bantawa,Male,11875
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Bantawa,Female,12325
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Rai,Male,11715
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Rai,Female,12410
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Tamang,Male,8473
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Tamang,Female,8944
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Magar,Male,6400
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Magar,Female,6912
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Gurung,Male,2948
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Gurung,Female,3239
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Newari,Male,2999
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Newari,Female,2994
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Sherpa,Male,1804
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Sherpa,Female,1792
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Chamling,Male,1475
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Chamling,Female,1536
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Sunuwar,Male,1430
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Sunuwar,Female,1561
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Lapcha,Male,1377
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Lapcha,Female,1295
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Kulung,Male,868
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Kulung,Female,835
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Yakkha,Male,721
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Yakkha,Female,783
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Sampang,Male,783
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Sampang,Female,713
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Yamphu/Yamphe,Male,626
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Yamphu/Yamphe,Female,661
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Thulung,Male,545
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Thulung,Female,544
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Maithili,Male,510
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Maithili,Female,393
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Mewahang,Male,447
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Mewahang,Female,455
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Bhujel,Male,444
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Bhujel,Female,433
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Thami,Male,392
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Thami,Female,334
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Hyolmo/Yholmo,Male,291
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Hyolmo/Yholmo,Female,343
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Khaling,Male,286
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Khaling,Female,281
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Bote,Male,272
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Bote,Female,275
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Sanskrit,Male,240
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Sanskrit,Female,256
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Nachhiring,Male,175
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Nachhiring,Female,179
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Sam,Male,137
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Sam,Female,135
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Hindi,Male,124
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Hindi,Female,91
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Bhojpuri,Male,115
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Bhojpuri,Female,86
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Dumi,Male,88
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Dumi,Female,110
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Rajsthani,Male,109
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Rajsthani,Female,71
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Tharu,Male,96
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Tharu,Female,44
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Bahing,Male,66
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Bahing,Female,65
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Rajbanshi,Male,76
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Rajbanshi,Female,35
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Byansi,Male,51
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Byansi,Female,55
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Koyee,Male,51
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Koyee,Female,50
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Kumal,Male,47
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Kumal,Female,52
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Majhi,Male,37
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Majhi,Female,54
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Doteli,Male,38
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Doteli,Female,50
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Lohorung,Male,34
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Lohorung,Female,51
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Urdu,Male,57
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Urdu,Female,27
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Dhimal,Male,45
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Dhimal,Female,39
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Lingkhim,Male,37
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Lingkhim,Female,46
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Dungmali,Male,39
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Dungmali,Female,36
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Wambule,Male,32
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Wambule,Female,42
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Puma,Male,40
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Puma,Female,33
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Sign Language,Male,32
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Sign Language,Female,30
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Uranw/Urau,Male,34
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Uranw/Urau,Female,23
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Bangla,Male,45
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Bangla,Female,11
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Santhali,Male,20
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Santhali,Female,19
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Assami,Male,18
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Assami,Female,18
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Khash,Male,11
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Khash,Female,22
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Hayu/Vayu,Male,15
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Hayu/Vayu,Female,14
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,English,Male,14
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,English,Female,14
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Thakali,Male,6
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Thakali,Female,19
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Danuwar,Male,12
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Danuwar,Female,10
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Sadhani,Male,10
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Sadhani,Female,7
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Meche,Male,12
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Meche,Female,4
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Tajpuriya,Male,8
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Tajpuriya,Female,7
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Tibetan,Male,10
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Tibetan,Female,4
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Others,Male,1778
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Others,Female,1841
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Not Reported,Male,541
Ilam,Mechi,Hill,Eastern,2068/69,2011/12,Not Reported,Female,589
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,Nepali,Male,84768
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,Nepali,Female,85098
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,Kham,Male,483
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,Kham,Female,433
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,Magar,Male,175
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,Magar,Female,185
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,Maithili,Male,48
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,Maithili,Female,22
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,Tharu,Male,19
Jajarkot,Bheri,Hill,Mid-Western,2068/69,2011/12,Tharu,Female,4
