District,Zone,Ecological Belt,Development Region,Year (BS),Year (AD),Gender,Age-Group,Indicator,Value
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,Female,50 - 54 Years,Length of stay not stated,284
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,Female,55 - 59 Years,Less than 1 year,0
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,Female,55 - 59 Years,1-5 years,113
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,Female,55 - 59 Years,6-10 years,35
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,Female,55 - 59 Years,More than 10 years,1433
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,Female,55 - 59 Years,Length of stay not stated,152
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,Female,60 - 64 Years,Less than 1 year,8
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,Female,60 - 64 Years,1-5 years,68
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,Female,60 - 64 Years,6-10 years,76
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,Female,60 - 64 Years,More than 10 years,1624
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,Female,60 - 64 Years,Length of stay not stated,238
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,Female,65 - 69 Years,Less than 1 year,8
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,Female,65 - 69 Years,1-5 years,30
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,Female,65 - 69 Years,6-10 years,53
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,Female,65 - 69 Years,More than 10 years,1207
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,Female,65 - 69 Years,Length of stay not stated,133
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,Female,70 - 74 Years,Less than 1 year,0
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,Female,70 - 74 Years,1-5 years,42
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,Female,70 - 74 Years,6-10 years,33
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,Female,70 - 74 Years,More than 10 years,888
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,Female,70 - 74 Years,Length of stay not stated,125
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,Female,75+ Years,Less than 1 year,0
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,Female,75+ Years,1-5 years,41
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,Female,75+ Years,6-10 years,99
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,Female,75+ Years,More than 10 years,802
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,Female,75+ Years,Length of stay not stated,180
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Male,00 - 04 Years,Less than 1 year,64
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Male,00 - 04 Years,1-5 years,104
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Male,00 - 04 Years,6-10 years,0
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Male,00 - 04 Years,More than 10 years,0
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Male,00 - 04 Years,Length of stay not stated,48
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Male,05 - 09 Years,Less than 1 year,33
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Male,05 - 09 Years,1-5 years,138
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Male,05 - 09 Years,6-10 years,32
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Male,05 - 09 Years,More than 10 years,0
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Male,05 - 09 Years,Length of stay not stated,16
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Male,10 - 14 Years,Less than 1 year,47
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Male,10 - 14 Years,1-5 years,173
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Male,10 - 14 Years,6-10 years,118
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Male,10 - 14 Years,More than 10 years,32
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Male,10 - 14 Years,Length of stay not stated,86
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Male,15 - 19 Years,Less than 1 year,24
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Male,15 - 19 Years,1-5 years,140
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Male,15 - 19 Years,6-10 years,94
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Male,15 - 19 Years,More than 10 years,168
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Male,15 - 19 Years,Length of stay not stated,56
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Male,20 - 24 Years,Less than 1 year,53
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Male,20 - 24 Years,1-5 years,161
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Male,20 - 24 Years,6-10 years,61
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Male,20 - 24 Years,More than 10 years,123
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Male,20 - 24 Years,Length of stay not stated,23
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Male,25 - 29 Years,Less than 1 year,41
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Male,25 - 29 Years,1-5 years,139
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Male,25 - 29 Years,6-10 years,65
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Male,25 - 29 Years,More than 10 years,164
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Male,25 - 29 Years,Length of stay not stated,32
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Male,30 - 34 Years,Less than 1 year,58
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Male,30 - 34 Years,1-5 years,126
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Male,30 - 34 Years,6-10 years,110
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Male,30 - 34 Years,More than 10 years,210
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Male,30 - 34 Years,Length of stay not stated,50
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Male,35 - 39 Years,Less than 1 year,31
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Male,35 - 39 Years,1-5 years,141
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Male,35 - 39 Years,6-10 years,125
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Male,35 - 39 Years,More than 10 years,289
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Male,35 - 39 Years,Length of stay not stated,8
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Male,40 - 44 Years,Less than 1 year,15
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Male,40 - 44 Years,1-5 years,131
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Male,40 - 44 Years,6-10 years,112
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Male,40 - 44 Years,More than 10 years,581
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Male,40 - 44 Years,Length of stay not stated,39
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Male,45 - 49 Years,Less than 1 year,8
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Male,45 - 49 Years,1-5 years,71
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Male,45 - 49 Years,6-10 years,40
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Male,45 - 49 Years,More than 10 years,670
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Male,45 - 49 Years,Length of stay not stated,16
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Male,50 - 54 Years,Less than 1 year,9
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Male,50 - 54 Years,1-5 years,62
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Male,50 - 54 Years,6-10 years,78
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Male,50 - 54 Years,More than 10 years,744
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Male,50 - 54 Years,Length of stay not stated,34
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Male,55 - 59 Years,Less than 1 year,0
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Male,55 - 59 Years,1-5 years,15
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Male,55 - 59 Years,6-10 years,30
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Male,55 - 59 Years,More than 10 years,632
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Male,55 - 59 Years,Length of stay not stated,24
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Male,60 - 64 Years,Less than 1 year,8
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Male,60 - 64 Years,1-5 years,30
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Male,60 - 64 Years,6-10 years,31
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Male,60 - 64 Years,More than 10 years,513
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Male,60 - 64 Years,Length of stay not stated,0
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Male,65 - 69 Years,Less than 1 year,0
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Male,65 - 69 Years,1-5 years,9
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Male,65 - 69 Years,6-10 years,24
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Male,65 - 69 Years,More than 10 years,431
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Male,65 - 69 Years,Length of stay not stated,8
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Male,70 - 74 Years,Less than 1 year,0
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Male,70 - 74 Years,1-5 years,0
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Male,70 - 74 Years,6-10 years,8
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Male,70 - 74 Years,More than 10 years,225
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Male,70 - 74 Years,Length of stay not stated,0
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Male,75+ Years,Less than 1 year,8
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Male,75+ Years,1-5 years,0
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Male,75+ Years,6-10 years,0
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Male,75+ Years,More than 10 years,269
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Male,75+ Years,Length of stay not stated,17
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Female,00 - 04 Years,Less than 1 year,18
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Female,00 - 04 Years,1-5 years,87
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Female,00 - 04 Years,6-10 years,0
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Female,00 - 04 Years,More than 10 years,0
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Female,00 - 04 Years,Length of stay not stated,53
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Female,05 - 09 Years,Less than 1 year,51
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Female,05 - 09 Years,1-5 years,143
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Female,05 - 09 Years,6-10 years,17
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Female,05 - 09 Years,More than 10 years,0
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Female,05 - 09 Years,Length of stay not stated,60
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Female,10 - 14 Years,Less than 1 year,0
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Female,10 - 14 Years,1-5 years,228
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Female,10 - 14 Years,6-10 years,123
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Female,10 - 14 Years,More than 10 years,48
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Female,10 - 14 Years,Length of stay not stated,89
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Female,15 - 19 Years,Less than 1 year,214
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Female,15 - 19 Years,1-5 years,535
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Female,15 - 19 Years,6-10 years,107
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Female,15 - 19 Years,More than 10 years,176
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Female,15 - 19 Years,Length of stay not stated,84
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Female,20 - 24 Years,Less than 1 year,223
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Female,20 - 24 Years,1-5 years,834
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Female,20 - 24 Years,6-10 years,371
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Female,20 - 24 Years,More than 10 years,147
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Female,20 - 24 Years,Length of stay not stated,301
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Female,25 - 29 Years,Less than 1 year,66
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Female,25 - 29 Years,1-5 years,290
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Female,25 - 29 Years,6-10 years,587
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Female,25 - 29 Years,More than 10 years,496
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Female,25 - 29 Years,Length of stay not stated,132
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Female,30 - 34 Years,Less than 1 year,16
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Female,30 - 34 Years,1-5 years,172
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Female,30 - 34 Years,6-10 years,282
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Female,30 - 34 Years,More than 10 years,837
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Female,30 - 34 Years,Length of stay not stated,117
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Female,35 - 39 Years,Less than 1 year,8
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Female,35 - 39 Years,1-5 years,66
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Female,35 - 39 Years,6-10 years,82
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Female,35 - 39 Years,More than 10 years,912
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Female,35 - 39 Years,Length of stay not stated,199
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Female,40 - 44 Years,Less than 1 year,0
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Female,40 - 44 Years,1-5 years,74
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Female,40 - 44 Years,6-10 years,65
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Female,40 - 44 Years,More than 10 years,923
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Female,40 - 44 Years,Length of stay not stated,121
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Female,45 - 49 Years,Less than 1 year,0
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Female,45 - 49 Years,1-5 years,54
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Female,45 - 49 Years,6-10 years,38
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Female,45 - 49 Years,More than 10 years,930
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Female,45 - 49 Years,Length of stay not stated,90
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Female,50 - 54 Years,Less than 1 year,0
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Female,50 - 54 Years,1-5 years,17
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Female,50 - 54 Years,6-10 years,25
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Female,50 - 54 Years,More than 10 years,792
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Female,50 - 54 Years,Length of stay not stated,93
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Female,55 - 59 Years,Less than 1 year,7
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Female,55 - 59 Years,1-5 years,20
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Female,55 - 59 Years,6-10 years,21
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Female,55 - 59 Years,More than 10 years,735
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Female,55 - 59 Years,Length of stay not stated,103
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Female,60 - 64 Years,Less than 1 year,0
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Female,60 - 64 Years,1-5 years,0
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Female,60 - 64 Years,6-10 years,24
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Female,60 - 64 Years,More than 10 years,635
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Female,60 - 64 Years,Length of stay not stated,41
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Female,65 - 69 Years,Less than 1 year,9
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Female,65 - 69 Years,1-5 years,0
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Female,65 - 69 Years,6-10 years,14
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Female,65 - 69 Years,More than 10 years,483
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Female,65 - 69 Years,Length of stay not stated,45
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Female,70 - 74 Years,Less than 1 year,0
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Female,70 - 74 Years,1-5 years,0
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Female,70 - 74 Years,6-10 years,16
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Female,70 - 74 Years,More than 10 years,389
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Female,70 - 74 Years,Length of stay not stated,49
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Female,75+ Years,Less than 1 year,0
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Female,75+ Years,1-5 years,17
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Female,75+ Years,6-10 years,17
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Female,75+ Years,More than 10 years,429
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Female,75+ Years,Length of stay not stated,66
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,Male,00 - 04 Years,Less than 1 year,32
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,Male,00 - 04 Years,1-5 years,56
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,Male,00 - 04 Years,6-10 years,0
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,Male,00 - 04 Years,More than 10 years,0
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,Male,00 - 04 Years,Length of stay not stated,8
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,Male,05 - 09 Years,Less than 1 year,32
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,Male,05 - 09 Years,1-5 years,88
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,Male,05 - 09 Years,6-10 years,56
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,Male,05 - 09 Years,More than 10 years,0
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,Male,05 - 09 Years,Length of stay not stated,32
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,Male,10 - 14 Years,Less than 1 year,32
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,Male,10 - 14 Years,1-5 years,119
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,Male,10 - 14 Years,6-10 years,63
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,Male,10 - 14 Years,More than 10 years,63
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,Male,10 - 14 Years,Length of stay not stated,16
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,Male,15 - 19 Years,Less than 1 year,25
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,Male,15 - 19 Years,1-5 years,50
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,Male,15 - 19 Years,6-10 years,17
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,Male,15 - 19 Years,More than 10 years,83
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,Male,15 - 19 Years,Length of stay not stated,17
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,Male,20 - 24 Years,Less than 1 year,32
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,Male,20 - 24 Years,1-5 years,41
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,Male,20 - 24 Years,6-10 years,8
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,Male,20 - 24 Years,More than 10 years,8
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,Male,20 - 24 Years,Length of stay not stated,0
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,Male,25 - 29 Years,Less than 1 year,33
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,Male,25 - 29 Years,1-5 years,151
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,Male,25 - 29 Years,6-10 years,25
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,Male,25 - 29 Years,More than 10 years,59
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,Male,25 - 29 Years,Length of stay not stated,8
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,Male,30 - 34 Years,Less than 1 year,16
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,Male,30 - 34 Years,1-5 years,122
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,Male,30 - 34 Years,6-10 years,41
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,Male,30 - 34 Years,More than 10 years,98
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,Male,30 - 34 Years,Length of stay not stated,33
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,Male,35 - 39 Years,Less than 1 year,25
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,Male,35 - 39 Years,1-5 years,98
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,Male,35 - 39 Years,6-10 years,66
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,Male,35 - 39 Years,More than 10 years,82
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,Male,35 - 39 Years,Length of stay not stated,25
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,Male,40 - 44 Years,Less than 1 year,8
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,Male,40 - 44 Years,1-5 years,56
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,Male,40 - 44 Years,6-10 years,40
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,Male,40 - 44 Years,More than 10 years,161
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,Male,40 - 44 Years,Length of stay not stated,16
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,Male,45 - 49 Years,Less than 1 year,0
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,Male,45 - 49 Years,1-5 years,16
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,Male,45 - 49 Years,6-10 years,16
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,Male,45 - 49 Years,More than 10 years,101
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,Male,45 - 49 Years,Length of stay not stated,16
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,Male,50 - 54 Years,Less than 1 year,8
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,Male,50 - 54 Years,1-5 years,32
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,Male,50 - 54 Years,6-10 years,16
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,Male,50 - 54 Years,More than 10 years,73
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,Male,50 - 54 Years,Length of stay not stated,8
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,Male,55 - 59 Years,Less than 1 year,0
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,Male,55 - 59 Years,1-5 years,8
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,Male,55 - 59 Years,6-10 years,8
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,Male,55 - 59 Years,More than 10 years,47
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,Male,55 - 59 Years,Length of stay not stated,8
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,Male,60 - 64 Years,Less than 1 year,0
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,Male,60 - 64 Years,1-5 years,8
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,Male,60 - 64 Years,6-10 years,8
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,Male,60 - 64 Years,More than 10 years,25
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,Male,60 - 64 Years,Length of stay not stated,0
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,Male,65 - 69 Years,Less than 1 year,0
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,Male,65 - 69 Years,1-5 years,0
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,Male,65 - 69 Years,6-10 years,8
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,Male,65 - 69 Years,More than 10 years,23
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,Male,65 - 69 Years,Length of stay not stated,0
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,Male,70 - 74 Years,Less than 1 year,0
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,Male,70 - 74 Years,1-5 years,0
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,Male,70 - 74 Years,6-10 years,8
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,Male,70 - 74 Years,More than 10 years,16
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,Male,70 - 74 Years,Length of stay not stated,0
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,Male,75+ Years,Less than 1 year,0
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,Male,75+ Years,1-5 years,0
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,Male,75+ Years,6-10 years,0
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,Male,75+ Years,More than 10 years,25
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,Male,75+ Years,Length of stay not stated,0
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,Female,00 - 04 Years,Less than 1 year,25
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,Female,00 - 04 Years,1-5 years,34
