District,Zone,Ecological Belt,Development Region,Year (BS),Year (AD),Age-Group,Sex,Value
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,65 - 69 Years,Male,0
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,65 - 69 Years,Male,0
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,65 - 69 Years,Male,131
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,65 - 69 Years,Male,3
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,70 - 74 Years,Male,20
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,70 - 74 Years,Male,217
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,70 - 74 Years,Male,43
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,70 - 74 Years,Male,23
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,70 - 74 Years,Male,16
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,70 - 74 Years,Male,3
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,70 - 74 Years,Male,1
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,70 - 74 Years,Male,1
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,70 - 74 Years,Male,0
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,70 - 74 Years,Male,126
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,70 - 74 Years,Male,8
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,75+ Years,Male,25
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,75+ Years,Male,232
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,75+ Years,Male,23
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,75+ Years,Male,26
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,75+ Years,Male,14
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,75+ Years,Male,1
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,75+ Years,Male,4
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,75+ Years,Male,0
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,75+ Years,Male,0
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,75+ Years,Male,142
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,75+ Years,Male,7
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,05 Year,Female,517
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,05 Year,Female,470
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,05 Year,Female,0
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,05 Year,Female,0
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,05 Year,Female,0
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,05 Year,Female,0
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,05 Year,Female,0
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,05 Year,Female,0
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,05 Year,Female,0
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,05 Year,Female,14
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,05 Year,Female,21
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,06 Year,Female,477
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,06 Year,Female,904
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,06 Year,Female,0
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,06 Year,Female,0
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,06 Year,Female,0
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,06 Year,Female,0
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,06 Year,Female,0
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,06 Year,Female,0
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,06 Year,Female,0
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,06 Year,Female,7
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,06 Year,Female,10
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,07 Year,Female,238
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,07 Year,Female,1314
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,07 Year,Female,0
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,07 Year,Female,0
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,07 Year,Female,0
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,07 Year,Female,0
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,07 Year,Female,0
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,07 Year,Female,0
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,07 Year,Female,0
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,07 Year,Female,9
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,07 Year,Female,3
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,08 Year,Female,129
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,08 Year,Female,1469
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,08 Year,Female,0
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,08 Year,Female,0
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,08 Year,Female,0
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,08 Year,Female,0
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,08 Year,Female,0
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,08 Year,Female,0
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,08 Year,Female,0
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,08 Year,Female,2
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,08 Year,Female,1
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,09 Year,Female,60
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,09 Year,Female,1396
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,09 Year,Female,3
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,09 Year,Female,0
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,09 Year,Female,0
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,09 Year,Female,0
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,09 Year,Female,0
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,09 Year,Female,0
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,09 Year,Female,0
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,09 Year,Female,1
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,09 Year,Female,2
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,10 Year,Female,45
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,10 Year,Female,1649
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,10 Year,Female,92
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,10 Year,Female,0
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,10 Year,Female,0
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,10 Year,Female,0
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,10 Year,Female,0
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,10 Year,Female,0
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,10 Year,Female,0
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,10 Year,Female,2
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,10 Year,Female,3
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,11 Year,Female,19
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,11 Year,Female,1266
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,11 Year,Female,263
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,11 Year,Female,0
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,11 Year,Female,0
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,11 Year,Female,0
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,11 Year,Female,0
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,11 Year,Female,0
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,11 Year,Female,0
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,11 Year,Female,2
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,11 Year,Female,1
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,12 Year,Female,7
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,12 Year,Female,1149
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,12 Year,Female,618
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,12 Year,Female,5
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,12 Year,Female,0
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,12 Year,Female,0
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,12 Year,Female,0
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,12 Year,Female,0
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,12 Year,Female,0
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,12 Year,Female,2
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,12 Year,Female,2
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,13 Year,Female,8
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,13 Year,Female,728
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,13 Year,Female,857
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,13 Year,Female,57
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,13 Year,Female,0
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,13 Year,Female,0
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,13 Year,Female,0
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,13 Year,Female,0
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,13 Year,Female,0
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,13 Year,Female,2
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,13 Year,Female,1
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,14 Year,Female,3
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,14 Year,Female,532
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,14 Year,Female,1010
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,14 Year,Female,218
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,14 Year,Female,9
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,14 Year,Female,0
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,14 Year,Female,0
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,14 Year,Female,0
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,14 Year,Female,0
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,14 Year,Female,4
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,14 Year,Female,2
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,15 Year,Female,4
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,15 Year,Female,341
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,15 Year,Female,853
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,15 Year,Female,374
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,15 Year,Female,74
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,15 Year,Female,0
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,15 Year,Female,0
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,15 Year,Female,0
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,15 Year,Female,0
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,15 Year,Female,1
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,15 Year,Female,1
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,16 - 19 Years,Female,8
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,16 - 19 Years,Female,874
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,16 - 19 Years,Female,2012
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,16 - 19 Years,Female,1795
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,16 - 19 Years,Female,1204
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,16 - 19 Years,Female,130
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,16 - 19 Years,Female,5
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,16 - 19 Years,Female,0
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,16 - 19 Years,Female,0
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,16 - 19 Years,Female,12
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,16 - 19 Years,Female,13
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,20 - 24 Years,Female,11
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,20 - 24 Years,Female,1134
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,20 - 24 Years,Female,1341
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,20 - 24 Years,Female,923
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,20 - 24 Years,Female,1410
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,20 - 24 Years,Female,476
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,20 - 24 Years,Female,72
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,20 - 24 Years,Female,6
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,20 - 24 Years,Female,0
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,20 - 24 Years,Female,51
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,20 - 24 Years,Female,16
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,25 - 29 Years,Female,9
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,25 - 29 Years,Female,1080
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,25 - 29 Years,Female,1034
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,25 - 29 Years,Female,684
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,25 - 29 Years,Female,687
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,25 - 29 Years,Female,212
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,25 - 29 Years,Female,69
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,25 - 29 Years,Female,14
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,25 - 29 Years,Female,0
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,25 - 29 Years,Female,116
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,25 - 29 Years,Female,25
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,30 - 34 Years,Female,24
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,30 - 34 Years,Female,938
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,30 - 34 Years,Female,653
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,30 - 34 Years,Female,327
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,30 - 34 Years,Female,339
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,30 - 34 Years,Female,113
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,30 - 34 Years,Female,35
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,30 - 34 Years,Female,7
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,30 - 34 Years,Female,0
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,30 - 34 Years,Female,151
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,30 - 34 Years,Female,12
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,35 - 39 Years,Female,23
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,35 - 39 Years,Female,808
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,35 - 39 Years,Female,360
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,35 - 39 Years,Female,214
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,35 - 39 Years,Female,177
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,35 - 39 Years,Female,67
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,35 - 39 Years,Female,14
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,35 - 39 Years,Female,3
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,35 - 39 Years,Female,1
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,35 - 39 Years,Female,153
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,35 - 39 Years,Female,7
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,40 - 44 Years,Female,20
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,40 - 44 Years,Female,608
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,40 - 44 Years,Female,184
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,40 - 44 Years,Female,83
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,40 - 44 Years,Female,99
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,40 - 44 Years,Female,27
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,40 - 44 Years,Female,10
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,40 - 44 Years,Female,0
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,40 - 44 Years,Female,0
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,40 - 44 Years,Female,169
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,40 - 44 Years,Female,9
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,45 - 49 Years,Female,26
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,45 - 49 Years,Female,353
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,45 - 49 Years,Female,64
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,45 - 49 Years,Female,33
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,45 - 49 Years,Female,37
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,45 - 49 Years,Female,17
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,45 - 49 Years,Female,1
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,45 - 49 Years,Female,0
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,45 - 49 Years,Female,0
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,45 - 49 Years,Female,142
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,45 - 49 Years,Female,9
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,50 - 54 Years,Female,16
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,50 - 54 Years,Female,196
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,50 - 54 Years,Female,31
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,50 - 54 Years,Female,27
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,50 - 54 Years,Female,14
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,50 - 54 Years,Female,6
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,50 - 54 Years,Female,3
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,50 - 54 Years,Female,0
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,50 - 54 Years,Female,0
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,50 - 54 Years,Female,115
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,50 - 54 Years,Female,7
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,55 - 59 Years,Female,8
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,55 - 59 Years,Female,117
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,55 - 59 Years,Female,30
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,55 - 59 Years,Female,10
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,55 - 59 Years,Female,9
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,55 - 59 Years,Female,0
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,55 - 59 Years,Female,1
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,55 - 59 Years,Female,0
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,55 - 59 Years,Female,0
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,55 - 59 Years,Female,69
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,55 - 59 Years,Female,3
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,60 - 64 Years,Female,10
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,60 - 64 Years,Female,64
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,60 - 64 Years,Female,7
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,60 - 64 Years,Female,5
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,60 - 64 Years,Female,4
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,60 - 64 Years,Female,1
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,60 - 64 Years,Female,0
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,60 - 64 Years,Female,0
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,60 - 64 Years,Female,0
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,60 - 64 Years,Female,39
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,60 - 64 Years,Female,2
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,65 - 69 Years,Female,0
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,65 - 69 Years,Female,12
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,65 - 69 Years,Female,5
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,65 - 69 Years,Female,4
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,65 - 69 Years,Female,0
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,65 - 69 Years,Female,0
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,65 - 69 Years,Female,1
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,65 - 69 Years,Female,1
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,65 - 69 Years,Female,0
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,65 - 69 Years,Female,14
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,65 - 69 Years,Female,4
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,70 - 74 Years,Female,2
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,70 - 74 Years,Female,13
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,70 - 74 Years,Female,3
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,70 - 74 Years,Female,1
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,70 - 74 Years,Female,2
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,70 - 74 Years,Female,1
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,70 - 74 Years,Female,0
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,70 - 74 Years,Female,0
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,70 - 74 Years,Female,0
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,70 - 74 Years,Female,8
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,70 - 74 Years,Female,1
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,75+ Years,Female,7
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,75+ Years,Female,16
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,75+ Years,Female,1
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,75+ Years,Female,0
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,75+ Years,Female,1
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,75+ Years,Female,0
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,75+ Years,Female,0
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,75+ Years,Female,0
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,75+ Years,Female,0
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,75+ Years,Female,8
Taplejung,Mechi,Mountain,Eastern,2068/69,2011/12,75+ Years,Female,3
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,05 Year,Male,360
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,05 Year,Male,415
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,05 Year,Male,0
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,05 Year,Male,0
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,05 Year,Male,0
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,05 Year,Male,0
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,05 Year,Male,0
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,05 Year,Male,0
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,05 Year,Male,0
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,05 Year,Male,7
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,05 Year,Male,20
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,06 Year,Male,270
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,06 Year,Male,725
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,06 Year,Male,0
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,06 Year,Male,0
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,06 Year,Male,0
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,06 Year,Male,0
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,06 Year,Male,0
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,06 Year,Male,0
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,06 Year,Male,0
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,06 Year,Male,5
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,06 Year,Male,4
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,07 Year,Male,148
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,07 Year,Male,987
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,07 Year,Male,0
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,07 Year,Male,0
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,07 Year,Male,0
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,07 Year,Male,0
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,07 Year,Male,0
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,07 Year,Male,0
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,07 Year,Male,0
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,07 Year,Male,0
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,07 Year,Male,9
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,08 Year,Male,51
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,08 Year,Male,1091
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,08 Year,Male,0
