District,Zone,Ecological Belt,Development Region,Year (BS),Year (AD),Age-Group,Total,Male,Female
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,  11 Yrs.,3754,1900,1854
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,  12 Yrs.,4956,2537,2419
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,  13 Yrs.,4267,2117,2150
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,  14 Yrs.,4298,2076,2222
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,  15 Yrs.,4475,2171,2304
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,  16 Yrs.,4077,1993,2084
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,  17 Yrs.,3683,1763,1920
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,  18 Yrs.,3873,1860,2013
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,  19 Yrs.,2483,1096,1387
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,  20 Yrs.,3028,1170,1858
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,  21 Yrs.,2281,877,1404
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,  22 Yrs.,2738,919,1819
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,  23 Yrs.,2084,719,1365
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,  24 Yrs.,2446,895,1551
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,  25 Yrs.,2927,1003,1924
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,  26 Yrs.,2177,764,1413
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,  27 Yrs.,2059,748,1311
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,  28 Yrs.,2397,851,1546
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,   29 Yrs.,1377,526,851
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,   30 Yrs.,3123,1084,2039
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,   31 Yrs.,1297,496,801
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,   32 Yrs.,1993,704,1289
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,   33 Yrs.,1259,480,779
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,   34 Yrs.,1366,496,870
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,   35 Yrs.,3096,1022,2074
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,   36 Yrs.,1634,605,1029
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,   37 Yrs.,1279,483,796
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,   38 Yrs.,1837,744,1093
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,   39 Yrs.,1172,491,681
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,   40 Yrs.,3574,1296,2278
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,   41 Yrs.,1143,473,670
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,   42 Yrs.,1778,767,1011
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,   43 Yrs.,1316,542,774
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,   44 Yrs.,1213,514,699
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,   45 Yrs.,2958,1227,1731
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,   46 Yrs.,1328,588,740
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,   47 Yrs.,1246,541,705
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,   48 Yrs.,1791,827,964
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,   49 Yrs.,1209,548,661
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,   50 Yrs.,3369,1470,1899
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,   51 Yrs.,1206,622,584
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,   52 Yrs.,1620,821,799
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,   53 Yrs.,1243,592,651
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,   54 Yrs.,1058,472,586
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,   55 Yrs.,2168,1009,1159
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,   56 Yrs.,1337,660,677
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,   57 Yrs.,1142,555,587
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,   58 Yrs.,1365,657,708
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,   59 Yrs.,1007,459,548
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,   60 Yrs.,2856,1278,1578
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,   61 Yrs.,936,448,488
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,   62 Yrs.,1181,560,621
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,   63 Yrs.,894,433,461
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,   64 Yrs.,806,397,409
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,   65 Yrs.,1757,792,965
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,   66 Yrs.,786,381,405
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,   67 Yrs.,808,396,412
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,   68 Yrs.,997,550,447
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,   69 Yrs.,531,256,275
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,   70 Yrs.,1675,753,922
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,   71 Yrs.,576,299,277
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,   72 Yrs.,835,468,367
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,   73 Yrs.,570,300,270
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,   74 Yrs.,446,245,201
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,   75 Yrs.,989,490,499
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,   76 Yrs.,489,270,219
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,   77 Yrs.,438,225,213
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,   78 Yrs.,562,300,262
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,   79 Yrs.,313,149,164
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,   80 Yrs.,681,323,358
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,   81 Yrs.,262,134,128
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,   82 Yrs.,295,165,130
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,   83 Yrs.,246,143,103
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,   84 Yrs.,288,142,146
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,   85 Yrs.,216,99,117
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,   86 Yrs.,132,55,77
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,   87 Yrs.,143,72,71
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,   88 Yrs.,132,65,67
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,   89 Yrs.,72,39,33
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,   90 Yrs.,116,53,63
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,   91 Yrs.,37,16,21
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,   92 Yrs.,39,20,19
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,   93 Yrs.,20,7,13
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,   94 Yrs.,20,7,13
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,   95 Yrs.,20,7,13
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,   96 Yrs.,8,4,4
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,   97 Yrs.,9,1,8
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,   98 Yrs.,15,4,11
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,   99 Yrs.,1,0,1
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,   100 Yrs. and above,11,2,9
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,   0 Yrs.,12150,6142,6008
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,   1 Yrs.,9839,5024,4815
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,   2 Yrs.,15487,7848,7639
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,   3 Yrs.,16858,8414,8444
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,   4 Yrs.,16975,8571,8404
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,   5 Yrs.,19984,10299,9685
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,   6 Yrs.,18757,9586,9171
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,   7 Yrs.,16252,8097,8155
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,   8 Yrs.,23363,11903,11460
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,   9 Yrs.,11851,5938,5913
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,  10 Yrs.,26647,13695,12952
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,  11 Yrs.,10526,5243,5283
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,  12 Yrs.,21798,11249,10549
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,  13 Yrs.,12148,6178,5970
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,  14 Yrs.,15328,7878,7450
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,  15 Yrs.,14518,7624,6894
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,  16 Yrs.,14093,7679,6414
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,  17 Yrs.,8541,4732,3809
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,  18 Yrs.,14279,7853,6426
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,  19 Yrs.,5754,3046,2708
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,  20 Yrs.,15417,7441,7976
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,  21 Yrs.,5172,2604,2568
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,  22 Yrs.,10930,5161,5769
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,  23 Yrs.,6349,2735,3614
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,  24 Yrs.,7620,3205,4415
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,  25 Yrs.,17218,7871,9347
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,  26 Yrs.,7055,3216,3839
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,  27 Yrs.,6188,2827,3361
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,  28 Yrs.,11612,4722,6890
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,   29 Yrs.,3303,1624,1679
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,   30 Yrs.,19734,8645,11089
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,   31 Yrs.,2664,1302,1362
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,   32 Yrs.,9117,4082,5035
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,   33 Yrs.,4543,1605,2938
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,   34 Yrs.,4240,1741,2499
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,   35 Yrs.,18760,9371,9389
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,   36 Yrs.,5176,2377,2799
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,   37 Yrs.,3340,1580,1760
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,   38 Yrs.,7942,3108,4834
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,   39 Yrs.,2179,986,1193
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,   40 Yrs.,18380,9215,9165
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,   41 Yrs.,2161,1082,1079
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,   42 Yrs.,5834,2886,2948
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,   43 Yrs.,3083,1056,2027
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,   44 Yrs.,2537,1158,1379
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,   45 Yrs.,15446,8253,7193
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,   46 Yrs.,2764,1346,1418
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,   47 Yrs.,2261,1089,1172
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,   48 Yrs.,5671,2391,3280
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,   49 Yrs.,1448,642,806
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,   50 Yrs.,14275,7749,6526
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,   51 Yrs.,1651,889,762
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,   52 Yrs.,3599,1857,1742
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,   53 Yrs.,2103,726,1377
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,   54 Yrs.,1805,808,997
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,   55 Yrs.,11316,6318,4998
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,   56 Yrs.,2255,1152,1103
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,   57 Yrs.,1747,879,868
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,   58 Yrs.,4009,1634,2375
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,   59 Yrs.,1318,662,656
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,   60 Yrs.,12358,6581,5777
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,   61 Yrs.,1334,684,650
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,   62 Yrs.,2875,1362,1513
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,   63 Yrs.,1504,556,948
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,   64 Yrs.,1254,588,666
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,   65 Yrs.,9091,4811,4280
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,   66 Yrs.,1183,568,615
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,   67 Yrs.,953,490,463
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,   68 Yrs.,2341,1211,1130
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,   69 Yrs.,671,382,289
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,   70 Yrs.,6557,3600,2957
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,   71 Yrs.,591,328,263
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,   72 Yrs.,1243,669,574
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,   73 Yrs.,464,211,253
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,   74 Yrs.,302,159,143
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,   75 Yrs.,2966,1573,1393
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,   76 Yrs.,275,156,119
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,   77 Yrs.,241,118,123
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,   78 Yrs.,495,248,247
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,   79 Yrs.,139,64,75
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,   80 Yrs.,1589,826,763
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,   81 Yrs.,104,60,44
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,   82 Yrs.,137,73,64
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,   83 Yrs.,80,44,36
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,   84 Yrs.,83,37,46
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,   85 Yrs.,496,230,266
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,   86 Yrs.,51,23,28
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,   87 Yrs.,42,23,19
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,   88 Yrs.,65,35,30
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,   89 Yrs.,23,14,9
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,   90 Yrs.,344,164,180
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,   91 Yrs.,15,7,8
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,   92 Yrs.,21,10,11
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,   93 Yrs.,8,3,5
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,   94 Yrs.,9,1,8
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,   95 Yrs.,106,45,61
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,   96 Yrs.,21,6,15
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,   97 Yrs.,11,5,6
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,   98 Yrs.,11,6,5
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,   99 Yrs.,42,13,29
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,   100 Yrs. and above,115,38,77
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,   0 Yrs.,7603,3914,3689
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,   1 Yrs.,6767,3472,3295
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,   2 Yrs.,7513,3826,3687
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,   3 Yrs.,7686,3846,3840
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,   4 Yrs.,8640,4407,4233
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,   5 Yrs.,9563,4853,4710
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,   6 Yrs.,9516,4863,4653
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,   7 Yrs.,10266,5113,5153
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,   8 Yrs.,10300,5315,4985
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,   9 Yrs.,9952,5033,4919
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,  10 Yrs.,11565,5980,5585
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,  11 Yrs.,10231,5154,5077
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,  12 Yrs.,12295,6372,5923
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,  13 Yrs.,11226,5611,5615
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,  14 Yrs.,11313,5505,5808
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,  15 Yrs.,10466,5045,5421
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,  16 Yrs.,10155,4810,5345
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,  17 Yrs.,9360,4407,4953
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,  18 Yrs.,10923,5242,5681
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,  19 Yrs.,7380,3459,3921
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,  20 Yrs.,9035,4082,4953
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,  21 Yrs.,6823,3073,3750
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,  22 Yrs.,8856,4046,4810
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,  23 Yrs.,6743,3050,3693
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,  24 Yrs.,7424,3397,4027
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,  25 Yrs.,8378,3842,4536
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,  26 Yrs.,6697,3146,3551
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,  27 Yrs.,6323,3034,3289
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,  28 Yrs.,7448,3582,3866
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,   29 Yrs.,4327,2159,2168
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,   30 Yrs.,8983,4060,4923
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,   31 Yrs.,3834,1901,1933
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,   32 Yrs.,6019,2935,3084
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,   33 Yrs.,3976,1893,2083
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,   34 Yrs.,3885,1868,2017
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,   35 Yrs.,8260,3910,4350
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,   36 Yrs.,4781,2274,2507
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,   37 Yrs.,3735,1781,1954
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,   38 Yrs.,4950,2366,2584
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,   39 Yrs.,3078,1490,1588
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,   40 Yrs.,9049,4335,4714
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,   41 Yrs.,3070,1498,1572
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,   42 Yrs.,4541,2276,2265
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,   43 Yrs.,3122,1496,1626
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,   44 Yrs.,2961,1488,1473
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,   45 Yrs.,6619,3252,3367
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,   46 Yrs.,3263,1627,1636
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,   47 Yrs.,2717,1382,1335
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,   48 Yrs.,4035,2071,1964
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,   49 Yrs.,2550,1302,1248
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,   50 Yrs.,6833,3468,3365
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,   51 Yrs.,2483,1294,1189
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,   52 Yrs.,3358,1849,1509
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,   53 Yrs.,2260,1189,1071
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,   54 Yrs.,2110,1084,1026
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,   55 Yrs.,3952,2077,1875
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,   56 Yrs.,2306,1200,1106
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,   57 Yrs.,2169,1193,976
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,   58 Yrs.,2292,1202,1090
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,   59 Yrs.,1646,828,818
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,   60 Yrs.,4577,2257,2320
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,   61 Yrs.,1587,878,709
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,   62 Yrs.,1854,958,896
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,   63 Yrs.,1224,624,600
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,   64 Yrs.,1195,603,592
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,   65 Yrs.,2837,1334,1503
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,   66 Yrs.,1290,682,608
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,   67 Yrs.,1477,756,721
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,   68 Yrs.,1727,931,796
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,   69 Yrs.,821,442,379
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,   70 Yrs.,2676,1227,1449
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,   71 Yrs.,749,385,364
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,   72 Yrs.,1148,570,578
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,   73 Yrs.,796,397,399
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,   74 Yrs.,604,314,290
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,   75 Yrs.,1423,655,768
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,   76 Yrs.,617,309,308
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,   77 Yrs.,656,351,305
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,   78 Yrs.,1074,556,518
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,   79 Yrs.,415,221,194
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,   80 Yrs.,991,446,545
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,   81 Yrs.,328,176,152
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,   82 Yrs.,349,186,163
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,   83 Yrs.,302,166,136
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,   84 Yrs.,390,200,190
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,   85 Yrs.,446,206,240
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,   86 Yrs.,233,113,120
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,   87 Yrs.,175,77,98
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,   88 Yrs.,228,123,105
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,   89 Yrs.,85,50,35
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,   90 Yrs.,224,99,125
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,   91 Yrs.,52,21,31
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,   92 Yrs.,60,36,24
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,   93 Yrs.,46,24,22
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,   94 Yrs.,31,16,15
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,   95 Yrs.,62,22,40
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,   96 Yrs.,20,7,13
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,   97 Yrs.,20,9,11
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,   98 Yrs.,21,8,13
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,   99 Yrs.,4,2,2
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,   100 Yrs. and above,52,20,32
Manang,Gandaki,Mountain,Western,2068/69,2011/12,   0 Yrs.,72,34,38
Manang,Gandaki,Mountain,Western,2068/69,2011/12,   1 Yrs.,78,41,37
Manang,Gandaki,Mountain,Western,2068/69,2011/12,   2 Yrs.,74,39,35
Manang,Gandaki,Mountain,Western,2068/69,2011/12,   3 Yrs.,79,34,45
Manang,Gandaki,Mountain,Western,2068/69,2011/12,   4 Yrs.,74,32,42
Manang,Gandaki,Mountain,Western,2068/69,2011/12,   5 Yrs.,91,49,42
Manang,Gandaki,Mountain,Western,2068/69,2011/12,   6 Yrs.,84,42,42
Manang,Gandaki,Mountain,Western,2068/69,2011/12,   7 Yrs.,106,53,53
Manang,Gandaki,Mountain,Western,2068/69,2011/12,   8 Yrs.,87,43,44
Manang,Gandaki,Mountain,Western,2068/69,2011/12,   9 Yrs.,108,53,55
Manang,Gandaki,Mountain,Western,2068/69,2011/12,  10 Yrs.,101,49,52
Manang,Gandaki,Mountain,Western,2068/69,2011/12,  11 Yrs.,103,51,52
Manang,Gandaki,Mountain,Western,2068/69,2011/12,  12 Yrs.,106,46,60
Manang,Gandaki,Mountain,Western,2068/69,2011/12,  13 Yrs.,120,61,59
