District,Zone,Ecological Belt,Development Region,Year (BS),Year (AD),Age-Group,Total,Male,Female
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,  25 Yrs.,7231,3061,4170
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,  26 Yrs.,5694,2569,3125
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,  27 Yrs.,5434,2574,2860
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,  28 Yrs.,6686,3158,3528
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,   29 Yrs.,3684,1902,1782
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,   30 Yrs.,8350,3555,4795
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,   31 Yrs.,3188,1511,1677
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,   32 Yrs.,5462,2496,2966
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,   33 Yrs.,3716,1698,2018
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,   34 Yrs.,3628,1713,1915
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,   35 Yrs.,8164,3486,4678
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,   36 Yrs.,4622,2136,2486
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,   37 Yrs.,3429,1639,1790
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,   38 Yrs.,4558,2114,2444
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,   39 Yrs.,2847,1359,1488
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,   40 Yrs.,8721,3937,4784
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,   41 Yrs.,2626,1237,1389
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,   42 Yrs.,4532,2275,2257
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,   43 Yrs.,3032,1447,1585
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,   44 Yrs.,2663,1256,1407
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,   45 Yrs.,6653,3050,3603
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,   46 Yrs.,3147,1494,1653
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,   47 Yrs.,2596,1294,1302
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,   48 Yrs.,3986,1978,2008
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,   49 Yrs.,2394,1171,1223
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,   50 Yrs.,6778,3146,3632
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,   51 Yrs.,2336,1178,1158
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,   52 Yrs.,3428,1772,1656
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,   53 Yrs.,2258,1119,1139
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,   54 Yrs.,2094,1057,1037
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,   55 Yrs.,4073,2022,2051
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,   56 Yrs.,2365,1195,1170
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,   57 Yrs.,1979,1006,973
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,   58 Yrs.,2342,1182,1160
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,   59 Yrs.,1611,791,820
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,   60 Yrs.,4872,2178,2694
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,   61 Yrs.,1640,836,804
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,   62 Yrs.,2072,1021,1051
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,   63 Yrs.,1478,742,736
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,   64 Yrs.,1375,648,727
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,   65 Yrs.,3232,1386,1846
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,   66 Yrs.,1490,716,774
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,   67 Yrs.,1674,846,828
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,   68 Yrs.,2057,1083,974
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,   69 Yrs.,883,498,385
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,   70 Yrs.,3023,1336,1687
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,   71 Yrs.,856,443,413
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,   72 Yrs.,1394,702,692
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,   73 Yrs.,908,491,417
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,   74 Yrs.,756,383,373
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,   75 Yrs.,1643,728,915
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,   76 Yrs.,786,417,369
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,   77 Yrs.,800,395,405
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,   78 Yrs.,1203,598,605
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,   79 Yrs.,427,234,193
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,   80 Yrs.,1085,444,641
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,   81 Yrs.,332,167,165
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,   82 Yrs.,438,224,214
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,   83 Yrs.,413,209,204
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,   84 Yrs.,426,208,218
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,   85 Yrs.,403,184,219
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,   86 Yrs.,222,112,110
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,   87 Yrs.,170,81,89
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,   88 Yrs.,194,107,87
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,   89 Yrs.,107,45,62
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,   90 Yrs.,197,84,113
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,   91 Yrs.,66,34,32
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,   92 Yrs.,62,23,39
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,   93 Yrs.,55,25,30
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,   94 Yrs.,33,18,15
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,   95 Yrs.,48,18,30
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,   96 Yrs.,22,8,14
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,   97 Yrs.,20,6,14
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,   98 Yrs.,14,8,6
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,   99 Yrs.,11,3,8
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,   100 Yrs. and above,25,6,19
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,   0 Yrs.,3924,1966,1958
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,   1 Yrs.,3735,1909,1826
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,   2 Yrs.,4071,2010,2061
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,   3 Yrs.,4039,2071,1968
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,   4 Yrs.,4835,2441,2394
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,   5 Yrs.,5246,2560,2686
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,   6 Yrs.,5141,2509,2632
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,   7 Yrs.,5614,2686,2928
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,   8 Yrs.,5696,2913,2783
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,   9 Yrs.,5251,2583,2668
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,  10 Yrs.,6236,3189,3047
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,  11 Yrs.,5237,2592,2645
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,  12 Yrs.,6316,3225,3091
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,  13 Yrs.,5903,2990,2913
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,  14 Yrs.,5779,2847,2932
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,  15 Yrs.,5833,2797,3036
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,  16 Yrs.,5340,2577,2763
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,  17 Yrs.,5431,2639,2792
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,  18 Yrs.,5743,2711,3032
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,  19 Yrs.,3510,1570,1940
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,  20 Yrs.,3674,1553,2121
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,  21 Yrs.,2914,1192,1722
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,  22 Yrs.,3721,1429,2292
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,  23 Yrs.,2757,1102,1655
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,  24 Yrs.,2471,950,1521
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,  25 Yrs.,3199,1185,2014
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,  26 Yrs.,2484,983,1501
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,  27 Yrs.,2449,1055,1394
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,  28 Yrs.,2477,1035,1442
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,   29 Yrs.,1550,705,845
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,   30 Yrs.,3161,1173,1988
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,   31 Yrs.,1253,567,686
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,   32 Yrs.,2147,919,1228
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,   33 Yrs.,1562,672,890
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,   34 Yrs.,1499,642,857
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,   35 Yrs.,3058,1161,1897
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,   36 Yrs.,1639,680,959
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,   37 Yrs.,1492,619,873
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,   38 Yrs.,1899,829,1070
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,   39 Yrs.,1400,611,789
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,   40 Yrs.,3562,1450,2112
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,   41 Yrs.,1541,677,864
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,   42 Yrs.,2165,982,1183
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,   43 Yrs.,1627,725,902
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,   44 Yrs.,1508,701,807
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,   45 Yrs.,2686,1131,1555
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,   46 Yrs.,1733,756,977
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,   47 Yrs.,1654,792,862
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,   48 Yrs.,1989,966,1023
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,   49 Yrs.,1499,770,729
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,   50 Yrs.,2993,1423,1570
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,   51 Yrs.,1371,714,657
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,   52 Yrs.,1811,874,937
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,   53 Yrs.,1451,694,757
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,   54 Yrs.,1258,652,606
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,   55 Yrs.,1962,933,1029
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,   56 Yrs.,1402,712,690
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,   57 Yrs.,1288,640,648
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,   58 Yrs.,1382,687,695
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,   59 Yrs.,1136,556,580
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,   60 Yrs.,2225,1057,1168
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,   61 Yrs.,1168,587,581
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,   62 Yrs.,1265,632,633
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,   63 Yrs.,1004,484,520
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,   64 Yrs.,929,455,474
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,   65 Yrs.,1432,654,778
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,   66 Yrs.,798,388,410
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,   67 Yrs.,1088,529,559
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,   68 Yrs.,1084,569,515
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,   69 Yrs.,595,355,240
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,   70 Yrs.,1412,693,719
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,   71 Yrs.,649,370,279
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,   72 Yrs.,799,450,349
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,   73 Yrs.,632,371,261
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,   74 Yrs.,402,218,184
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,   75 Yrs.,817,413,404
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,   76 Yrs.,494,257,237
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,   77 Yrs.,525,253,272
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,   78 Yrs.,620,324,296
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,   79 Yrs.,255,131,124
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,   80 Yrs.,529,246,283
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,   81 Yrs.,230,120,110
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,   82 Yrs.,256,137,119
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,   83 Yrs.,187,99,88
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,   84 Yrs.,207,113,94
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,   85 Yrs.,261,134,127
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,   86 Yrs.,133,75,58
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,   87 Yrs.,119,66,53
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,   88 Yrs.,135,79,56
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,   89 Yrs.,68,37,31
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,   90 Yrs.,94,41,53
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,   91 Yrs.,35,16,19
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,   92 Yrs.,38,10,28
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,   93 Yrs.,24,9,15
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,   94 Yrs.,11,7,4
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,   95 Yrs.,22,10,12
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,   96 Yrs.,9,4,5
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,   97 Yrs.,18,6,12
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,   98 Yrs.,11,1,10
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,   99 Yrs.,14,5,9
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,   100 Yrs. and above,14,5,9
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,   0 Yrs.,5952,3176,2776
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,   1 Yrs.,5548,2902,2646
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,   2 Yrs.,5867,3086,2781
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,   3 Yrs.,5770,3010,2760
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,   4 Yrs.,6366,3316,3050
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,   5 Yrs.,7156,3732,3424
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,   6 Yrs.,7032,3576,3456
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,   7 Yrs.,7630,4015,3615
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,   8 Yrs.,7837,4193,3644
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,   9 Yrs.,7553,3900,3653
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,  10 Yrs.,8821,4692,4129
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,  11 Yrs.,8033,4100,3933
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,  12 Yrs.,9330,4880,4450
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,  13 Yrs.,9171,4721,4450
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,  14 Yrs.,10043,5135,4908
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,  15 Yrs.,9881,5098,4783
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,  16 Yrs.,10509,5510,4999
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,  17 Yrs.,9993,5260,4733
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,  18 Yrs.,12063,6552,5511
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,  19 Yrs.,9228,4788,4440
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,  20 Yrs.,12172,6390,5782
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,  21 Yrs.,9483,5005,4478
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,  22 Yrs.,12148,6190,5958
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,  23 Yrs.,9744,4867,4877
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,  24 Yrs.,10353,5044,5309
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,  25 Yrs.,11831,5658,6173
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,  26 Yrs.,9498,4555,4943
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,  27 Yrs.,8973,4265,4708
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,  28 Yrs.,11200,5420,5780
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,   29 Yrs.,6885,3442,3443
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,   30 Yrs.,13737,6569,7168
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,   31 Yrs.,5856,3075,2781
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,   32 Yrs.,9287,4654,4633
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,   33 Yrs.,6451,3245,3206
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,   34 Yrs.,6937,3466,3471
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,   35 Yrs.,12395,6234,6161
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,   36 Yrs.,6576,3262,3314
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,   37 Yrs.,5574,2811,2763
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,   38 Yrs.,8011,4039,3972
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,   39 Yrs.,4708,2418,2290
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,   40 Yrs.,11746,6047,5699
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,   41 Yrs.,3827,2033,1794
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,   42 Yrs.,6675,3590,3085
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,   43 Yrs.,4412,2319,2093
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,   44 Yrs.,3988,2096,1892
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,   45 Yrs.,7951,4166,3785
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,   46 Yrs.,4119,2110,2009
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,   47 Yrs.,3502,1909,1593
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,   48 Yrs.,4859,2528,2331
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,   49 Yrs.,3008,1488,1520
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,   50 Yrs.,7154,3625,3529
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,   51 Yrs.,2515,1390,1125
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,   52 Yrs.,3724,1972,1752
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,   53 Yrs.,2451,1248,1203
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,   54 Yrs.,2436,1207,1229
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,   55 Yrs.,4482,2263,2219
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,   56 Yrs.,2664,1365,1299
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,   57 Yrs.,2194,1157,1037
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,   58 Yrs.,2707,1377,1330
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,   59 Yrs.,1666,835,831
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,   60 Yrs.,4719,2176,2543
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,   61 Yrs.,1688,834,854
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,   62 Yrs.,2073,1056,1017
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,   63 Yrs.,1475,732,743
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,   64 Yrs.,1543,759,784
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,   65 Yrs.,3217,1466,1751
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,   66 Yrs.,1510,731,779
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,   67 Yrs.,1567,750,817
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,   68 Yrs.,1994,974,1020
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,   69 Yrs.,858,430,428
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,   70 Yrs.,2557,1105,1452
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,   71 Yrs.,899,494,405
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,   72 Yrs.,1338,672,666
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,   73 Yrs.,929,444,485
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,   74 Yrs.,884,422,462
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,   75 Yrs.,1521,673,848
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,   76 Yrs.,813,370,443
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,   77 Yrs.,853,373,480
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,   78 Yrs.,1027,453,574
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,   79 Yrs.,472,216,256
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,   80 Yrs.,953,398,555
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,   81 Yrs.,333,171,162
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,   82 Yrs.,493,239,254
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,   83 Yrs.,327,162,165
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,   84 Yrs.,432,189,243
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,   85 Yrs.,437,190,247
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,   86 Yrs.,306,127,179
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,   87 Yrs.,243,97,146
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,   88 Yrs.,244,105,139
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,   89 Yrs.,135,64,71
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,   90 Yrs.,187,58,129
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,   91 Yrs.,76,41,35
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,   92 Yrs.,84,37,47
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,   93 Yrs.,58,20,38
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,   94 Yrs.,57,27,30
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,   95 Yrs.,55,19,36
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,   96 Yrs.,20,9,11
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,   97 Yrs.,14,3,11
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,   98 Yrs.,12,3,9
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,   99 Yrs.,19,9,10
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,   100 Yrs. and above,28,8,20
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,   0 Yrs.,2682,1393,1289
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,   1 Yrs.,2471,1263,1208
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,   2 Yrs.,2872,1463,1409
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,   3 Yrs.,2909,1438,1471
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,   4 Yrs.,3164,1620,1544
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,   5 Yrs.,3376,1750,1626
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,   6 Yrs.,3232,1658,1574
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,   7 Yrs.,3597,1791,1806
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,   8 Yrs.,3756,1962,1794
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,   9 Yrs.,3543,1815,1728
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,  10 Yrs.,4407,2182,2225
