District,Zone,Ecological Belt,Development Region,Year (BS),Year (AD),Gender,Age-group,Value
Myagdi,Dhawalagiri,Hill,Western,2068/69,2011/12,  Female,30-39,3212
Myagdi,Dhawalagiri,Hill,Western,2068/69,2011/12,  Female,40-49,2160
Myagdi,Dhawalagiri,Hill,Western,2068/69,2011/12,  Female,50-59,1366
Myagdi,Dhawalagiri,Hill,Western,2068/69,2011/12,  Female,60-69,1247
Myagdi,Dhawalagiri,Hill,Western,2068/69,2011/12,  Female,70 years & above,884
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,  Male,10-14,66
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,  Male,15-19,474
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,  Male,20-29,7268
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,  Male,30-39,18716
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,  Male,40-49,23621
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,  Male,50-59,19999
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,  Male,60-69,14316
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,  Male,70 years & above,7038
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,  Female,10-14,52
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,  Female,15-19,422
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,  Female,20-29,8232
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,  Female,30-39,12346
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,  Female,40-49,6896
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,  Female,50-59,4158
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,  Female,60-69,3493
Nawalparasi,Lumbini,Terai,Western,2068/69,2011/12,  Female,70 years & above,1696
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,  Male,10-14,39
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,  Male,15-19,203
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,  Male,20-29,3932
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,  Male,30-39,8794
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,  Male,40-49,11552
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,  Male,50-59,10298
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,  Male,60-69,7123
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,  Male,70 years & above,4662
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,  Female,10-14,29
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,  Female,15-19,180
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,  Female,20-29,2267
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,  Female,30-39,3069
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,  Female,40-49,2349
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,  Female,50-59,1782
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,  Female,60-69,1608
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,  Female,70 years & above,1328
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,  Male,10-14,17
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,  Male,15-19,127
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,  Male,20-29,1832
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,  Male,30-39,4040
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,  Male,40-49,5709
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,  Male,50-59,5216
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,  Male,60-69,3794
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,  Male,70 years & above,2538
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,  Female,10-14,10
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,  Female,15-19,119
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,  Female,20-29,1718
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,  Female,30-39,2113
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,  Female,40-49,1747
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,  Female,50-59,1263
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,  Female,60-69,1264
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,  Female,70 years & above,995
Palpa,Lumbini,Hill,Western,2068/69,2011/12,  Male,10-14,78
Palpa,Lumbini,Hill,Western,2068/69,2011/12,  Male,15-19,526
Palpa,Lumbini,Hill,Western,2068/69,2011/12,  Male,20-29,2716
Palpa,Lumbini,Hill,Western,2068/69,2011/12,  Male,30-39,5581
Palpa,Lumbini,Hill,Western,2068/69,2011/12,  Male,40-49,8108
Palpa,Lumbini,Hill,Western,2068/69,2011/12,  Male,50-59,8496
Palpa,Lumbini,Hill,Western,2068/69,2011/12,  Male,60-69,6067
Palpa,Lumbini,Hill,Western,2068/69,2011/12,  Male,70 years & above,3622
Palpa,Lumbini,Hill,Western,2068/69,2011/12,  Female,10-14,58
Palpa,Lumbini,Hill,Western,2068/69,2011/12,  Female,15-19,558
Palpa,Lumbini,Hill,Western,2068/69,2011/12,  Female,20-29,5310
Palpa,Lumbini,Hill,Western,2068/69,2011/12,  Female,30-39,6910
Palpa,Lumbini,Hill,Western,2068/69,2011/12,  Female,40-49,4592
Palpa,Lumbini,Hill,Western,2068/69,2011/12,  Female,50-59,2850
Palpa,Lumbini,Hill,Western,2068/69,2011/12,  Female,60-69,2512
Palpa,Lumbini,Hill,Western,2068/69,2011/12,  Female,70 years & above,1307
Panchthar,Mechi,Hill,Eastern,2068/69,2011/12,  Male,10-14,41
Panchthar,Mechi,Hill,Eastern,2068/69,2011/12,  Male,15-19,221
Panchthar,Mechi,Hill,Eastern,2068/69,2011/12,  Male,20-29,2850
Panchthar,Mechi,Hill,Eastern,2068/69,2011/12,  Male,30-39,5563
Panchthar,Mechi,Hill,Eastern,2068/69,2011/12,  Male,40-49,7601
Panchthar,Mechi,Hill,Eastern,2068/69,2011/12,  Male,50-59,6891
Panchthar,Mechi,Hill,Eastern,2068/69,2011/12,  Male,60-69,4208
Panchthar,Mechi,Hill,Eastern,2068/69,2011/12,  Male,70 years & above,2480
Panchthar,Mechi,Hill,Eastern,2068/69,2011/12,  Female,10-14,35
Panchthar,Mechi,Hill,Eastern,2068/69,2011/12,  Female,15-19,228
Panchthar,Mechi,Hill,Eastern,2068/69,2011/12,  Female,20-29,2743
Panchthar,Mechi,Hill,Eastern,2068/69,2011/12,  Female,30-39,3020
Panchthar,Mechi,Hill,Eastern,2068/69,2011/12,  Female,40-49,2139
Panchthar,Mechi,Hill,Eastern,2068/69,2011/12,  Female,50-59,1415
Panchthar,Mechi,Hill,Eastern,2068/69,2011/12,  Female,60-69,1066
Panchthar,Mechi,Hill,Eastern,2068/69,2011/12,  Female,70 years & above,695
Parbat,Dhawalagiri,Hill,Western,2068/69,2011/12,  Male,10-14,11
Parbat,Dhawalagiri,Hill,Western,2068/69,2011/12,  Male,15-19,145
Parbat,Dhawalagiri,Hill,Western,2068/69,2011/12,  Male,20-29,1450
Parbat,Dhawalagiri,Hill,Western,2068/69,2011/12,  Male,30-39,3307
Parbat,Dhawalagiri,Hill,Western,2068/69,2011/12,  Male,40-49,4434
Parbat,Dhawalagiri,Hill,Western,2068/69,2011/12,  Male,50-59,5006
Parbat,Dhawalagiri,Hill,Western,2068/69,2011/12,  Male,60-69,4032
Parbat,Dhawalagiri,Hill,Western,2068/69,2011/12,  Male,70 years & above,2867
Parbat,Dhawalagiri,Hill,Western,2068/69,2011/12,  Female,10-14,11
Parbat,Dhawalagiri,Hill,Western,2068/69,2011/12,  Female,15-19,190
Parbat,Dhawalagiri,Hill,Western,2068/69,2011/12,  Female,20-29,3072
Parbat,Dhawalagiri,Hill,Western,2068/69,2011/12,  Female,30-39,3840
Parbat,Dhawalagiri,Hill,Western,2068/69,2011/12,  Female,40-49,2647
Parbat,Dhawalagiri,Hill,Western,2068/69,2011/12,  Female,50-59,1690
Parbat,Dhawalagiri,Hill,Western,2068/69,2011/12,  Female,60-69,1838
Parbat,Dhawalagiri,Hill,Western,2068/69,2011/12,  Female,70 years & above,1179
Parsa,Narayani,Terai,Central,2068/69,2011/12,  Male,10-14,132
Parsa,Narayani,Terai,Central,2068/69,2011/12,  Male,15-19,851
Parsa,Narayani,Terai,Central,2068/69,2011/12,  Male,20-29,8280
Parsa,Narayani,Terai,Central,2068/69,2011/12,  Male,30-39,21378
Parsa,Narayani,Terai,Central,2068/69,2011/12,  Male,40-49,24168
Parsa,Narayani,Terai,Central,2068/69,2011/12,  Male,50-59,17974
Parsa,Narayani,Terai,Central,2068/69,2011/12,  Male,60-69,12177
Parsa,Narayani,Terai,Central,2068/69,2011/12,  Male,70 years & above,5170
Parsa,Narayani,Terai,Central,2068/69,2011/12,  Female,10-14,15
Parsa,Narayani,Terai,Central,2068/69,2011/12,  Female,15-19,80
Parsa,Narayani,Terai,Central,2068/69,2011/12,  Female,20-29,718
Parsa,Narayani,Terai,Central,2068/69,2011/12,  Female,30-39,1238
Parsa,Narayani,Terai,Central,2068/69,2011/12,  Female,40-49,1166
Parsa,Narayani,Terai,Central,2068/69,2011/12,  Female,50-59,807
Parsa,Narayani,Terai,Central,2068/69,2011/12,  Female,60-69,893
Parsa,Narayani,Terai,Central,2068/69,2011/12,  Female,70 years & above,489
Pyuthan,Rapti,Hill,Mid-Western,2068/69,2011/12,  Male,10-14,36
Pyuthan,Rapti,Hill,Mid-Western,2068/69,2011/12,  Male,15-19,183
Pyuthan,Rapti,Hill,Mid-Western,2068/69,2011/12,  Male,20-29,2119
Pyuthan,Rapti,Hill,Mid-Western,2068/69,2011/12,  Male,30-39,4331
Pyuthan,Rapti,Hill,Mid-Western,2068/69,2011/12,  Male,40-49,5710
Pyuthan,Rapti,Hill,Mid-Western,2068/69,2011/12,  Male,50-59,5894
Pyuthan,Rapti,Hill,Mid-Western,2068/69,2011/12,  Male,60-69,4523
Pyuthan,Rapti,Hill,Mid-Western,2068/69,2011/12,  Male,70 years & above,2412
Pyuthan,Rapti,Hill,Mid-Western,2068/69,2011/12,  Female,10-14,37
Pyuthan,Rapti,Hill,Mid-Western,2068/69,2011/12,  Female,15-19,390
Pyuthan,Rapti,Hill,Mid-Western,2068/69,2011/12,  Female,20-29,5420
Pyuthan,Rapti,Hill,Mid-Western,2068/69,2011/12,  Female,30-39,6208
Pyuthan,Rapti,Hill,Mid-Western,2068/69,2011/12,  Female,40-49,4271
Pyuthan,Rapti,Hill,Mid-Western,2068/69,2011/12,  Female,50-59,2800
Pyuthan,Rapti,Hill,Mid-Western,2068/69,2011/12,  Female,60-69,2298
Pyuthan,Rapti,Hill,Mid-Western,2068/69,2011/12,  Female,70 years & above,1098
Ramechhap,Janakpur,Hill,Central,2068/69,2011/12,  Male,10-14,30
Ramechhap,Janakpur,Hill,Central,2068/69,2011/12,  Male,15-19,126
Ramechhap,Janakpur,Hill,Central,2068/69,2011/12,  Male,20-29,2144
Ramechhap,Janakpur,Hill,Central,2068/69,2011/12,  Male,30-39,5131
Ramechhap,Janakpur,Hill,Central,2068/69,2011/12,  Male,40-49,7577
Ramechhap,Janakpur,Hill,Central,2068/69,2011/12,  Male,50-59,7331
Ramechhap,Janakpur,Hill,Central,2068/69,2011/12,  Male,60-69,5384
Ramechhap,Janakpur,Hill,Central,2068/69,2011/12,  Male,70 years & above,3864
Ramechhap,Janakpur,Hill,Central,2068/69,2011/12,  Female,10-14,32
Ramechhap,Janakpur,Hill,Central,2068/69,2011/12,  Female,15-19,139
Ramechhap,Janakpur,Hill,Central,2068/69,2011/12,  Female,20-29,1742
Ramechhap,Janakpur,Hill,Central,2068/69,2011/12,  Female,30-39,2717
Ramechhap,Janakpur,Hill,Central,2068/69,2011/12,  Female,40-49,2346
Ramechhap,Janakpur,Hill,Central,2068/69,2011/12,  Female,50-59,1831
Ramechhap,Janakpur,Hill,Central,2068/69,2011/12,  Female,60-69,1892
Ramechhap,Janakpur,Hill,Central,2068/69,2011/12,  Female,70 years & above,1624
Rasuwa,Bagmati,Mountain,Central,2068/69,2011/12,  Male,10-14,15
Rasuwa,Bagmati,Mountain,Central,2068/69,2011/12,  Male,15-19,76
Rasuwa,Bagmati,Mountain,Central,2068/69,2011/12,  Male,20-29,714
Rasuwa,Bagmati,Mountain,Central,2068/69,2011/12,  Male,30-39,1602
Rasuwa,Bagmati,Mountain,Central,2068/69,2011/12,  Male,40-49,1944
Rasuwa,Bagmati,Mountain,Central,2068/69,2011/12,  Male,50-59,1607
Rasuwa,Bagmati,Mountain,Central,2068/69,2011/12,  Male,60-69,1011
Rasuwa,Bagmati,Mountain,Central,2068/69,2011/12,  Male,70 years & above,610
Rasuwa,Bagmati,Mountain,Central,2068/69,2011/12,  Female,10-14,14
Rasuwa,Bagmati,Mountain,Central,2068/69,2011/12,  Female,15-19,73
Rasuwa,Bagmati,Mountain,Central,2068/69,2011/12,  Female,20-29,440
Rasuwa,Bagmati,Mountain,Central,2068/69,2011/12,  Female,30-39,597
Rasuwa,Bagmati,Mountain,Central,2068/69,2011/12,  Female,40-49,415
Rasuwa,Bagmati,Mountain,Central,2068/69,2011/12,  Female,50-59,262
Rasuwa,Bagmati,Mountain,Central,2068/69,2011/12,  Female,60-69,238
Rasuwa,Bagmati,Mountain,Central,2068/69,2011/12,  Female,70 years & above,160
Rautahat,Narayani,Terai,Central,2068/69,2011/12,  Male,10-14,135
Rautahat,Narayani,Terai,Central,2068/69,2011/12,  Male,15-19,542
Rautahat,Narayani,Terai,Central,2068/69,2011/12,  Male,20-29,8855
Rautahat,Narayani,Terai,Central,2068/69,2011/12,  Male,30-39,23544
Rautahat,Narayani,Terai,Central,2068/69,2011/12,  Male,40-49,26661
Rautahat,Narayani,Terai,Central,2068/69,2011/12,  Male,50-59,18937
Rautahat,Narayani,Terai,Central,2068/69,2011/12,  Male,60-69,14908
Rautahat,Narayani,Terai,Central,2068/69,2011/12,  Male,70 years & above,6988
Rautahat,Narayani,Terai,Central,2068/69,2011/12,  Female,10-14,9
Rautahat,Narayani,Terai,Central,2068/69,2011/12,  Female,15-19,47
Rautahat,Narayani,Terai,Central,2068/69,2011/12,  Female,20-29,714
Rautahat,Narayani,Terai,Central,2068/69,2011/12,  Female,30-39,1372
Rautahat,Narayani,Terai,Central,2068/69,2011/12,  Female,40-49,1222
Rautahat,Narayani,Terai,Central,2068/69,2011/12,  Female,50-59,911
Rautahat,Narayani,Terai,Central,2068/69,2011/12,  Female,60-69,1089
Rautahat,Narayani,Terai,Central,2068/69,2011/12,  Female,70 years & above,734
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,  Male,10-14,54
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,  Male,15-19,335
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,  Male,20-29,3205
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,  Male,30-39,5608
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,  Male,40-49,6839
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,  Male,50-59,6509
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,  Male,60-69,4647
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,  Male,70 years & above,2087
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,  Female,10-14,31
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,  Female,15-19,303
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,  Female,20-29,3536
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,  Female,30-39,4219
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,  Female,40-49,2616
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,  Female,50-59,1644
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,  Female,60-69,1391
Rolpa,Rapti,Hill,Mid-Western,2068/69,2011/12,  Female,70 years & above,733
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,  Male,10-14,90
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,  Male,15-19,526
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,  Male,20-29,5352
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,  Male,30-39,7454
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,  Male,40-49,7073
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,  Male,50-59,5683
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,  Male,60-69,3673
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,  Male,70 years & above,1356
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,  Female,10-14,37
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,  Female,15-19,326
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,  Female,20-29,3089
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,  Female,30-39,2970
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,  Female,40-49,1843
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,  Female,50-59,1111
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,  Female,60-69,951
Rukum,Rapti,Hill,Mid-Western,2068/69,2011/12,  Female,70 years & above,322
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,  Male,10-14,101
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,  Male,15-19,1076
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,  Male,20-29,11864
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,  Male,30-39,25928
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,  Male,40-49,30628
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,  Male,50-59,25733
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,  Male,60-69,17999
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,  Male,70 years & above,9681
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,  Female,10-14,47
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,  Female,15-19,501
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,  Female,20-29,8448
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,  Female,30-39,12758
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,  Female,40-49,7625
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,  Female,50-59,4973
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,  Female,60-69,4243
Rupandehi,Lumbini,Terai,Western,2068/69,2011/12,  Female,70 years & above,2311
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,  Male,10-14,63
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,  Male,15-19,442
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,  Male,20-29,5370
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,  Male,30-39,8657
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,  Male,40-49,8291
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,  Male,50-59,7089
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,  Male,60-69,4366
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,  Male,70 years & above,1472
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,  Female,10-14,27
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,  Female,15-19,267
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,  Female,20-29,3213
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,  Female,30-39,3068
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,  Female,40-49,1687
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,  Female,50-59,1082
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,  Female,60-69,1068
Salyan,Rapti,Hill,Mid-Western,2068/69,2011/12,  Female,70 years & above,394
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,  Male,10-14,33
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,  Male,15-19,209
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,  Male,20-29,2557
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,  Male,30-39,5045
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,  Male,40-49,5994
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,  Male,50-59,5670
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,  Male,60-69,3565
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,  Male,70 years & above,2051
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,  Female,10-14,18
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,  Female,15-19,171
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,  Female,20-29,2109
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,  Female,30-39,2180
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,  Female,40-49,1613
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,  Female,50-59,1435
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,  Female,60-69,1160
Sankhuwasabha,Kosi,Mountain,Eastern,2068/69,2011/12,  Female,70 years & above,814
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,  Male,10-14,147
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,  Male,15-19,791
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,  Male,20-29,9070
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,  Male,30-39,21932
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,  Male,40-49,26510
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,  Male,50-59,22328
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,  Male,60-69,15288
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,  Male,70 years & above,6472
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,  Female,10-14,35
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,  Female,15-19,250
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,  Female,20-29,3422
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,  Female,30-39,5917
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,  Female,40-49,3647
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,  Female,50-59,2070
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,  Female,60-69,2181
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,  Female,70 years & above,1038
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,  Male,10-14,154
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,  Male,15-19,656
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,  Male,20-29,10132
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,  Male,30-39,28055
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,  Male,40-49,31897
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,  Male,50-59,23664
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,  Male,60-69,16338
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,  Male,70 years & above,7211
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,  Female,10-14,19
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,  Female,15-19,159
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,  Female,20-29,2680
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,  Female,30-39,4141
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,  Female,40-49,2784
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,  Female,50-59,1888
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,  Female,60-69,2016
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,  Female,70 years & above,1050
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,  Male,10-14,50
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,  Male,15-19,348
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,  Male,20-29,4709
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,  Male,30-39,9414
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,  Male,40-49,11288
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,  Male,50-59,8815
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,  Male,60-69,5814
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,  Male,70 years & above,2995
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,  Female,10-14,41
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,  Female,15-19,298
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,  Female,20-29,3448
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,  Female,30-39,3837
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,  Female,40-49,2441
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,  Female,50-59,1673
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,  Female,60-69,1503
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,  Female,70 years & above,907
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,  Male,10-14,32
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,  Male,15-19,326
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,  Male,20-29,5040
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,  Male,30-39,9974
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,  Male,40-49,12010
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,  Male,50-59,10807
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,  Male,60-69,7596
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,  Male,70 years & above,4866
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,  Female,10-14,26
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,  Female,15-19,229
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,  Female,20-29,2832
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,  Female,30-39,3885
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,  Female,40-49,2970
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,  Female,50-59,2276
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,  Female,60-69,2109
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,  Female,70 years & above,1710
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,  Male,10-14,145
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,  Male,15-19,703
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,  Male,20-29,7158
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,  Male,30-39,19107
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,  Male,40-49,24571
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,  Male,50-59,21470
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,  Male,60-69,14535
